bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
700,-28,15,-28,15,43,43,0,0
701,-29,14,-29,14,43,43,0,0
702,-29,14,-29,14,43,43,0,0
703,-30,13,-30,13,43,43,0,0
704,-30,12,-30,12,42,42,0,0
705,-30,11,-30,11,41,41,0,0
706,-31,10,-31,10,41,41,0,0
707,-31,9,-31,9,40,40,0,0
708,-31,8,-31,8,39,39,0,0
709,-32,7,-32,7,39,39,0,0
710,-32,6,-32,6,38,38,0,0
711,-32,5,-32,5,37,37,0,0
712,-32,4,-32,4,36,36,0,0
713,-32,3,-32,3,35,35,0,0
714,-32,2,-32,2,34,34,0,0
715,-32,1,-32,1,33,33,0,0
716,-32,0,-32,0,32,32,0,0
717,-32,-1,-32,-1,33,33,0,0
718,-32,-2,-32,-2,34,34,0,0
719,-32,-3,-32,-3,35,35,0,0
720,-32,-4,-32,-4,36,36,0,0
721,-32,-5,-32,-5,37,37,0,0
722,-32,-6,-32,-6,38,38,0,0
723,-32,-7,-32,-7,39,39,0,0
724,-32,-8,-32,-8,40,40,0,0
725,-31,-8,-31,-8,39,39,0,0
726,-31,-9,-31,-9,40,40,0,0
727,-31,-10,-31,-10,41,41,0,0
728,-31,-11,-31,-11,42,42,0,0
729,-30,-12,-30,-12,42,42,0,0
730,-30,-13,-30,-13,43,43,0,0
731,-29,-14,-29,-14,43,43,0,0
732,-29,-15,-29,-15,44,44,0,0
733,-29,-16,-29,-16,45,45,0,0
734,-28,-17,-28,-17,45,45,0,0
735,-28,-17,-28,-17,45,45,0,0
736,-27,-18,-27,-18,45,45,0,0
737,-27,-19,-27,-19,46,46,0,0
738,-26,-20,-26,-20,46,46,0,0
739,-25,-21,-25,-21,46,46,0,0
740,-25,-21,-25,-21,46,46,0,0
741,-24,-22,-24,-22,46,46,0,0
742,-23,-23,-23,-23,46,46,0,0
743,-23,-24,-23,-24,47,47,0,0
744,-22,-24,-22,-24,46,46,0,0
745,-21,-25,-21,-25,46,46,0,0
746,-20,-25,-20,-25,45,45,0,0
747,-20,-26,-20,-26,46,46,0,0
748,-19,-27,-19,-27,46,46,0,0
749,-18,-27,-18,-27,45,45,0,0
750,-17,-28,-17,-28,45,45,0,0
751,-16,-28,-16,-28,44,44,0,0
752,-16,-29,-16,-29,45,45,0,0
753,-15,-29,-15,-29,44,44,0,0
754,-14,-30,-14,-30,44,44,0,0
755,-13,-30,-13,-30,43,43,0,0
756,-12,-30,-12,-30,42,42,0,0
757,-11,-31,-11,-31,42,42,0,0
758,-10,-31,-10,-31,41,41,0,0
759,-9,-31,-9,-31,40,40,0,0
760,-8,-32,-8,-32,40,40,0,0
761,-7,-32,-7,-32,39,39,0,0
762,-6,-32,-6,-32,38,38,0,0
763,-5,-32,-5,-32,37,37,0,0
764,-4,-32,-4,-32,36,36,0,0
765,-3,-32,-3,-32,35,35,0,0
766,-2,-32,-2,-32,34,34,0,0
767,-1,-32,-1,-32,33,33,0,0
768,0,-32,0,-32,32,32,0,0
769,0,-32,0,-32,32,32,0,0
770,1,-32,1,-32,33,33,0,0
771,2,-32,2,-32,34,34,0,0
772,3,-32,3,-32,35,35,0,0
773,4,-32,4,-32,36,36,0,0
774,5,-32,5,-32,37,37,0,0
775,6,-32,6,-32,38,38,0,0
776,7,-32,7,-32,39,39,0,0
777,8,-31,8,-31,39,39,0,0
778,9,-31,9,-31,40,40,0,0
779,10,-31,10,-31,41,41,0,0
780,11,-30,11,-30,41,41,0,0
781,12,-30,12,-30,42,42,0,0
782,13,-30,13,-30,43,43,0,0
783,14,-29,14,-29,43,43,0,0
784,15,-29,15,-29,44,44,0,0
785,15,-28,15,-28,43,43,0,0
786,16,-28,16,-28,44,44,0,0
787,17,-27,17,-27,44,44,0,0
788,18,-27,18,-27,45,45,0,0
789,19,-26,19,-26,45,45,0,0
790,19,-25,19,-25,44,44,0,0
791,20,-25,20,-25,45,45,0,0
792,21,-24,21,-24,45,45,0,0
793,22,-24,22,-24,46,46,0,0
794,22,-23,22,-23,45,45,0,0
795,23,-22,23,-22,45,45,0,0
796,24,-21,24,-21,45,45,0,0
797,24,-21,24,-21,45,45,0,0
798,25,-20,25,-20,45,45,0,0
799,26,-19,26,-19,45,45,0,0
800,26,-18,26,-18,44,44,0,0
801,27,-17,27,-17,44,44,0,0
802,27,-17,27,-17,44,44,0,0
803,28,-16,28,-16,44,44,0,0
804,28,-15,28,-15,43,43,0,0
805,29,-14,29,-14,43,43,0,0
806,29,-13,29,-13,42,42,0,0
807,29,-12,29,-12,41,41,0,0
808,30,-11,30,-11,41,41,0,0
809,30,-10,30,-10,40,40,0,0
810,30,-9,30,-9,39,39,0,0
811,30,-8,30,-8,38,38,0,0
812,31,-8,31,-8,39,39,0,0
813,31,-7,31,-7,38,38,0,0
814,31,-6,31,-6,37,37,0,0
815,31,-5,31,-5,36,36,0,0
816,31,-4,31,-4,35,35,0,0
817,31,-3,31,-3,34,34,0,0
818,31,-2,31,-2,33,33,0,0
819,31,-1,31,-1,32,32,0,0
820,31,0,31,0,31,31,0,0
821,31,1,31,1,32,32,0,0
822,31,2,31,2,33,33,0,0
823,31,3,31,3,34,34,0,0
824,31,4,31,4,35,35,0,0
825,31,5,31,5,36,36,0,0
826,31,6,31,6,37,37,0,0
827,31,7,31,7,38,38,0,0
828,30,8,30,8,38,38,0,0
829,30,9,30,9,39,39,0,0
830,30,10,30,10,40,40,0,0
831,29,11,29,11,40,40,0,0
832,29,12,29,12,41,41,0,0
833,29,13,29,13,42,42,0,0
834,28,14,28,14,42,42,0,0
835,28,14,28,14,42,42,0,0
836,27,15,27,15,42,42,0,0
837,27,16,27,16,43,43,0,0
838,26,17,26,17,43,43,0,0
839,26,18,26,18,44,44,0,0
840,25,19,25,19,44,44,0,0
841,25,19,25,19,44,44,0,0
842,24,20,24,20,44,44,0,0
843,23,21,23,21,44,44,0,0
844,23,22,23,22,45,45,0,0
845,22,22,22,22,44,44,0,0
846,21,23,21,23,44,44,0,0
847,21,24,21,24,45,45,0,0
848,20,24,20,24,44,44,0,0
849,19,25,19,25,44,44,0,0
850,18,25,18,25,43,43,0,0
851,17,26,17,26,43,43,0,0
852,17,27,17,27,44,44,0,0
853,16,27,16,27,43,43,0,0
854,15,28,15,28,43,43,0,0
855,14,28,14,28,42,42,0,0
856,13,28,13,28,41,41,0,0
857,12,29,12,29,41,41,0,0
858,11,29,11,29,40,40,0,0
859,10,30,10,30,40,40,0,0
860,10,30,10,30,40,40,0,0
861,9,30,9,30,39,39,0,0
862,8,30,8,30,38,38,0,0
863,7,31,7,31,38,38,0,0
864,6,31,6,31,37,37,0,0
865,5,31,5,31,36,36,0,0
866,4,31,4,31,35,35,0,0
867,3,31,3,31,34,34,0,0
868,2,31,2,31,33,33,0,0
869,1,31,1,31,32,32,0,0
870,0,31,0,31,31,31,0,0
871,-1,31,-1,31,32,32,0,0
872,-2,31,-2,31,33,33,0,0
873,-3,31,-3,31,34,34,0,0
874,-4,31,-4,31,35,35,0,0
875,-5,31,-5,31,36,36,0,0
876,-6,31,-6,31,37,37,0,0
877,-7,31,-7,31,38,38,0,0
878,-8,31,-8,31,39,39,0,0
879,-9,30,-9,30,39,39,0,0
880,-10,30,-10,30,40,40,0,0
881,-11,30,-11,30,41,41,0,0
882,-12,29,-12,29,41,41,0,0
883,-13,29,-13,29,42,42,0,0
884,-13,29,-13,29,42,42,0,0
885,-14,28,-14,28,42,42,0,0
886,-15,28,-15,28,43,43,0,0
887,-16,27,-16,27,43,43,0,0
888,-17,27,-17,27,44,44,0,0
889,-18,26,-18,26,44,44,0,0
890,-19,26,-19,26,45,45,0,0
891,-19,25,-19,25,44,44,0,0
892,-20,25,-20,25,45,45,0,0
893,-21,24,-21,24,45,45,0,0
894,-22,23,-22,23,45,45,0,0
895,-22,23,-22,23,45,45,0,0
896,-23,22,-23,22,45,45,0,0
897,-24,21,-24,21,45,45,0,0
898,-24,21,-24,21,45,45,0,0
899,-25,20,-25,20,45,45,0,0
900,-26,19,-26,19,45,45,0,0
901,-26,18,-26,18,44,44,0,0
902,-27,18,-27,18,45,45,0,0
903,-27,17,-27,17,44,44,0,0
904,-28,16,-28,16,44,44,0,0
905,-28,15,-28,15,43,43,0,0
906,-29,14,-29,14,43,43,0,0
907,-29,13,-29,13,42,42,0,0
908,-30,12,-30,12,42,42,0,0
909,-30,12,-30,12,42,42,0,0
910,-30,11,-30,11,41,41,0,0
911,-31,10,-31,10,41,41,0,0
912,-31,9,-31,9,40,40,0,0
913,-31,8,-31,8,39,39,0,0
914,-32,7,-32,7,39,39,0,0
915,-32,6,-32,6,38,38,0,0
916,-32,5,-32,5,37,37,0,0
917,-32,4,-32,4,36,36,0,0
918,-32,3,-32,3,35,35,0,0
919,-32,2,-32,2,34,34,0,0
920,-32,1,-32,1,33,33,0,0
921,-32,0,-32,0,32,32,0,0
922,-32,-1,-32,-1,33,33,0,0
923,-32,-2,-32,-2,34,34,0,0
924,-32,-3,-32,-3,35,35,0,0
925,-32,-4,-32,-4,36,36,0,0
926,-32,-5,-32,-5,37,37,0,0
927,-32,-6,-32,-6,38,38,0,0
928,-32,-7,-32,-7,39,39,0,0
929,-32,-8,-32,-8,40,40,0,0
930,-31,-9,-31,-9,40,40,0,0
931,-31,-10,-31,-10,41,41,0,0
932,-31,-11,-31,-11,42,42,0,0
933,-31,-11,-31,-11,42,42,0,0
934,-30,-12,-30,-12,42,42,0,0
935,-30,-13,-30,-13,43,43,0,0
936,-29,-14,-29,-14,43,43,0,0
937,-29,-15,-29,-15,44,44,0,0
938,-29,-16,-29,-16,45,45,0,0
939,-28,-17,-28,-17,45,45,0,0
940,-28,-18,-28,-18,46,46,0,0
941,-27,-18,-27,-18,45,45,0,0
942,-26,-19,-26,-19,45,45,0,0
943,-26,-20,-26,-20,46,46,0,0
944,-25,-21,-25,-21,46,46,0,0
945,-25,-22,-25,-22,47,47,0,0
946,-24,-22,-24,-22,46,46,0,0
947,-23,-23,-23,-23,46,46,0,0
948,-23,-24,-23,-24,47,47,0,0
949,-22,-24,-22,-24,46,46,0,0
950,-21,-25,-21,-25,46,46,0,0
951,-20,-26,-20,-26,46,46,0,0
952,-20,-26,-20,-26,46,46,0,0
953,-19,-27,-19,-27,46,46,0,0
954,-18,-27,-18,-27,45,45,0,0
955,-17,-28,-17,-28,45,45,0,0
956,-16,-28,-16,-28,44,44,0,0
957,-15,-29,-15,-29,44,44,0,0
958,-15,-29,-15,-29,44,44,0,0
959,-14,-30,-14,-30,44,44,0,0
960,-13,-30,-13,-30,43,43,0,0
961,-12,-30,-12,-30,42,42,0,0
962,-11,-31,-11,-31,42,42,0,0
963,-10,-31,-10,-31,41,41,0,0
964,-9,-31,-9,-31,40,40,0,0
965,-8,-32,-8,-32,40,40,0,0
966,-7,-32,-7,-32,39,39,0,0
967,-6,-32,-6,-32,38,38,0,0
968,-5,-32,-5,-32,37,37,0,0
969,-4,-32,-4,-32,36,36,0,0
970,-3,-32,-3,-32,35,35,0,0
971,-2,-32,-2,-32,34,34,0,0
972,-1,-32,-1,-32,33,33,0,0
973,0,-32,0,-32,32,32,0,0
974,1,-32,1,-32,33,33,0,0
975,2,-32,2,-32,34,34,0,0
976,3,-32,3,-32,35,35,0,0
977,4,-32,4,-32,36,36,0,0
978,5,-32,5,-32,37,37,0,0
979,6,-32,6,-32,38,38,0,0
980,7,-32,7,-32,39,39,0,0
981,7,-31,7,-31,38,38,0,0
982,8,-31,8,-31,39,39,0,0
983,9,-31,9,-31,40,40,0,0
984,10,-31,10,-31,41,41,0,0
985,11,-30,11,-30,41,41,0,0
986,12,-30,12,-30,42,42,0,0
987,13,-30,13,-30,43,43,0,0
988,14,-29,14,-29,43,43,0,0
989,15,-29,15,-29,44,44,0,0
990,16,-28,16,-28,44,44,0,0
991,16,-28,16,-28,44,44,0,0
992,17,-27,17,-27,44,44,0,0
993,18,-27,18,-27,45,45,0,0
994,19,-26,19,-26,45,45,0,0
995,20,-25,20,-25,45,45,0,0
996,20,-25,20,-25,45,45,0,0
997,21,-24,21,-24,45,45,0,0
998,22,-23,22,-23,45,45,0,0
999,23,-23,23,-23,46,46,0,0
1000,23,-22,23,-22,45,45,0,0
1001,24,-21,24,-21,45,45,0,0
1002,24,-20,24,-20,44,44,0,0
1003,25,-20,25,-20,45,45,0,0
1004,26,-19,26,-19,45,45,0,0
1005,26,-18,26,-18,44,44,0,0
1006,27,-17,27,-17,44,44,0,0
1007,27,-16,27,-16,43,43,0,0
1008,28,-16,28,-16,44,44,0,0
1009,28,-15,28,-15,43,43,0,0
1010,29,-14,29,-14,43,43,0,0
1011,29,-13,29,-13,42,42,0,0
1012,29,-12,29,-12,41,41,0,0
1013,30,-11,30,-11,41,41,0,0
1014,30,-10,30,-10,40,40,0,0
1015,30,-9,30,-9,39,39,0,0
1016,31,-8,31,-8,39,39,0,0
1017,31,-7,31,-7,38,38,0,0
1018,31,-6,31,-6,37,37,0,0
1019,31,-5,31,-5,36,36,0,0
1020,31,-4,31,-4,35,35,0,0
1021,31,-3,31,-3,34,34,0,0
1022,31,-2,31,-2,33,33,0,0
1023,32,-1,32,-1,33,33,0,0
