bin,py_i,py_q,rtl_i,rtl_q,py_mag,rtl_mag,diff_i,diff_q
686,1,-2,1,-2,3,3,0,0
687,1,-1,1,-1,2,2,0,0
688,1,0,1,0,1,1,0,0
689,0,1,0,1,1,1,0,0
690,0,1,0,1,1,1,0,0
691,-1,2,-1,2,3,3,0,0
692,-1,2,-1,2,3,3,0,0
693,0,1,0,1,1,1,0,0
694,1,1,1,1,2,2,0,0
695,0,2,0,2,2,2,0,0
696,-1,2,-1,2,3,3,0,0
697,-1,2,-1,2,3,3,0,0
698,-1,0,-1,0,1,1,0,0
699,-1,0,-1,0,1,1,0,0
700,-1,0,-1,0,1,1,0,0
701,-1,0,-1,0,1,1,0,0
702,-2,1,-2,1,3,3,0,0
703,-2,1,-2,1,3,3,0,0
704,-3,1,-3,1,4,4,0,0
705,-4,1,-4,1,5,5,0,0
706,-3,0,-3,0,3,3,0,0
707,-3,-1,-3,-1,4,4,0,0
708,-3,-1,-3,-1,4,4,0,0
709,-2,-1,-2,-1,3,3,0,0
710,-2,-1,-2,-1,3,3,0,0
711,-2,-1,-2,-1,3,3,0,0
712,-3,-2,-3,-2,5,5,0,0
713,-2,-2,-2,-2,4,4,0,0
714,-1,-2,-1,-2,3,3,0,0
715,-1,-2,-1,-2,3,3,0,0
716,-1,-2,-1,-2,3,3,0,0
717,-1,-2,-1,-2,3,3,0,0
718,-1,-3,-1,-3,4,4,0,0
719,-2,-2,-2,-2,4,4,0,0
720,-2,-2,-2,-2,4,4,0,0
721,-2,-3,-2,-3,5,5,0,0
722,-1,-2,-1,-2,3,3,0,0
723,-1,-2,-1,-2,3,3,0,0
724,-1,-2,-1,-2,3,3,0,0
725,0,-2,0,-2,2,2,0,0
726,0,-1,0,-1,1,1,0,0
727,0,-1,0,-1,1,1,0,0
728,-1,-1,-1,-1,2,2,0,0
729,0,-1,0,-1,1,1,0,0
730,0,-1,0,-1,1,1,0,0
731,-1,-1,-1,-1,2,2,0,0
732,0,0,0,0,0,0,0,0
733,-1,0,-1,0,1,1,0,0
734,-1,0,-1,0,1,1,0,0
735,-1,1,-1,1,2,2,0,0
736,0,1,0,1,1,1,0,0
737,-1,1,-1,1,2,2,0,0
738,-2,1,-2,1,3,3,0,0
739,-2,0,-2,0,2,2,0,0
740,-2,1,-2,1,3,3,0,0
741,-2,0,-2,0,2,2,0,0
742,-2,0,-2,0,2,2,0,0
743,-2,1,-2,1,3,3,0,0
744,-3,0,-3,0,3,3,0,0
745,-3,0,-3,0,3,3,0,0
746,-3,0,-3,0,3,3,0,0
747,-3,1,-3,1,4,4,0,0
748,-3,0,-3,0,3,3,0,0
749,-3,0,-3,0,3,3,0,0
750,-2,0,-2,0,2,2,0,0
751,-3,-1,-3,-1,4,4,0,0
752,-3,-1,-3,-1,4,4,0,0
753,-3,-1,-3,-1,4,4,0,0
754,-4,-1,-4,-1,5,5,0,0
755,-3,-2,-3,-2,5,5,0,0
756,-3,-2,-3,-2,5,5,0,0
757,-3,-2,-3,-2,5,5,0,0
758,-2,-2,-2,-2,4,4,0,0
759,-2,-2,-2,-2,4,4,0,0
760,-2,-2,-2,-2,4,4,0,0
761,-2,-2,-2,-2,4,4,0,0
762,-1,-3,-1,-3,4,4,0,0
763,-1,-3,-1,-3,4,4,0,0
764,-1,-3,-1,-3,4,4,0,0
765,0,-2,0,-2,2,2,0,0
766,0,-2,0,-2,2,2,0,0
767,0,-1,0,-1,1,1,0,0
768,0,-1,0,-1,1,1,0,0
769,0,-1,0,-1,1,1,0,0
770,0,-1,0,-1,1,1,0,0
771,0,-1,0,-1,1,1,0,0
772,0,-1,0,-1,1,1,0,0
773,0,-1,0,-1,1,1,0,0
774,0,0,0,0,0,0,0,0
775,0,0,0,0,0,0,0,0
776,0,1,0,1,1,1,0,0
777,0,1,0,1,1,1,0,0
778,0,1,0,1,1,1,0,0
779,0,1,0,1,1,1,0,0
780,0,1,0,1,1,1,0,0
781,0,2,0,2,2,2,0,0
782,-1,2,-1,2,3,3,0,0
783,-1,3,-1,3,4,4,0,0
784,-1,3,-1,3,4,4,0,0
785,-1,2,-1,2,3,3,0,0
786,-1,2,-1,2,3,3,0,0
787,-2,2,-2,2,4,4,0,0
788,-3,2,-3,2,5,5,0,0
789,-3,2,-3,2,5,5,0,0
790,-3,1,-3,1,4,4,0,0
791,-3,0,-3,0,3,3,0,0
792,-3,0,-3,0,3,3,0,0
793,-4,0,-4,0,4,4,0,0
794,-4,-1,-4,-1,5,5,0,0
795,-5,-1,-5,-1,6,6,0,0
796,-5,-1,-5,-1,6,6,0,0
797,-5,-2,-5,-2,7,7,0,0
798,-5,-2,-5,-2,7,7,0,0
799,-4,-2,-4,-2,6,6,0,0
800,-2,-1,-2,-1,3,3,0,0
801,-3,-2,-3,-2,5,5,0,0
802,-2,-2,-2,-2,4,4,0,0
803,-2,-1,-2,-1,3,3,0,0
804,-1,-1,-1,-1,2,2,0,0
805,-1,-2,-1,-2,3,3,0,0
806,-1,-3,-1,-3,4,4,0,0
807,-1,-3,-1,-3,4,4,0,0
808,0,-2,0,-2,2,2,0,0
809,-1,-2,-1,-2,3,3,0,0
810,-1,-3,-1,-3,4,4,0,0
811,-1,-3,-1,-3,4,4,0,0
812,-1,-2,-1,-2,3,3,0,0
813,0,-2,0,-2,2,2,0,0
814,0,-2,0,-2,2,2,0,0
815,1,-2,1,-2,3,3,0,0
816,1,-2,1,-2,3,3,0,0
817,1,-1,1,-1,2,2,0,0
818,1,-1,1,-1,2,2,0,0
819,1,0,1,0,1,1,0,0
820,2,0,2,0,2,2,0,0
821,2,0,2,0,2,2,0,0
822,1,0,1,0,1,1,0,0
823,0,0,0,0,0,0,0,0
824,0,1,0,1,1,1,0,0
825,0,1,0,1,1,1,0,0
826,0,2,0,2,2,2,0,0
827,0,3,0,3,3,3,0,0
828,0,3,0,3,3,3,0,0
829,-1,3,-1,3,4,4,0,0
830,-1,3,-1,3,4,4,0,0
831,-2,3,-2,3,5,5,0,0
832,-2,2,-2,2,4,4,0,0
833,-2,2,-2,2,4,4,0,0
834,-3,1,-3,1,4,4,0,0
835,-3,1,-3,1,4,4,0,0
836,-3,1,-3,1,4,4,0,0
837,-3,1,-3,1,4,4,0,0
838,-3,1,-3,1,4,4,0,0
839,-3,1,-3,1,4,4,0,0
840,-3,0,-3,0,3,3,0,0
841,-3,0,-3,0,3,3,0,0
842,-3,0,-3,0,3,3,0,0
843,-4,0,-4,0,4,4,0,0
844,-4,0,-4,0,4,4,0,0
845,-5,0,-5,0,5,5,0,0
846,-4,-1,-4,-1,5,5,0,0
847,-4,-1,-4,-1,5,5,0,0
848,-4,-1,-4,-1,5,5,0,0
849,-3,-2,-3,-2,5,5,0,0
850,-3,-1,-3,-1,4,4,0,0
851,-2,-2,-2,-2,4,4,0,0
852,-2,-2,-2,-2,4,4,0,0
853,-2,-3,-2,-3,5,5,0,0
854,-1,-3,-1,-3,4,4,0,0
855,-1,-2,-1,-2,3,3,0,0
856,-1,-1,-1,-1,2,2,0,0
857,-1,0,-1,0,1,1,0,0
858,-1,0,-1,0,1,1,0,0
859,-1,-1,-1,-1,2,2,0,0
860,0,0,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0
863,1,0,1,0,1,1,0,0
864,0,0,0,0,0,0,0,0
865,-1,0,-1,0,1,1,0,0
866,-1,0,-1,0,1,1,0,0
867,-1,0,-1,0,1,1,0,0
868,0,1,0,1,1,1,0,0
869,0,1,0,1,1,1,0,0
870,-1,2,-1,2,3,3,0,0
871,-1,2,-1,2,3,3,0,0
872,-1,2,-1,2,3,3,0,0
873,-2,2,-2,2,4,4,0,0
874,-2,2,-2,2,4,4,0,0
875,-2,1,-2,1,3,3,0,0
876,-2,2,-2,2,4,4,0,0
877,-2,2,-2,2,4,4,0,0
878,-2,2,-2,2,4,4,0,0
879,-3,2,-3,2,5,5,0,0
880,-3,2,-3,2,5,5,0,0
881,-3,1,-3,1,4,4,0,0
882,-3,1,-3,1,4,4,0,0
883,-3,1,-3,1,4,4,0,0
884,-2,0,-2,0,2,2,0,0
885,-2,1,-2,1,3,3,0,0
886,-3,0,-3,0,3,3,0,0
887,-2,0,-2,0,2,2,0,0
888,-3,0,-3,0,3,3,0,0
889,-3,0,-3,0,3,3,0,0
890,-3,-1,-3,-1,4,4,0,0
891,-3,-1,-3,-1,4,4,0,0
892,-3,-2,-3,-2,5,5,0,0
893,-2,-1,-2,-1,3,3,0,0
894,-2,-1,-2,-1,3,3,0,0
895,-2,-1,-2,-1,3,3,0,0
896,-2,-2,-2,-2,4,4,0,0
897,-1,-2,-1,-2,3,3,0,0
898,-1,-2,-1,-2,3,3,0,0
899,0,-2,0,-2,2,2,0,0
900,-1,-2,-1,-2,3,3,0,0
901,0,-2,0,-2,2,2,0,0
902,0,-1,0,-1,1,1,0,0
903,0,-1,0,-1,1,1,0,0
904,1,-1,1,-1,2,2,0,0
905,1,-1,1,-1,2,2,0,0
906,2,-1,2,-1,3,3,0,0
907,2,0,2,0,2,2,0,0
908,2,1,2,1,3,3,0,0
909,2,1,2,1,3,3,0,0
910,1,2,1,2,3,3,0,0
911,0,3,0,3,3,3,0,0
912,0,2,0,2,2,2,0,0
913,0,2,0,2,2,2,0,0
914,0,2,0,2,2,2,0,0
915,0,2,0,2,2,2,0,0
916,0,3,0,3,3,3,0,0
917,0,4,0,4,4,4,0,0
918,-1,4,-1,4,5,5,0,0
919,-1,4,-1,4,5,5,0,0
920,-1,3,-1,3,4,4,0,0
921,-1,3,-1,3,4,4,0,0
922,-1,3,-1,3,4,4,0,0
923,-2,3,-2,3,5,5,0,0
924,-2,3,-2,3,5,5,0,0
925,-3,3,-3,3,6,6,0,0
926,-3,3,-3,3,6,6,0,0
927,-3,2,-3,2,5,5,0,0
928,-3,2,-3,2,5,5,0,0
929,-3,2,-3,2,5,5,0,0
930,-2,2,-2,2,4,4,0,0
931,-3,1,-3,1,4,4,0,0
932,-4,1,-4,1,5,5,0,0
933,-4,0,-4,0,4,4,0,0
934,-4,1,-4,1,5,5,0,0
935,-3,1,-3,1,4,4,0,0
936,-3,0,-3,0,3,3,0,0
937,-4,0,-4,0,4,4,0,0
938,-4,-1,-4,-1,5,5,0,0
939,-3,-1,-3,-1,4,4,0,0
940,-3,-1,-3,-1,4,4,0,0
941,-2,-1,-2,-1,3,3,0,0
942,-2,-1,-2,-1,3,3,0,0
943,-1,-1,-1,-1,2,2,0,0
944,-2,-1,-2,-1,3,3,0,0
945,-2,-1,-2,-1,3,3,0,0
946,-1,-1,-1,-1,2,2,0,0
947,-1,-1,-1,-1,2,2,0,0
948,-1,0,-1,0,1,1,0,0
949,-1,0,-1,0,1,1,0,0
950,-1,0,-1,0,1,1,0,0
951,-1,0,-1,0,1,1,0,0
952,-1,0,-1,0,1,1,0,0
953,-1,0,-1,0,1,1,0,0
954,0,1,0,1,1,1,0,0
955,0,1,0,1,1,1,0,0
956,0,2,0,2,2,2,0,0
957,-1,2,-1,2,3,3,0,0
958,0,2,0,2,2,2,0,0
959,-1,2,-1,2,3,3,0,0
960,-1,2,-1,2,3,3,0,0
961,-1,3,-1,3,4,4,0,0
962,-1,3,-1,3,4,4,0,0
963,-2,4,-2,4,6,6,0,0
964,-2,4,-2,4,6,6,0,0
965,-3,4,-3,4,7,7,0,0
966,-3,3,-3,3,6,6,0,0
967,-2,2,-2,2,4,4,0,0
968,-3,2,-3,2,5,5,0,0
969,-3,2,-3,2,5,5,0,0
970,-3,2,-3,2,5,5,0,0
971,-3,1,-3,1,4,4,0,0
972,-3,2,-3,2,5,5,0,0
973,-3,2,-3,2,5,5,0,0
974,-4,2,-4,2,6,6,0,0
975,-4,1,-4,1,5,5,0,0
976,-4,1,-4,1,5,5,0,0
977,-3,1,-3,1,4,4,0,0
978,-3,2,-3,2,5,5,0,0
979,-4,2,-4,2,6,6,0,0
980,-5,1,-5,1,6,6,0,0
981,-5,1,-5,1,6,6,0,0
982,-4,0,-4,0,4,4,0,0
983,-4,0,-4,0,4,4,0,0
984,-4,-1,-4,-1,5,5,0,0
985,-4,0,-4,0,4,4,0,0
986,-4,-1,-4,-1,5,5,0,0
987,-3,-1,-3,-1,4,4,0,0
988,-2,-1,-2,-1,3,3,0,0
989,-2,-1,-2,-1,3,3,0,0
990,-1,-1,-1,-1,2,2,0,0
991,-1,-1,-1,-1,2,2,0,0
992,-1,0,-1,0,1,1,0,0
993,-1,1,-1,1,2,2,0,0
994,-1,1,-1,1,2,2,0,0
995,-1,1,-1,1,2,2,0,0
996,0,1,0,1,1,1,0,0
997,0,1,0,1,1,1,0,0
998,-1,0,-1,0,1,1,0,0
999,-1,1,-1,1,2,2,0,0
1000,0,1,0,1,1,1,0,0
1001,0,2,0,2,2,2,0,0
1002,0,2,0,2,2,2,0,0
1003,0,3,0,3,3,3,0,0
1004,0,3,0,3,3,3,0,0
1005,0,3,0,3,3,3,0,0
1006,0,3,0,3,3,3,0,0
1007,0,3,0,3,3,3,0,0
1008,0,4,0,4,4,4,0,0
1009,0,4,0,4,4,4,0,0
1010,-1,4,-1,4,5,5,0,0
1011,-1,4,-1,4,5,5,0,0
1012,-1,4,-1,4,5,5,0,0
1013,-1,4,-1,4,5,5,0,0
1014,-2,4,-2,4,6,6,0,0
1015,-2,3,-2,3,5,5,0,0
1016,-2,3,-2,3,5,5,0,0
1017,-1,2,-1,2,3,3,0,0
1018,0,2,0,2,2,2,0,0
1019,0,2,0,2,2,2,0,0
1020,0,2,0,2,2,2,0,0
1021,0,3,0,3,3,3,0,0
1022,-1,2,-1,2,3,3,0,0
1023,-1,1,-1,1,2,2,0,0
