segment,bin,golden_i,golden_q
1,523,6,3
1,524,6,4
1,525,5,5
1,526,4,5
1,527,3,6
1,528,2,6
1,529,1,7
1,530,1,7
1,531,0,7
1,532,-1,7
1,533,-2,7
1,534,-3,7
1,535,-4,6
1,536,-5,6
1,537,-6,5
1,538,-7,5
1,539,-7,4
1,540,-8,3
1,541,-8,2
1,542,-9,1
1,543,-9,0
1,544,-9,-1
1,545,-9,-2
1,546,-9,-3
1,547,-9,-4
1,548,-8,-5
1,549,-8,-5
1,550,-7,-6
1,551,-7,-7
1,552,-6,-8
1,553,-5,-8
1,554,-4,-9
1,555,-3,-9
1,556,-2,-9
1,557,-1,-9
1,558,0,-9
1,559,1,-9
1,560,2,-9
1,561,3,-8
1,562,4,-8
1,563,5,-7
1,564,5,-6
1,565,6,-5
1,566,6,-5
1,567,7,-4
1,568,7,-3
1,569,7,-2
1,570,7,-1
1,571,7,0
1,572,7,1
1,573,7,2
1,574,6,3
1,575,6,4
1,576,5,5
1,577,4,5
1,578,4,6
1,579,3,6
1,580,2,7
1,581,1,7
1,582,0,7
1,583,-1,7
1,584,-2,7
1,585,-3,7
1,586,-4,7
1,587,-5,6
1,588,-6,6
1,589,-7,5
1,590,-7,4
1,591,-8,4
1,592,-8,3
1,593,-9,2
1,594,-9,1
1,595,-9,0
1,596,-9,-1
1,597,-9,-2
1,598,-9,-3
1,599,-9,-4
1,600,-8,-5
1,601,-8,-6
1,602,-7,-7
1,603,-6,-7
1,604,-5,-8
1,605,-4,-8
1,606,-3,-9
1,607,-2,-9
1,608,-1,-9
1,609,0,-9
1,610,1,-9
1,611,2,-8
1,612,3,-8
1,613,3,-7
1,614,4,-7
1,615,5,-6
1,616,6,-5
1,617,6,-4
1,618,7,-4
1,619,7,-3
1,620,7,-2
1,621,7,-1
1,622,7,0
1,623,7,1
1,624,7,2
1,625,6,3
1,626,6,4
1,627,5,5
1,628,4,6
1,629,3,6
1,630,3,7
1,631,2,7
1,632,1,7
1,633,0,8
1,634,-1,8
1,635,-2,8
1,636,-3,7
1,637,-4,7
1,638,-5,7
1,639,-6,6
1,640,-7,5
1,641,-7,5
1,642,-8,4
1,643,-9,3
1,644,-9,2
1,645,-9,1
1,646,-9,0
1,647,-9,-1
1,648,-9,-2
1,649,-9,-3
1,650,-9,-4
1,651,-8,-5
1,652,-8,-5
1,653,-7,-6
1,654,-6,-7
1,655,-5,-8
1,656,-5,-8
1,657,-4,-8
1,658,-3,-9
1,659,-2,-9
1,660,-1,-9
1,661,0,-9
1,662,1,-8
1,663,2,-8
1,664,3,-7
1,665,4,-7
1,666,5,-6
1,667,5,-5
1,668,6,-5
1,669,6,-4
1,670,7,-3
1,671,7,-2
1,672,7,-1
1,673,7,0
1,674,7,1
1,675,6,2
1,676,6,3
1,677,6,4
1,678,5,5
1,679,4,6
1,680,3,6
1,681,3,7
1,682,2,7
1,683,1,8
1,684,0,8
1,685,-1,8
1,686,-2,8
1,687,-3,8
1,688,-4,7
1,689,-5,7
1,690,-6,6
1,691,-7,6
1,692,-7,5
1,693,-8,4
1,694,-9,3
1,695,-9,3
1,696,-9,2
1,697,-9,1
1,698,-9,0
1,699,-9,-1
1,700,-9,-2
1,701,-9,-3
1,702,-8,-4
1,703,-8,-5
1,704,-7,-6
1,705,-6,-7
1,706,-6,-7
1,707,-5,-8
1,708,-4,-8
1,709,-3,-8
1,710,-2,-8
1,711,-1,-8
1,712,0,-8
1,713,1,-8
1,714,2,-8
1,715,3,-7
1,716,4,-7
1,717,5,-6
1,718,5,-5
1,719,6,-5
1,720,6,-4
1,721,7,-3
1,722,7,-2
1,723,7,-1
1,724,7,0
1,725,7,1
1,726,7,2
1,727,6,3
1,728,6,4
1,729,5,5
1,730,5,6
1,731,4,6
1,732,3,7
1,733,2,7
1,734,1,8
1,735,0,8
1,736,-1,8
1,737,-2,8
1,738,-3,8
1,739,-4,8
1,740,-5,7
1,741,-6,7
1,742,-7,6
1,743,-7,5
1,744,-8,5
1,745,-9,4
1,746,-9,3
1,747,-9,2
1,748,-9,1
1,749,-10,0
1,750,-10,-1
1,751,-9,-2
1,752,-9,-3
1,753,-9,-4
1,754,-8,-5
1,755,-8,-6
1,756,-7,-7
1,757,-6,-7
1,758,-5,-8
1,759,-4,-8
1,760,-3,-8
1,761,-2,-9
1,762,-1,-9
1,763,0,-9
1,764,1,-8
1,765,2,-8
1,766,3,-8
1,767,3,-7
1,768,4,-6
1,769,5,-6
1,770,6,-5
1,771,6,-4
1,772,6,-3
1,773,7,-2
1,774,7,-1
1,775,7,0
1,776,7,1
1,777,6,2
1,778,6,3
1,779,6,4
1,780,5,5
1,781,5,5
1,782,4,6
1,783,3,7
1,784,2,7
1,785,1,8
1,786,0,8
1,787,-1,8
1,788,-2,8
1,789,-3,8
1,790,-4,8
1,791,-5,7
1,792,-6,7
1,793,-7,6
1,794,-7,5
1,795,-8,5
1,796,-9,4
1,797,-9,3
1,798,-9,2
1,799,-10,1
1,800,-10,0
1,801,-10,-1
1,802,-9,-2
1,803,-9,-3
1,804,-9,-4
1,805,-8,-5
1,806,-8,-6
1,807,-7,-7
1,808,-6,-7
1,809,-5,-8
1,810,-4,-8
1,811,-3,-9
1,812,-2,-9
1,813,-1,-9
1,814,0,-9
1,815,1,-9
1,816,2,-9
1,817,3,-8
1,818,4,-8
1,819,4,-7
1,820,5,-6
1,821,6,-6
1,822,6,-5
1,823,7,-4
1,824,7,-3
1,825,7,-2
1,826,7,-1
1,827,7,0
1,828,7,1
1,829,7,2
1,830,6,3
1,831,6,4
1,832,5,5
1,833,4,6
1,834,4,6
1,835,3,7
1,836,2,7
1,837,1,8
1,838,0,8
1,839,-1,8
1,840,-2,8
1,841,-3,7
1,842,-4,7
1,843,-5,7
1,844,-6,6
1,845,-7,6
1,846,-8,5
1,847,-8,4
1,848,-9,3
1,849,-9,2
1,850,-9,1
1,851,-9,0
1,852,-9,-1
1,853,-9,-2
1,854,-9,-3
1,855,-9,-4
1,856,-8,-5
1,857,-8,-6
1,858,-7,-6
1,859,-6,-7
1,860,-5,-8
1,861,-4,-8
1,862,-3,-8
1,863,-2,-9
1,864,-1,-9
1,865,0,-9
1,866,1,-9
1,867,2,-8
1,868,2,-8
1,869,3,-7
1,870,4,-7
1,871,5,-6
1,872,5,-5
1,873,6,-4
1,874,6,-4
1,875,7,-3
1,876,7,-2
1,877,7,0
1,878,7,1
1,879,6,2
1,880,6,3
1,881,6,3
1,882,5,4
1,883,4,5
1,884,4,6
1,885,3,6
1,886,2,7
1,887,1,7
1,888,0,8
1,889,-1,8
1,890,-2,8
1,891,-3,8
1,892,-4,7
1,893,-5,7
1,894,-6,7
1,895,-7,6
1,896,-8,5
1,897,-8,4
1,898,-9,4
1,899,-9,3
1,900,-9,2
1,901,-10,1
1,902,-9,0
1,903,-9,-1
1,904,-9,-2
1,905,-9,-3
1,906,-8,-4
1,907,-8,-4
1,908,-7,-5
1,909,-6,-6
1,910,-6,-6
1,911,-5,-7
1,912,-4,-7
1,913,-3,-8
1,914,-2,-8
1,915,-1,-8
1,916,0,-8
1,917,1,-8
1,918,2,-7
1,919,3,-7
1,920,3,-7
1,921,4,-6
1,922,5,-5
1,923,6,-4
1,924,6,-4
1,925,6,-3
1,926,7,-2
1,927,7,-1
1,928,7,0
1,929,7,1
1,930,7,2
1,931,6,3
1,932,6,4
1,933,6,5
1,934,5,6
1,935,4,6
1,936,3,7
1,937,3,8
1,938,2,8
1,939,1,8
1,940,0,8
1,941,-1,8
1,942,-2,8
1,943,-3,8
1,944,-4,8
1,945,-5,7
1,946,-5,7
1,947,-6,6
1,948,-7,6
1,949,-7,5
1,950,-8,4
1,951,-8,3
1,952,-8,2
1,953,-8,1
1,954,-8,0
1,955,-8,-1
1,956,-8,-2
1,957,-8,-3
1,958,-7,-4
1,959,-7,-4
1,960,-6,-5
1,961,-5,-6
1,962,-5,-6
1,963,-4,-7
1,964,-3,-7
1,965,-2,-7
1,966,-1,-8
1,967,0,-8
1,968,1,-7
1,969,2,-7
1,970,2,-7
1,971,3,-6
1,972,4,-6
1,973,5,-5
1,974,5,-4
1,975,6,-4
1,976,6,-3
1,977,7,-2
1,978,7,-1
1,979,7,0
1,980,7,1
1,981,7,2
1,982,6,3
1,983,6,4
1,984,6,5
1,985,5,6
1,986,4,6
1,987,4,7
1,988,3,7
1,989,2,8
1,990,1,8
1,991,0,8
1,992,-1,8
1,993,-2,8
1,994,-3,8
1,995,-4,8
1,996,-4,7
1,997,-5,7
1,998,-6,6
1,999,-7,6
1,1000,-7,5
1,1001,-8,4
1,1002,-8,3
1,1003,-8,2
1,1004,-8,1
1,1005,-8,0
1,1006,-8,-1
1,1007,-8,-2
1,1008,-8,-3
1,1009,-7,-4
1,1010,-7,-4
1,1011,-6,-5
1,1012,-5,-6
1,1013,-5,-6
1,1014,-4,-7
1,1015,-3,-7
1,1016,-2,-7
1,1017,-1,-8
1,1018,0,-8
1,1019,1,-7
1,1020,2,-7
1,1021,3,-7
1,1022,3,-6
1,1023,4,-6
2,0,2,14
2,1,0,15
2,2,-3,15
2,3,-6,14
2,4,-8,13
2,5,-11,11
2,6,-13,10
2,7,-14,7
2,8,-15,5
2,9,-16,2
2,10,-16,-1
2,11,-16,-3
2,12,-15,-6
2,13,-14,-8
2,14,-12,-11
2,15,-10,-12
2,16,-8,-14
2,17,-5,-15
2,18,-2,-15
2,19,0,-15
2,20,3,-15
2,21,6,-14
2,22,8,-12
2,23,10,-10
2,24,12,-8
2,25,13,-5
2,26,14,-3
2,27,14,0
2,28,14,3
2,29,13,5
2,30,12,8
2,31,10,10
2,32,8,12
2,33,6,13
2,34,3,14
2,35,0,15
2,36,-3,15
2,37,-5,15
2,38,-8,14
2,39,-10,12
2,40,-12,10
2,41,-14,8
2,42,-15,6
2,43,-16,3
2,44,-17,0
2,45,-16,-3
2,46,-16,-5
2,47,-14,-8
2,48,-13,-10
2,49,-11,-12
2,50,-8,-13
2,51,-6,-14
2,52,-3,-15
2,53,0,-15
2,54,3,-15
2,55,5,-14
2,56,8,-12
2,57,10,-10
2,58,11,-8
2,59,13,-6
2,60,13,-3
2,61,14,0
2,62,14,3
2,63,13,5
2,64,12,8
2,65,10,10
2,66,8,12
2,67,6,13
2,68,3,14
2,69,0,15
2,70,-2,15
2,71,-5,15
2,72,-8,14
2,73,-10,13
2,74,-12,11
2,75,-14,9
2,76,-15,6
2,77,-16,3
2,78,-17,1
2,79,-17,-2
2,80,-16,-5
2,81,-15,-7
2,82,-13,-10
2,83,-11,-12
2,84,-9,-13
2,85,-6,-14
2,86,-4,-15
2,87,-1,-15
2,88,2,-15
2,89,5,-14
2,90,7,-13
2,91,9,-11
2,92,11,-9
2,93,12,-6
2,94,13,-4
2,95,14,-1
2,96,14,2
2,97,13,5
2,98,12,7
2,99,10,9
2,100,8,11
2,101,6,13
2,102,3,14
2,103,1,15
2,104,-2,15
2,105,-5,14
2,106,-7,14
2,107,-10,12
2,108,-12,10
2,109,-14,8
2,110,-15,6
2,111,-16,3
2,112,-17,0
2,113,-16,-3
2,114,-16,-5
2,115,-15,-8
2,116,-13,-10
2,117,-11,-12
2,118,-9,-14
2,119,-6,-15
2,120,-3,-16
2,121,0,-16
2,122,2,-16
2,123,5,-15
2,124,8,-13
2,125,10,-12
2,126,12,-10
2,127,13,-7
2,128,14,-4
2,129,15,-2
2,130,15,1
2,131,14,4
2,132,13,6
2,133,11,8
2,134,9,10
2,135,7,12
2,136,4,13
2,137,2,14
2,138,-1,14
2,139,-4,13
2,140,-7,13
2,141,-9,11
2,142,-11,10
2,143,-13,7
2,144,-14,5
2,145,-15,2
2,146,-16,-1
2,147,-16,-3
2,148,-15,-6
2,149,-14,-9
2,150,-13,-11
2,151,-11,-13
2,152,-8,-15
2,153,-6,-16
2,154,-3,-17
2,155,0,-17
2,156,2,-17
2,157,5,-16
2,158,7,-15
2,159,10,-13
2,160,11,-11
2,161,13,-8
2,162,14,-6
2,163,14,-3
2,164,14,0
2,165,14,3
2,166,13,5
2,167,11,7
2,168,9,9
2,169,7,11
2,170,5,12
2,171,2,13
2,172,-1,13
2,173,-4,13
2,174,-6,12
2,175,-9,11
2,176,-11,10
2,177,-13,7
2,178,-14,5
2,179,-15,2
2,180,-16,0
2,181,-16,-3
2,182,-15,-6
2,183,-14,-8
2,184,-13,-11
2,185,-11,-13
2,186,-9,-14
2,187,-6,-16
2,188,-3,-16
2,189,-1,-17
2,190,2,-16
2,191,5,-16
2,192,7,-14
2,193,9,-13
2,194,11,-11
2,195,13,-8
2,196,14,-6
2,197,14,-3
2,198,14,0
2,199,14,2
2,200,13,5
2,201,11,8
2,202,10,10
2,203,7,11
2,204,5,13
2,205,2,13
2,206,-1,14
2,207,-3,14
2,208,-6,13
2,209,-8,12
2,210,-11,10
2,211,-13,8
2,212,-14,6
2,213,-15,3
2,214,-16,0
2,215,-16,-2
2,216,-15,-5
2,217,-14,-8
2,218,-13,-10
2,219,-11,-12
2,220,-9,-14
2,221,-6,-15
2,222,-4,-16
2,223,-1,-16
2,224,2,-16
2,225,4,-15
2,226,7,-14
2,227,9,-13
2,228,11,-11
2,229,12,-8
2,230,13,-6
2,231,14,-3
2,232,14,0
2,233,14,2
2,234,13,5
2,235,11,8
2,236,10,10
2,237,7,11
2,238,5,13
2,239,2,14
2,240,-1,14
2,241,-3,14
2,242,-6,13
2,243,-9,12
2,244,-11,11
2,245,-13,9
2,246,-14,6
2,247,-15,4
2,248,-16,1
2,249,-16,-2
2,250,-16,-5
2,251,-15,-7
2,252,-14,-10
2,253,-12,-12
2,254,-10,-14
2,255,-7,-15
2,256,-4,-16
2,257,-2,-16
2,258,1,-16
2,259,4,-16
2,260,6,-15
2,261,9,-13
2,262,10,-11
2,263,12,-9
2,264,13,-6
2,265,14,-3
2,266,14,-1
2,267,14,2
2,268,13,5
2,269,12,7
2,270,10,9
2,271,8,11
2,272,5,12
2,273,3,13
2,274,0,14
2,275,-3,14
2,276,-6,13
2,277,-8,12
2,278,-11,11
2,279,-12,9
2,280,-14,6
2,281,-15,4
2,282,-16,1
2,283,-16,-2
2,284,-16,-4
2,285,-15,-7
2,286,-14,-9
2,287,-12,-12
2,288,-10,-13
2,289,-7,-15
2,290,-5,-16
2,291,-2,-16
2,292,1,-16
2,293,3,-16
2,294,6,-15
2,295,8,-13
2,296,10,-11
2,297,12,-9
2,298,13,-7
2,299,14,-4
2,300,14,-1
2,301,14,2
2,302,13,4
2,303,12,7
2,304,10,9
2,305,8,11
2,306,6,12
2,307,3,13
2,308,0,14
2,309,-3,14
2,310,-5,13
2,311,-8,12
2,312,-10,11
2,313,-12,9
2,314,-14,7
2,315,-15,4
2,316,-16,2
2,317,-16,-1
2,318,-16,-4
2,319,-15,-7
2,320,-14,-9
2,321,-12,-11
2,322,-10,-13
2,323,-8,-15
2,324,-5,-16
2,325,-2,-16
2,326,0,-16
2,327,3,-16
2,328,6,-15
2,329,8,-13
2,330,10,-11
2,331,12,-9
2,332,13,-7
2,333,14,-4
2,334,14,-1
2,335,14,2
2,336,13,4
2,337,12,7
2,338,10,9
2,339,8,11
2,340,6,12
2,341,3,13
2,342,1,14
2,343,-2,14
2,344,-5,14
2,345,-8,13
2,346,-10,12
2,347,-12,10
2,348,-14,7
2,349,-15,5
2,350,-16,2
2,351,-16,0
2,352,-16,-3
2,353,-15,-6
2,354,-14,-8
2,355,-13,-11
2,356,-11,-13
2,357,-8,-14
2,358,-6,-15
2,359,-3,-16
2,360,0,-16
2,361,2,-15
2,362,5,-15
2,363,7,-13
2,364,10,-11
2,365,11,-9
2,366,13,-7
2,367,13,-4
2,368,14,-1
2,369,14,2
2,370,13,4
2,371,12,7
2,372,10,9
2,373,8,11
2,374,6,13
2,375,3,14
2,376,1,14
2,377,-2,15
2,378,-5,14
2,379,-8,13
2,380,-10,12
2,381,-12,10
2,382,-14,8
2,383,-15,6
2,384,-16,3
2,385,-17,0
2,386,-17,-3
2,387,-16,-5
2,388,-15,-8
2,389,-13,-10
2,390,-11,-12
2,391,-9,-14
2,392,-6,-15
2,393,-4,-16
2,394,-1,-16
2,395,2,-15
2,396,4,-15
2,397,7,-13
2,398,9,-12
2,399,11,-9
2,400,12,-7
2,401,13,-4
2,402,14,-2
2,403,13,1
2,404,13,4
2,405,12,6
2,406,10,9
2,407,8,11
2,408,6,12
2,409,4,13
2,410,1,14
2,411,-2,14
2,412,-5,14
2,413,-7,13
2,414,-10,12
2,415,-12,10
2,416,-13,8
2,417,-15,6
2,418,-16,3
2,419,-16,0
2,420,-16,-3
2,421,-16,-5
2,422,-15,-8
2,423,-13,-10
2,424,-11,-12
2,425,-9,-14
2,426,-6,-15
2,427,-4,-16
2,428,-1,-16
2,429,2,-16
2,430,4,-15
2,431,7,-14
2,432,9,-12
2,433,11,-10
2,434,12,-7
2,435,13,-5
2,436,14,-2
2,437,14,1
2,438,13,4
2,439,12,6
2,440,11,8
2,441,9,11
2,442,7,12
2,443,4,13
2,444,2,14
2,445,-1,14
2,446,-4,14
2,447,-7,14
2,448,-9,12
2,449,-11,11
2,450,-13,9
2,451,-15,6
2,452,-16,4
2,453,-16,1
2,454,-16,-2
2,455,-16,-5
2,456,-15,-7
2,457,-13,-10
2,458,-12,-12
2,459,-9,-13
2,460,-7,-15
2,461,-4,-15
2,462,-2,-16
2,463,1,-15
2,464,4,-15
2,465,6,-14
2,466,9,-12
2,467,10,-10
2,468,12,-7
2,469,13,-5
2,470,13,-2
2,471,14,1
2,472,13,3
2,473,12,6
2,474,11,8
2,475,9,10
2,476,7,12
2,477,4,13
2,478,2,14
2,479,-1,15
2,480,-4,15
2,481,-7,14
2,482,-9,13
2,483,-11,11
2,484,-13,9
2,485,-15,7
2,486,-16,4
2,487,-17,1
2,488,-17,-1
2,489,-16,-4
2,490,-15,-7
2,491,-14,-9
2,492,-12,-11
2,493,-10,-13
2,494,-8,-14
2,495,-5,-15
2,496,-2,-16
2,497,1,-16
2,498,3,-15
2,499,6,-14
2,500,8,-12
2,501,10,-10
2,502,12,-8
2,503,13,-5
2,504,13,-3
2,505,14,0
2,506,13,3
2,507,12,6
2,508,11,8
2,509,9,10
2,510,7,12
2,511,5,13
2,512,2,14
2,513,-1,15
2,514,-4,14
2,515,-6,14
2,516,-9,13
2,517,-11,11
2,518,-13,9
2,519,-15,7
2,520,-16,4
2,521,-16,2
2,522,-17,-1
2,523,-16,-4
2,524,-15,-7
2,525,-14,-9
2,526,-12,-11
2,527,-10,-13
2,528,-8,-15
2,529,-5,-15
2,530,-2,-16
2,531,1,-16
2,532,3,-15
2,533,6,-14
2,534,8,-13
2,535,10,-11
2,536,12,-8
2,537,13,-6
2,538,14,-3
2,539,14,0
2,540,14,3
2,541,13,5
2,542,11,8
2,543,10,10
2,544,8,12
2,545,5,13
2,546,3,14
2,547,0,15
2,548,-3,15
2,549,-6,14
2,550,-8,13
2,551,-11,12
2,552,-13,10
2,553,-14,7
2,554,-16,5
2,555,-16,2
2,556,-17,-1
2,557,-16,-3
2,558,-16,-6
2,559,-14,-9
2,560,-13,-11
2,561,-10,-13
2,562,-8,-14
2,563,-5,-15
2,564,-3,-16
2,565,0,-16
2,566,3,-15
2,567,5,-14
2,568,8,-13
2,569,10,-11
2,570,12,-9
2,571,13,-6
2,572,14,-3
2,573,14,0
2,574,14,2
2,575,13,5
2,576,12,8
2,577,10,10
2,578,8,12
2,579,5,13
2,580,3,14
2,581,0,15
2,582,-3,15
2,583,-5,14
2,584,-8,13
2,585,-11,12
2,586,-13,10
2,587,-14,8
2,588,-16,5
2,589,-16,2
2,590,-17,0
2,591,-16,-3
2,592,-16,-6
2,593,-15,-8
2,594,-13,-11
2,595,-11,-13
2,596,-8,-14
2,597,-6,-15
2,598,-3,-16
2,599,0,-16
2,600,3,-15
2,601,5,-15
2,602,8,-13
2,603,10,-11
2,604,11,-9
2,605,13,-6
2,606,14,-4
2,607,14,-1
2,608,14,2
2,609,13,4
2,610,12,7
2,611,10,9
2,612,8,11
2,613,6,13
2,614,3,14
2,615,1,15
2,616,-2,15
2,617,-5,14
2,618,-7,13
2,619,-10,12
2,620,-12,10
2,621,-14,8
2,622,-15,5
2,623,-16,3
2,624,-16,0
2,625,-16,-3
2,626,-15,-5
2,627,-14,-8
2,628,-13,-10
2,629,-11,-12
2,630,-8,-14
2,631,-6,-15
2,632,-3,-15
2,633,0,-15
2,634,3,-15
2,635,5,-14
2,636,8,-13
2,637,10,-11
2,638,11,-9
2,639,13,-6
2,640,14,-4
2,641,14,-1
2,642,14,2
2,643,13,5
2,644,12,7
2,645,11,9
2,646,9,11
2,647,6,13
2,648,4,14
2,649,1,15
2,650,-2,15
2,651,-4,15
2,652,-7,14
2,653,-10,12
2,654,-12,11
2,655,-13,8
2,656,-15,6
2,657,-16,3
2,658,-16,1
2,659,-16,-2
2,660,-16,-5
2,661,-14,-7
2,662,-13,-10
2,663,-11,-12
2,664,-8,-13
2,665,-6,-15
2,666,-3,-15
2,667,0,-15
2,668,2,-15
2,669,5,-14
2,670,8,-13
2,671,10,-11
2,672,12,-9
2,673,13,-6
2,674,14,-4
2,675,14,-1
2,676,14,2
2,677,14,5
2,678,13,7
2,679,11,9
2,680,9,11
2,681,7,13
2,682,4,14
2,683,2,15
2,684,-1,15
2,685,-4,15
2,686,-7,14
2,687,-9,13
2,688,-11,11
2,689,-13,9
2,690,-15,7
2,691,-16,4
2,692,-16,1
2,693,-16,-2
2,694,-16,-4
2,695,-15,-7
2,696,-13,-10
2,697,-11,-12
2,698,-9,-13
2,699,-6,-14
2,700,-4,-15
2,701,-1,-15
2,702,2,-15
2,703,5,-14
2,704,7,-13
2,705,10,-11
2,706,11,-9
2,707,13,-7
2,708,14,-4
2,709,14,-2
2,710,14,1
2,711,14,4
2,712,13,7
2,713,11,9
2,714,10,11
2,715,7,13
2,716,5,14
2,717,2,15
2,718,-1,15
2,719,-4,15
2,720,-6,14
2,721,-9,13
2,722,-11,11
2,723,-13,9
2,724,-14,7
2,725,-15,4
2,726,-16,1
2,727,-16,-2
2,728,-16,-4
2,729,-15,-7
2,730,-13,-9
2,731,-11,-12
2,732,-9,-13
2,733,-6,-14
2,734,-4,-15
2,735,-1,-16
2,736,2,-15
2,737,5,-15
2,738,7,-13
2,739,9,-12
2,740,11,-10
2,741,13,-7
2,742,14,-5
2,743,15,-2
2,744,15,1
2,745,14,4
2,746,13,6
2,747,12,9
2,748,10,11
2,749,8,12
2,750,5,14
2,751,3,15
2,752,0,15
2,753,-3,15
2,754,-6,14
2,755,-8,13
2,756,-11,11
2,757,-13,9
2,758,-14,7
2,759,-15,4
2,760,-16,2
2,761,-16,-1
2,762,-16,-4
2,763,-15,-7
2,764,-14,-9
2,765,-12,-11
2,766,-9,-13
2,767,-7,-14
2,768,-4,-15
2,769,-1,-16
2,770,1,-15
2,771,4,-15
2,772,7,-14
2,773,9,-12
2,774,11,-10
2,775,12,-8
2,776,14,-5
2,777,14,-2
2,778,14,0
2,779,14,3
2,780,13,6
2,781,12,8
2,782,10,10
2,783,8,12
2,784,5,14
2,785,3,14
2,786,0,15
2,787,-3,15
2,788,-6,14
2,789,-8,13
2,790,-10,12
2,791,-12,10
2,792,-14,7
2,793,-15,5
2,794,-16,2
2,795,-16,-1
2,796,-16,-4
2,797,-15,-6
2,798,-14,-9
2,799,-12,-11
2,800,-10,-13
2,801,-7,-14
2,802,-5,-15
2,803,-2,-16
2,804,1,-16
2,805,4,-15
2,806,6,-14
2,807,9,-12
2,808,11,-10
2,809,12,-8
2,810,14,-5
2,811,14,-3
2,812,15,0
2,813,14,3
2,814,14,6
2,815,12,8
2,816,11,10
2,817,8,12
2,818,6,14
2,819,3,15
2,820,1,15
2,821,-2,15
2,822,-5,15
2,823,-8,14
2,824,-10,12
2,825,-12,10
2,826,-14,8
2,827,-15,5
2,828,-16,2
2,829,-16,0
2,830,-16,-3
2,831,-15,-6
2,832,-14,-8
2,833,-12,-11
2,834,-10,-12
2,835,-8,-14
2,836,-5,-15
2,837,-2,-15
2,838,1,-15
2,839,3,-15
2,840,6,-14
2,841,8,-12
2,842,10,-11
2,843,12,-8
2,844,13,-6
2,845,14,-3
2,846,14,0
2,847,14,3
2,848,14,5
2,849,12,8
2,850,11,10
2,851,9,12
2,852,6,13
2,853,3,14
2,854,1,15
2,855,-2,15
2,856,-5,14
2,857,-8,13
2,858,-10,12
2,859,-12,10
2,860,-14,8
2,861,-15,5
2,862,-16,3
2,863,-16,0
2,864,-16,-3
2,865,-15,-6
2,866,-14,-8
2,867,-13,-11
2,868,-11,-13
2,869,-8,-14
2,870,-5,-15
2,871,-3,-16
2,872,0,-16
2,873,3,-16
2,874,6,-15
2,875,8,-13
2,876,10,-11
2,877,12,-9
2,878,13,-7
2,879,14,-4
2,880,15,-1
2,881,15,2
2,882,14,4
2,883,13,7
2,884,11,9
2,885,9,11
2,886,7,13
2,887,4,14
2,888,2,14
2,889,-1,15
2,890,-4,14
2,891,-7,13
2,892,-9,12
2,893,-11,10
2,894,-13,8
2,895,-14,5
2,896,-15,3
2,897,-16,0
2,898,-16,-3
2,899,-15,-5
2,900,-14,-8
2,901,-13,-10
2,902,-11,-12
2,903,-9,-14
2,904,-6,-15
2,905,-4,-16
2,906,-1,-16
2,907,2,-16
2,908,4,-15
2,909,7,-14
2,910,9,-12
2,911,11,-10
2,912,12,-7
2,913,13,-5
2,914,14,-2
2,915,14,1
2,916,13,4
2,917,12,6
2,918,11,9
2,919,9,11
2,920,6,12
2,921,4,13
2,922,1,14
2,923,-2,14
2,924,-4,14
2,925,-7,13
2,926,-10,12
2,927,-12,11
2,928,-14,9
2,929,-15,6
2,930,-16,4
2,931,-17,1
2,932,-17,-2
2,933,-16,-5
2,934,-15,-7
2,935,-14,-10
2,936,-12,-12
2,937,-10,-13
2,938,-7,-15
2,939,-5,-15
2,940,-2,-16
2,941,1,-16
2,942,4,-15
2,943,6,-14
2,944,8,-12
2,945,10,-10
2,946,12,-8
2,947,13,-5
2,948,14,-2
2,949,14,0
2,950,13,3
2,951,12,6
2,952,11,8
2,953,9,10
2,954,7,12
2,955,4,13
2,956,2,14
2,957,-1,15
2,958,-4,14
2,959,-7,14
2,960,-9,13
2,961,-11,11
2,962,-13,9
2,963,-15,7
2,964,-16,4
2,965,-16,1
2,966,-17,-1
2,967,-16,-4
2,968,-15,-7
2,969,-14,-9
2,970,-12,-11
2,971,-10,-13
2,972,-7,-14
2,973,-5,-15
2,974,-2,-16
2,975,1,-16
2,976,4,-15
2,977,6,-14
2,978,8,-12
2,979,10,-10
2,980,12,-8
2,981,13,-5
2,982,14,-3
2,983,14,0
2,984,13,3
2,985,13,6
2,986,11,8
2,987,9,10
2,988,7,12
2,989,5,13
2,990,2,14
2,991,-1,15
2,992,-3,15
2,993,-6,14
2,994,-9,13
2,995,-11,11
2,996,-13,9
2,997,-14,7
2,998,-16,5
2,999,-16,2
2,1000,-16,-1
2,1001,-16,-4
2,1002,-15,-6
2,1003,-14,-9
2,1004,-12,-11
2,1005,-10,-13
2,1006,-8,-14
2,1007,-5,-15
2,1008,-2,-16
2,1009,1,-16
2,1010,3,-15
2,1011,6,-14
2,1012,8,-12
2,1013,10,-10
2,1014,12,-8
2,1015,13,-6
2,1016,14,-3
2,1017,14,0
2,1018,14,3
2,1019,13,5
2,1020,12,8
2,1021,10,10
2,1022,8,12
2,1023,5,13
3,0,7,19
3,1,2,21
3,2,-3,21
3,3,-8,19
3,4,-12,17
3,5,-16,13
3,6,-19,9
3,7,-21,4
3,8,-21,-1
3,9,-21,-6
3,10,-18,-11
3,11,-15,-15
3,12,-11,-18
3,13,-7,-20
3,14,-1,-21
3,15,4,-21
3,16,9,-20
3,17,13,-17
3,18,17,-13
3,19,19,-9
