cycle,range_bin,doppler_bin,output_hex
1149825000,28,15,0043ffb5
1151705000,28,16,0000ffc5
1151715000,28,17,005b0042
1151725000,28,18,fe3700cd
1151735000,28,19,01bdff07
1151745000,28,20,ff4afed6
1151755000,28,21,fe0aff2a
1151765000,28,22,05c60139
1151775000,28,23,fd4e0244
1151785000,28,24,fc84fd79
1151795000,28,25,071dffb6
1151805000,28,26,fb61ffad
1151815000,28,27,03270085
1151825000,28,28,fd6e00d4
1151835000,28,29,01f2ff62
1151845000,28,30,fe76fff5
1151855000,28,31,00baffec
1153735000,29,0,ffbb0030
1153745000,29,1,0053ffcf
1153755000,29,2,00b7ffbd
1153765000,29,3,ff500108
1153775000,29,4,ff03fead
1153785000,29,5,ffb30178
1153795000,29,6,03e2fde7
1153805000,29,7,fbcc00b1
1153815000,29,8,019103ae
1153825000,29,9,fef5fabf
1153835000,29,10,022701e5
1153845000,29,11,fef6012c
1153855000,29,12,ff31fe21
1153865000,29,13,ffd90192
1153875000,29,14,01880003
1153885000,29,15,ff52ff4b
1155765000,29,16,001b0040
1155775000,29,17,ffc600ee
1155785000,29,18,000ffed1
1155795000,29,19,ffeb0076
1155805000,29,20,00a7004b
1155815000,29,21,fee8ff6c
1155825000,29,22,01b1019f
1155835000,29,23,ff9c01cc
1155845000,29,24,fcfbfcc4
1155855000,29,25,02120140
1155865000,29,26,0065fdb1
1155875000,29,27,01bd0108
1155885000,29,28,fd4b01c9
1155895000,29,29,0148fe82
1155905000,29,30,fffb01f7
1155915000,29,31,ffccfe9a
1157795000,30,0,ffce0016
1157805000,30,1,00150077
1157815000,30,2,001ffe63
1157825000,30,3,ffe902d5
1157835000,30,4,ff6afbd3
1157845000,30,5,ff8504ab
1157855000,30,6,018afd06
1157865000,30,7,007601e3
1157875000,30,8,fe8cff20
1157885000,30,9,ffe700bd
1157895000,30,10,0153fdab
1157905000,30,11,014f010f
1157915000,30,12,fcf001d7
1157925000,30,13,0057fd19
1157935000,30,14,01300174
1157945000,30,15,ff9affd9
1159825000,30,16,007e0039
1159835000,30,17,ff7c002f
1159845000,30,18,ff08ffdb
1159855000,30,19,0362ffa0
1159865000,30,20,faf9fef4
1159875000,30,21,04a80136
1159885000,30,22,fc3000a9
1159895000,30,23,034fff3d
1159905000,30,24,febefedd
1159915000,30,25,00e6009f
1159925000,30,26,0164fe75
1159935000,30,27,fcb801b0
1159945000,30,28,02e3ff6a
1159955000,30,29,ff820080
1159965000,30,30,ff440083
1159975000,30,31,ffe3fedf
1161855000,31,0,ffd10031
1161865000,31,1,0099fffb
1161875000,31,2,ffcfff15
1161885000,31,3,ffd1018f
1161895000,31,4,0072fd59
1161905000,31,5,fc9202af
1161915000,31,6,04b9fd92
1161925000,31,7,fe530286
1161935000,31,8,fda3ffaf
1161945000,31,9,00e1ff33
1161955000,31,10,03d5ff2f
1161965000,31,11,fc570317
1161975000,31,12,0082fce3
1161985000,31,13,007c01ab
1161995000,31,14,0093ffc6
1162005000,31,15,ffa5ff94
1163885000,31,16,0077003a
1163895000,31,17,002a0072
1163905000,31,18,fda6ff64
1163915000,31,19,0396ff50
1163925000,31,20,fd7f0119
1163935000,31,21,0005fdf7
1163945000,31,22,018303aa
1163955000,31,23,01a0fe53
1163965000,31,24,fc91ff7a
1163975000,31,25,03dc00e8
1163985000,31,26,fbf0ff94
1163995000,31,27,022c00a8
1164005000,31,28,ff29ff3f
1164015000,31,29,00550167
1164025000,31,30,0037ff4a
1164035000,31,31,ff1efff5
1165915000,32,0,0027004d
1165925000,32,1,fff5fff4
1165935000,32,2,00a2ffc2
1165945000,32,3,fe3100b0
1165955000,32,4,024aff2c
1165965000,32,5,fd64018f
1165975000,32,6,0423fcf4
1165985000,32,7,ff36030c
1165995000,32,8,fb19fe8d
1166005000,32,9,034bfdf2
1166015000,32,10,018e01cc
1166025000,32,11,fd5f02a6
1166035000,32,12,008efbea
1166045000,32,13,ff800203
1166055000,32,14,0145004e
1166065000,32,15,ff66ff66
1167945000,32,16,0000ffd4
1167955000,32,17,0068ffef
1167965000,32,18,fe5b0119
1167975000,32,19,0145feb0
1167985000,32,20,ff97ff54
1167995000,32,21,0001fff6
1168005000,32,22,016a00c0
1168015000,32,23,00ba03b3
1168025000,32,24,fb0cface
1168035000,32,25,05be00e5
1168045000,32,26,fdf103ef
1168055000,32,27,00fbfc7a
1168065000,32,28,fd0d0166
1168075000,32,29,00d1ffda
1168085000,32,30,003aff6c
1168095000,32,31,ffae002f
1169975000,33,0,ffde0044
1169985000,33,1,007b003d
1169995000,33,2,0011ffe9
1170005000,33,3,fe4f0036
1170015000,33,4,0115fe01
1170025000,33,5,003404bf
1170035000,33,6,0036fbfd
1170045000,33,7,01290152
1170055000,33,8,fe0aff8a
1170065000,33,9,001b009b
1170075000,33,10,00ddfe5b
1170085000,33,11,00570288
1170095000,33,12,fffffd89
1170105000,33,13,fe020101
1170115000,33,14,01800077
1170125000,33,15,ffc5ff48
1172005000,33,16,000cffd0
1172015000,33,17,0152ff0f
1172025000,33,18,fd320301
1172035000,33,19,01d5fd8e
1172045000,33,20,ff39ffb3
1172055000,33,21,006efe91
1172065000,33,22,013d03d9
1172075000,33,23,fd20fea5
1172085000,33,24,000cff42
1172095000,33,25,02cafe0b
1172105000,33,26,fe08021b
1172115000,33,27,026ffd92
1172125000,33,28,fda30267
1172135000,33,29,0116ffd1
1172145000,33,30,ff95ff7f
1172155000,33,31,ff9c001f
1174035000,34,0,004b003f
1174045000,34,1,ff7e0035
1174055000,34,2,0103ff59
1174065000,34,3,00b60059
1174075000,34,4,fbf20063
1174085000,34,5,03efff36
1174095000,34,6,ff9dff7e
1174105000,34,7,ff1a035e
1174115000,34,8,ff33fc47
1174125000,34,9,01f601c1
1174135000,34,10,fefdfeed
1174145000,34,11,015600b1
1174155000,34,12,fde0ff63
1174165000,34,13,fff10068
1174175000,34,14,018b0030
1174185000,34,15,ff0effc4
1176065000,34,16,ffa9ffbf
1176075000,34,17,ffc9ffb9
1176085000,34,18,ff8600a0
1176095000,34,19,0274ffb7
1176105000,34,20,fbf5feb8
1176115000,34,21,04a6ffe1
1176125000,34,22,fd1a03f3
1176135000,34,23,0017fded
1176145000,34,24,fe67fe9d
1176155000,34,25,01c70125
1176165000,34,26,ff04fe92
1176175000,34,27,02b8ffe3
1176185000,34,28,fbb70080
1176195000,34,29,03a2fff1
1176205000,34,30,fd800017
1176215000,34,31,0135ffe9
1178095000,35,0,00180073
1178105000,35,1,ff7fffb1
1178115000,35,2,0148005f
1178125000,35,3,fff0ff7b
1178135000,35,4,fe26006c
1178145000,35,5,016900bc
1178155000,35,6,ff47fc1d
1178165000,35,7,01a104a6
1178175000,35,8,fc5cff6d
1178185000,35,9,0369ff95
1178195000,35,10,0008fe07
1178205000,35,11,ffa002b5
1178215000,35,12,fe96fcac
1178225000,35,13,00f302da
1178235000,35,14,fff1ff45
1178245000,35,15,ffd3ff8e
1180125000,35,16,00e4ff58
1180135000,35,17,ff5500b1
1180145000,35,18,fffeffae
1180155000,35,19,0006009d
1180165000,35,20,0056fd93
1180175000,35,21,fff101fa
1180185000,35,22,fee7ff08
1180195000,35,23,034a01fb
1180205000,35,24,faa4fccc
1180215000,35,25,05930227
1180225000,35,26,fd26fe84
1180235000,35,27,0118016d
1180245000,35,28,ff66fe01
1180255000,35,29,000701a2
1180265000,35,30,00a9ffde
1180275000,35,31,fea00007
1182155000,36,0,0011006b
1182165000,36,1,ffc8ffb1
1182175000,36,2,0139001f
1182185000,36,3,ff11000f
1182195000,36,4,fe28ff9d
1182205000,36,5,01bb013f
1182215000,36,6,012cfe5a
1182225000,36,7,004101a5
1182235000,36,8,fbcd0093
1182245000,36,9,04b2fd27
1182255000,36,10,fe6b00a7
1182265000,36,11,01830293
1182275000,36,12,fbe6fbf1
1182285000,36,13,02f702c1
1182295000,36,14,ff74ffdc
1182305000,36,15,ffcfff59
1184185000,36,16,002fffc5
1184195000,36,17,005affa5
1184205000,36,18,fed10244
1184215000,36,19,00c2fd27
1184225000,36,20,006a00dd
1184235000,36,21,fd69fe06
1184245000,36,22,02c003e0
1184255000,36,23,fe77fe5c
1184265000,36,24,004d00e3
1184275000,36,25,0042fbb5
1184285000,36,26,0033030c
1184295000,36,27,0262ff63
1184305000,36,28,fb2601e7
1184315000,36,29,022bfe88
1184325000,36,30,ffe0002c
1184335000,36,31,ff95000a
1186215000,37,0,ffd7fffa
1186225000,37,1,fff2fff9
1186235000,37,2,ffdeffcc
1186245000,37,3,0104003b
1186255000,37,4,fddcff3b
1186265000,37,5,00c3014b
1186275000,37,6,0269fe32
1186285000,37,7,fd39015d
1186295000,37,8,002b0116
1186305000,37,9,013cfd07
1186315000,37,10,fdac00c6
1186325000,37,11,03fa01e3
1186335000,37,12,fbdeff09
1186345000,37,13,015b0051
1186355000,37,14,00e1ffa8
1186365000,37,15,ffed0029
1188245000,37,16,0047ffde
1188255000,37,17,009f002b
1188265000,37,18,ff24017a
1188275000,37,19,ffdcfdb3
1188285000,37,20,011b0075
1188295000,37,21,fc2b009b
1188305000,37,22,044800c9
1188315000,37,23,fee400eb
1188325000,37,24,fefffdd6
1188335000,37,25,ffd7ff89
1188345000,37,26,01aaffae
1188355000,37,27,ffe60165
1188365000,37,28,ff6b00ff
1188375000,37,29,fe8bff09
1188385000,37,30,023e005f
1188395000,37,31,fe6effcd
1190275000,38,0,001bfffe
1190285000,38,1,0006ffff
1190295000,38,2,ffda004d
1190305000,38,3,01ae0091
1190315000,38,4,fe59fe3e
1190325000,38,5,ff0601dc
1190335000,38,6,0158fc02
1190345000,38,7,017f0598
1190355000,38,8,fce1ff00
1190365000,38,9,0212fc5b
1190375000,38,10,ff6201bf
1190385000,38,11,015201b7
1190395000,38,12,fdcffd10
1190405000,38,13,013e01f6
1190415000,38,14,ff58ff76
1190425000,38,15,00150024
1192305000,38,16,0087ff7c
1192315000,38,17,002a00e4
1192325000,38,18,fec3ff40
1192335000,38,19,00c1fff8
1192345000,38,20,ffbcfe1c
1192355000,38,21,fef6042e
1192365000,38,22,0262fd4b
1192375000,38,23,fdd70136
1192385000,38,24,ffd7fd3a
1192395000,38,25,00b8fff2
1192405000,38,26,00250184
1192415000,38,27,013fffec
1192425000,38,28,fd5200b6
1192435000,38,29,01fcfdfc
1192445000,38,30,ff420171
1192455000,38,31,ff4dff6e
1194335000,39,0,ffcc0004
1194345000,39,1,005100a7
1194355000,39,2,001affbf
1194365000,39,3,ffd3ff8a
1194375000,39,4,ff80ff63
1194385000,39,5,005e03b5
1194395000,39,6,0235f9db
1194405000,39,7,fe850446
1194415000,39,8,fecc00be
1194425000,39,9,ffc5f9a7
1194435000,39,10,02000561
1194445000,39,11,ff51ff88
1194455000,39,12,fd80ff13
1194465000,39,13,021c0039
1194475000,39,14,ffc100bd
1194485000,39,15,001fff7c
1196365000,39,16,fffffff3
1196375000,39,17,ff8e0083
1196385000,39,18,ff83fee9
1196395000,39,19,02a6000f
1196405000,39,20,fb8a0071
1196415000,39,21,046afe97
1196425000,39,22,fd1e01c9
1196435000,39,23,03a6015d
1196445000,39,24,fbebff03
1196455000,39,25,001afe81
1196465000,39,26,01f5fde9
1196475000,39,27,fd5c0275
1196485000,39,28,02a4ff89
1196495000,39,29,ff92ffdd
1196505000,39,30,fefaffdd
1196515000,39,31,007cffcf
1198395000,40,0,ff4affd2
1198405000,40,1,016400e4
1198415000,40,2,ff0dfff1
1198425000,40,3,ff5aff09
1198435000,40,4,0068ff79
1198445000,40,5,00f70385
1198455000,40,6,fe78fb3d
1198465000,40,7,021103c4
1198475000,40,8,fdbc0042
1198485000,40,9,022afcf8
1198495000,40,10,fe570187
1198505000,40,11,03860043
1198515000,40,12,fc26fdeb
1198525000,40,13,00670227
1198535000,40,14,0078ff1b
1198545000,40,15,003b0020
1200425000,40,16,0067ff87
1200435000,40,17,006affba
1200445000,40,18,fe13021c
1200455000,40,19,0184fd52
1200465000,40,20,ffb10118
1200475000,40,21,ff28fbfc
1200485000,40,22,01c30565
1200495000,40,23,0060fd3d
1200505000,40,24,fd130211
1200515000,40,25,0258fd9e
1200525000,40,26,ff6ffed4
1200535000,40,27,023803a2
1200545000,40,28,fc2dfd78
1200555000,40,29,01620108
1200565000,40,30,004bfed3
1200575000,40,31,ff800083
1202455000,41,0,0021ffec
1202465000,41,1,ff5d00ec
1202475000,41,2,01acfec9
1202485000,41,3,fefa0034
1202495000,41,4,ff1b0021
1202505000,41,5,ff990087
1202515000,41,6,02edff3b
1202525000,41,7,fe3f0131
1202535000,41,8,ff59ffc4
1202545000,41,9,012bff22
1202555000,41,10,ff2a0069
1202565000,41,11,0314ff4c
1202575000,41,12,fbff00df
1202585000,41,13,00b7ff47
1202595000,41,14,0131005b
1202605000,41,15,ff53fffb
1204485000,41,16,0053ff4e
1204495000,41,17,ffac00cb
1204505000,41,18,fedafef1
1204515000,41,19,022b0099
1204525000,41,20,ff0afffa
1204535000,41,21,009efd4f
1204545000,41,22,fead0474
1204555000,41,23,0279fe69
1204565000,41,24,fb99fffc
1204575000,41,25,0412ffb1
1204585000,41,26,fd80fe6d
1204595000,41,27,020101f1
1204605000,41,28,fd72fd98
1204615000,41,29,02e4018d
1204625000,41,30,feb1ffc2
1204635000,41,31,ffeb0035
1206515000,42,0,000affba
1206525000,42,1,fef00074
1206535000,42,2,0134ffa8
1206545000,42,3,ffae001f
1206555000,42,4,ffd500cf
1206565000,42,5,ff2efd43
1206575000,42,6,01be0271
1206585000,42,7,ffbd01ad
1206595000,42,8,fcd0fd2e
1206605000,42,9,0512010e
1206615000,42,10,fe2cfe02
1206625000,42,11,ff6202f3
1206635000,42,12,ffadff15
1206645000,42,13,00ecfde3
1206655000,42,14,ff0601c1
1206665000,42,15,0097fff1
1208545000,42,16,0009ff70
1208555000,42,17,00d100c6
1208565000,42,18,fcc4ff70
1208575000,42,19,048bff5a
1208585000,42,20,fc990022
1208595000,42,21,0302fe4b
1208605000,42,22,feb80306
1208615000,42,23,0051ff2c
1208625000,42,24,feb90138
1208635000,42,25,0111fd00
1208645000,42,26,0078ffca
1208655000,42,27,00f5014c
1208665000,42,28,fdbdffd2
1208675000,42,29,01840077
1208685000,42,30,ffe4fee4
1208695000,42,31,fff700c6
1210575000,43,0,0016fff9
1210585000,43,1,ff50005a
1210595000,43,2,01a5ff53
1210605000,43,3,fe4c021b
1210615000,43,4,003cfcb0
1210625000,43,5,005fffda
1210635000,43,6,0163048c
1210645000,43,7,fccffe25
1210655000,43,8,00a6fdc3
1210665000,43,9,04a401d6
1210675000,43,10,fb83ff4b
1210685000,43,11,00b6004b
1210695000,43,12,009800d0
1210705000,43,13,ffddfe3a
1210715000,43,14,001500fa
1210725000,43,15,ffcfffd1
1212605000,43,16,0026ff5f
1212615000,43,17,006d0068
1212625000,43,18,fec30006
1212635000,43,19,012a00df
1212645000,43,20,ff49fdc4
1212655000,43,21,ff6e0100
1212665000,43,22,0242ffec
1212675000,43,23,fe0aff72
1212685000,43,24,00aafd8d
1212695000,43,25,0441051a
1212705000,43,26,fae5fde6
1212715000,43,27,025200af
1212725000,43,28,fe1bfe08
1212735000,43,29,025c011e
1212745000,43,30,fe82ffa8
1212755000,43,31,00420058
1214635000,44,0,0005fffe
1214645000,44,1,006f010f
1214655000,44,2,ffc4feec
1214665000,44,3,fffeffe6
1214675000,44,4,ff3dff63
1214685000,44,5,0079031c
1214695000,44,6,015cfbb7
1214705000,44,7,ffb9022d
1214715000,44,8,fb8101d4
1214725000,44,9,0499fd2b
1214735000,44,10,00ce0076
1214745000,44,11,fef001b6
1214755000,44,12,fdfdfddf
1214765000,44,13,0093001a
1214775000,44,14,015201b3
1214785000,44,15,ff45fee7
1216665000,44,16,00a6ffba
1216675000,44,17,ffb300ce
1216685000,44,18,fe9c000d
1216695000,44,19,0279fe68
1216705000,44,20,fe67019a
1216715000,44,21,ff10fd8b
1216725000,44,22,017f024a
1216735000,44,23,0121fed6
1216745000,44,24,fcd60026
1216755000,44,25,03ab0218
1216765000,44,26,fcaafcc7
1216775000,44,27,03a10234
1216785000,44,28,fc39ff8e
1216795000,44,29,0162ffa3
1216805000,44,30,ffa700da
1216815000,44,31,ff5dff2a
1218695000,45,0,ffdd0038
1218705000,45,1,00280035
1218715000,45,2,0058ff3b
1218725000,45,3,ff64013c
1218735000,45,4,004cfe0b
1218745000,45,5,fea1032d
1218755000,45,6,02c3fbcc
1218765000,45,7,ff0b028b
1218775000,45,8,ff0d02f8
1218785000,45,9,ff90fa21
1218795000,45,10,023601c7
1218805000,45,11,007e010a
1218815000,45,12,fbde0009
1218825000,45,13,0227fee5
1218835000,45,14,0053014e
1218845000,45,15,ffdbff67
1220725000,45,16,00bd0060
1220735000,45,17,ff05004f
1220745000,45,18,0041004b
1220755000,45,19,004ffe10
1220765000,45,20,ffb6023d
1220775000,45,21,fe5cfdd2
1220785000,45,22,01950222
1220795000,45,23,0140fed0
1220805000,45,24,fce900f6
1220815000,45,25,0235fe9b
1220825000,45,26,ffb9feef
1220835000,45,27,ff1b0062
1220845000,45,28,009c020d
1220855000,45,29,006afe58
1220865000,45,30,fed9019c
1220875000,45,31,ffb6fe42
1222755000,46,0,ffef000e
1222765000,46,1,006e003b
1222775000,46,2,0090fec7
1222785000,46,3,fd9b0048
1222795000,46,4,02620156
1222805000,46,5,fd95ff76
1222815000,46,6,00e7fe16
1222825000,46,7,023501df
1222835000,46,8,fd0d0100
1222845000,46,9,fea8ff8b
1222855000,46,10,0468fddb
1222865000,46,11,fe5f036c
1222875000,46,12,ff4efd6c
1222885000,46,13,00790160
1222895000,46,14,006dff60
1222905000,46,15,ffb5ffe9
1224785000,46,16,00390013
1224795000,46,17,00b10010
1224805000,46,18,fd4a0112
1224815000,46,19,01effd5a
1224825000,46,20,018201d5
1224835000,46,21,fc93ffa2
1224845000,46,22,00f70022
1224855000,46,23,00890084
1224865000,46,24,00150013
1224875000,46,25,0225fd80
1224885000,46,26,fc6c01ee
1224895000,46,27,02150060
1224905000,46,28,ff50ff95
1224915000,46,29,ffa30066
1224925000,46,30,00830016
1224935000,46,31,ff57fff2
1226815000,47,0,00380043
1226825000,47,1,ff6c005c
1226835000,47,2,01bcfeea
1226845000,47,3,fde2001f
1226855000,47,4,010000fc
1226865000,47,5,feba018a
1226875000,47,6,01d9fb42
1226885000,47,7,002f0220
1226895000,47,8,fde803c5
1226905000,47,9,0046fbb4
1226915000,47,10,010000ba
1226925000,47,11,01ec01cb
1226935000,47,12,fcd0fddc
1226945000,47,13,016c00de
1226955000,47,14,fff30022
1226965000,47,15,ffb3ff96
1228845000,47,16,00a1ffaf
1228855000,47,17,fff4006c
1228865000,47,18,fee8003a
1228875000,47,19,ff5cfe50
1228885000,47,20,034e006e
1228895000,47,21,fc0bff97
1228905000,47,22,0342025c
1228915000,47,23,ff7efe11
1228925000,47,24,fed7015d
1228935000,47,25,00cafbde
1228945000,47,26,007a03aa
1228955000,47,27,fef6feae
1228965000,47,28,00820182
1228975000,47,29,ff57fe83
1228985000,47,30,0124ffec
1228995000,47,31,fed00065
1230875000,48,0,0023ffed
1230885000,48,1,ffff011b
1230895000,48,2,005efe65
1230905000,48,3,ff8c0006
1230915000,48,4,fff0ffda
1230925000,48,5,ff100499
1230935000,48,6,0298f993
1230945000,48,7,ff4a03ba
1230955000,48,8,fdf3ff1f
1230965000,48,9,014ffea9
1230975000,48,10,019e028d
1230985000,48,11,ff1aff0c
1230995000,48,12,fda6fe16
1231005000,48,13,02ea012f
1231015000,48,14,fea8007f
1231025000,48,15,ffe0ffa8
1232905000,48,16,0038001e
1232915000,48,17,009affa5
1232925000,48,18,fdb8008d
1232935000,48,19,017fff2b
1232945000,48,20,0058ff07
1232955000,48,21,fec3fef0
1232965000,48,22,02790297
1232975000,48,23,ffca0220
1232985000,48,24,fc06fa18
1232995000,48,25,07b60213
1233005000,48,26,f9aa01bd
1233015000,48,27,0473fd79
1233025000,48,28,fbee02ff
1233035000,48,29,02b1fe64
1233045000,48,30,fef90043
1233055000,48,31,ffd8ffb0
1234935000,49,0,ffa3fff3
1234945000,49,1,00cd0105
1234955000,49,2,ff0ffe57
1234965000,49,3,fee50111
1234975000,49,4,0276ff5b
1234985000,49,5,fe840131
1234995000,49,6,ff0dfeb0
1235005000,49,7,03570103
1235015000,49,8,fabdfffd
1235025000,49,9,02f100e7
1235035000,49,10,0359fde1
1235045000,49,11,fc4d023d
1235055000,49,12,0062fe55
1235065000,49,13,0012ff4f
1235075000,49,14,008301f0
1235085000,49,15,fff3fecb
1236965000,49,16,008d004c
1236975000,49,17,0011ffad
1236985000,49,18,feb20112
1236995000,49,19,0102fe58
1237005000,49,20,ffc8004f
1237015000,49,21,0227ff78
1237025000,49,22,fdd403d8
1237035000,49,23,01ccfe11
1237045000,49,24,fb97ff30
1237055000,49,25,0609fecd
1237065000,49,26,fb0c0268
1237075000,49,27,02c8ff56
1237085000,49,28,fd38ffad
1237095000,49,29,02a7ffbe
1237105000,49,30,ff2a007e
1237115000,49,31,ff92ffa9
1238995000,50,0,0027ffe4
1239005000,50,1,ff680075
1239015000,50,2,008bff50
1239025000,50,3,00930179
1239035000,50,4,fdb5fea8
1239045000,50,5,02d301b0
1239055000,50,6,ff9afc37
1239065000,50,7,fee7045c
1239075000,50,8,010bfe80
1239085000,50,9,fdf0ff5f
1239095000,50,10,02abff4e
1239105000,50,11,00dd008f
1239115000,50,12,fba500e0
1239125000,50,13,020dfefc
1239135000,50,14,00d40087
1239145000,50,15,ff41ffd4
1241025000,50,16,0035ff55
1241035000,50,17,ffbb00c3
1241045000,50,18,fef5feec
1241055000,50,19,014000f1
1241065000,50,20,ff6afd66
1241075000,50,21,02e502d0
1241085000,50,22,fd82fec8
1241095000,50,23,00a800d3
1241105000,50,24,ff0500a1
1241115000,50,25,022ffd49
1241125000,50,26,fdd9024e
1241135000,50,27,01e200d1
1241145000,50,28,fdc8fe00
1241155000,50,29,01b10054
1241165000,50,30,fec4ff52
1241175000,50,31,00d6012b
1243055000,51,0,00230072
1243065000,51,1,ffa5fffa
1243075000,51,2,0200ff17
1243085000,51,3,fd7301b2
1243095000,51,4,ff03fdcd
1243105000,51,5,0385017d
1243115000,51,6,ff8bff81
1243125000,51,7,fdab0072
1243135000,51,8,ffaffdcc
1243145000,51,9,01370268
1243155000,51,10,ff84ff9f
1243165000,51,11,00bd01a4
1243175000,51,12,ff8ffdc5
1243185000,51,13,00230091
1243195000,51,14,00a500e1
1243205000,51,15,ff89fee0
1245085000,51,16,00a1ffad
1245095000,51,17,ffd40080
1245105000,51,18,fe7b008f
1245115000,51,19,0277fe43
1245125000,51,20,fed70182
1245135000,51,21,ffcdffc3
1245145000,51,22,febb0072
1245155000,51,23,01d200e5
1245165000,51,24,fc5ffced
1245175000,51,25,0416020c
1245185000,51,26,fed3fdad
1245195000,51,27,0071017d
1245205000,51,28,ff89011c
1245215000,51,29,ffd5fe59
1245225000,51,30,00770192
1245235000,51,31,fefaff6b
1247115000,52,0,fffc0056
1247125000,52,1,ff36004f
1247135000,52,2,0257fef7
1247145000,52,3,fe0d008e
1247155000,52,4,ff6d00b6
1247165000,52,5,ff8cffdd
1247175000,52,6,0220fcd0
1247185000,52,7,003603e5
1247195000,52,8,fc4401de
1247205000,52,9,02b0fbff
1247215000,52,10,016b0071
1247225000,52,11,ff6f01be
1247235000,52,12,fe93fde2
1247245000,52,13,002200ed
1247255000,52,14,009600f4
1247265000,52,15,0002febf
1249145000,52,16,0018ff91
1249155000,52,17,00c300a7
1249165000,52,18,fe230115
1249175000,52,19,0238fc2d
1249185000,52,20,fe4003a6
1249195000,52,21,0077fe46
1249205000,52,22,000b0322
1249215000,52,23,00e7fd24
1249225000,52,24,faf40143
1249235000,52,25,058dfd9f
1249245000,52,26,fe0dff4f
1249255000,52,27,01c40211
1249265000,52,28,fe30ff72
1249275000,52,29,0075005c
1249285000,52,30,00b9004e
1249295000,52,31,fef1fff6
1251175000,53,0,ffa7006b
1251185000,53,1,00bf001d
1251195000,53,2,fedcfee5
1251205000,53,3,0083018a
1251215000,53,4,ffedfe20
1251225000,53,5,fee204f6
1251235000,53,6,0165f9e7
1251245000,53,7,005601aa
1251255000,53,8,ffd10317
1251265000,53,9,fef5fe5b
1251275000,53,10,ffb6fec9
1251285000,53,11,02e300f0
1251295000,53,12,fe9bff4a
1251305000,53,13,ff5600c2
1251315000,53,14,0019ff97
1251325000,53,15,0048ff94
1253205000,53,16,006bffee
1253215000,53,17,0063ff69
1253225000,53,18,fe1c0269
1253235000,53,19,02c7fb9c
1253245000,53,20,fdc0034c
1253255000,53,21,00b4fe4b
1253265000,53,22,0066010b
1253275000,53,23,00f90130
1253285000,53,24,fdb5fd0c
1253295000,53,25,0297fff3
1253305000,53,26,007a006d
1253315000,53,27,fe51ffc8
1253325000,53,28,00b40346
1253335000,53,29,001efcc9
1253345000,53,30,00280123
1253355000,53,31,ff7bfffc
1255235000,54,0,004b0039
1255245000,54,1,00280058
1255255000,54,2,fee1ff0d
1255265000,54,3,020d005e
1255275000,54,4,ff4bfec0
1255285000,54,5,fe4804a7
1255295000,54,6,013ff95c
1255305000,54,7,ff930344
1255315000,54,8,006b01ff
1255325000,54,9,ff9efde6
1255335000,54,10,00950035
1255345000,54,11,011f0040
1255355000,54,12,fcf7fec8
1255365000,54,13,01ea011b
1255375000,54,14,0023008a
1255385000,54,15,ff79ff36
1257265000,54,16,0093ff78
1257275000,54,17,fff000a3
1257285000,54,18,ffa6fff3
1257295000,54,19,ff53fe9a
1257305000,54,20,02c0007d
1257315000,54,21,fd5600b5
1257325000,54,22,0198018a
1257335000,54,23,ff2a000a
1257345000,54,24,fed5ff9a
1257355000,54,25,0084ff3d
1257365000,54,26,ff5efed7
1257375000,54,27,002d0006
1257385000,54,28,00e80215
1257395000,54,29,fedafe5f
1257405000,54,30,01bc00e8
1257415000,54,31,fe1a0012
1259295000,55,0,fff20019
1259305000,55,1,000a0015
1259315000,55,2,ffdbffcf
1259325000,55,3,007d0164
1259335000,55,4,fe66fc74
1259345000,55,5,020a04dc
1259355000,55,6,ff67fb95
1259365000,55,7,002e034a
1259375000,55,8,fd9affdd
1259385000,55,9,02acfd3f
1259395000,55,10,00ef0279
1259405000,55,11,002f003e
1259415000,55,12,fbd6fd06
1259425000,55,13,039801f4
1259435000,55,14,feefffd3
1259445000,55,15,ffe6ffd0
1261325000,55,16,001a009d
1261335000,55,17,ff62ff1f
1261345000,55,18,01200165
1261355000,55,19,fe6ffea5
1261365000,55,20,01d5ff37
1261375000,55,21,fe6a01d3
1261385000,55,22,01d8fed9
1261395000,55,23,013c02cd
1261405000,55,24,fce4fcd9
1261415000,55,25,014400dd
1261425000,55,26,fddcff35
1261435000,55,27,0239fe81
1261445000,55,28,001d022f
1261455000,55,29,ffd0fea1
1261465000,55,30,ff840091
1261475000,55,31,0084ff2d
1263355000,56,0,ffa7ff88
1263365000,56,1,003400e3
1263375000,56,2,00810034
1263385000,56,3,fe66ff66
1263395000,56,4,0158fcc5
1263405000,56,5,ff16071e
1263415000,56,6,ffdffa8b
1263425000,56,7,01900282
1263435000,56,8,ff4d0056
1263445000,56,9,fe9afe23
1263455000,56,10,03430088
1263465000,56,11,ff1000fa
1263475000,56,12,fdccfdc1
1263485000,56,13,019401fc
1263495000,56,14,ff75feed
1263505000,56,15,00520066
1265385000,56,16,005c0004
1265395000,56,17,000e0053
1265405000,56,18,fdc40037
1265415000,56,19,0368ff16
1265425000,56,20,ff2d00a5
1265435000,56,21,fe6dfc7c
1265445000,56,22,02d804db
1265455000,56,23,ffa2fde0
1265465000,56,24,fdc2011e
1265475000,56,25,04ccff23
1265485000,56,26,fc2afea5
1265495000,56,27,0442024a
1265505000,56,28,fa4900dd
