idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
758,1673,1665,8,-215,-296,81
759,1616,1591,25,-241,-259,18
760,1547,1405,142,-194,-185,-9
761,1316,1405,-89,-125,-195,70
762,1301,1299,2,-157,-113,-44
763,1208,1169,39,-100,-155,55
764,1091,1064,27,-147,-155,8
765,1018,844,174,-115,-94,-21
766,758,764,-6,-25,-100,75
767,608,568,40,-99,-29,-70
768,446,422,24,-81,-104,23
769,307,418,-111,-70,-88,18
770,224,183,41,-17,43,-60
771,7,54,-47,50,-34,84
772,-17,-66,49,-8,0,-8
773,-134,-274,140,59,31,28
774,-382,-398,16,22,7,15
775,-450,-582,132,-19,60,-79
776,-625,-597,-28,111,49,62
777,-745,-706,-39,108,158,-50
778,-893,-960,67,177,202,-25
779,-1086,-989,-97,217,157,60
780,-1070,-1120,50,164,207,-43
781,-1219,-1256,37,223,150,73
782,-1382,-1379,-3,195,211,-16
783,-1489,-1583,94,212,284,-72
784,-1655,-1617,-38,209,219,-10
785,-1647,-1731,84,133,263,-130
786,-1745,-1793,48,205,224,-19
787,-1837,-1809,-28,193,202,-9
788,-1868,-1999,131,224,246,-22
789,-2078,-2029,-49,293,232,61
790,-2144,-2103,-41,233,303,-70
791,-2160,-2191,31,300,270,30
792,-2148,-2127,-21,298,248,50
793,-2109,-2202,93,253,295,-42
794,-2269,-2195,-74,296,228,68
795,-2254,-2195,-59,259,298,-39
796,-2211,-2266,55,309,318,-9
797,-2266,-2206,-60,312,281,31
798,-2172,-2242,70,265,355,-90
799,-2207,-2202,-5,310,278,32
800,-2192,-2147,-45,257,259,-2
801,-2107,-2165,58,316,314,2
802,-2139,-2030,-109,373,313,60
803,-2047,-2051,4,308,359,-51
804,-2005,-2027,22,340,261,79
805,-1920,-1854,-66,260,230,30
806,-1792,-1820,28,237,273,-36
807,-1787,-1692,-95,288,218,70
808,-1633,-1625,-8,205,285,-80
809,-1575,-1550,-25,230,248,-18
810,-1507,-1365,-142,184,174,10
811,-1276,-1364,88,116,183,-67
812,-1259,-1259,0,147,102,45
813,-1167,-1127,-40,90,144,-54
814,-1050,-1022,-28,136,144,-8
815,-977,-802,-175,104,84,20
816,-717,-722,5,13,90,-77
817,-568,-528,-40,88,18,70
818,-405,-382,-23,71,92,-21
819,-265,-377,112,60,78,-18
820,-184,-142,-42,7,-53,60
821,34,-13,47,-62,22,-84
822,58,107,-49,-3,-11,8
823,175,315,-140,-69,-41,-28
824,422,439,-17,-33,-16,-17
825,490,622,-132,8,-70,78
826,666,637,29,-122,-59,-63
827,787,747,40,-118,-169,51
828,935,1003,-68,-187,-212,25
829,1128,1030,98,-228,-166,-62
830,1111,1159,-48,-175,-218,43
831,1260,1296,-36,-234,-162,-72
832,1424,1420,4,-205,-221,16
833,1530,1623,-93,-222,-293,71
834,1695,1658,37,-218,-228,10
835,1688,1772,-84,-142,-273,131
836,1785,1835,-50,-216,-233,17
837,1878,1850,28,-203,-213,10
838,1909,2041,-132,-233,-259,26
839,2119,2070,49,-304,-242,-62
840,2185,2142,43,-244,-313,69
841,2201,2232,-31,-309,-281,-28
842,2190,2169,21,-308,-260,-48
843,2150,2243,-93,-264,-305,41
844,2310,2235,75,-307,-238,-69
845,2294,2236,58,-269,-307,38
846,2251,2307,-56,-319,-328,9
847,2307,2247,60,-322,-290,-32
848,2212,2283,-71,-275,-365,90
849,2248,2243,5,-320,-287,-33
850,2233,2188,45,-267,-270,3
851,2148,2207,-59,-326,-325,-1
852,2180,2071,109,-383,-324,-59
853,2088,2093,-5,-318,-370,52
854,2046,2069,-23,-351,-272,-79
855,1961,1895,66,-271,-240,-31
856,1832,1862,-30,-248,-282,34
857,1828,1732,96,-299,-228,-71
858,1673,1665,8,-215,-296,81
859,1616,1591,25,-241,-259,18
860,1547,1405,142,-194,-185,-9
861,1316,1405,-89,-125,-195,70
862,1301,1299,2,-157,-113,-44
863,1208,1169,39,-100,-155,55
864,1091,1064,27,-147,-155,8
865,1018,844,174,-115,-94,-21
866,758,764,-6,-25,-100,75
867,608,568,40,-99,-29,-70
868,446,422,24,-81,-104,23
869,307,418,-111,-70,-88,18
870,224,183,41,-17,43,-60
871,7,54,-47,50,-34,84
872,-17,-66,49,-8,0,-8
873,-134,-274,140,59,31,28
874,-382,-398,16,22,7,15
875,-450,-582,132,-19,60,-79
876,-625,-597,-28,111,49,62
877,-745,-706,-39,108,158,-50
878,-893,-960,67,177,202,-25
879,-1086,-989,-97,217,157,60
880,-1070,-1120,50,164,207,-43
881,-1219,-1256,37,223,150,73
882,-1382,-1379,-3,195,211,-16
883,-1489,-1583,94,212,284,-72
884,-1655,-1617,-38,209,219,-10
885,-1647,-1731,84,133,263,-130
886,-1745,-1793,48,205,224,-19
887,-1837,-1809,-28,193,202,-9
888,-1868,-1999,131,224,246,-22
889,-2078,-2029,-49,293,232,61
890,-2144,-2103,-41,233,303,-70
891,-2160,-2191,31,300,270,30
892,-2148,-2127,-21,298,248,50
893,-2109,-2202,93,253,295,-42
894,-2269,-2195,-74,296,228,68
895,-2254,-2195,-59,259,298,-39
896,-2211,-2266,55,309,318,-9
897,-2266,-2206,-60,312,281,31
898,-2172,-2242,70,265,355,-90
899,-2207,-2202,-5,310,278,32
900,-2192,-2147,-45,257,259,-2
901,-2107,-2165,58,316,314,2
902,-2139,-2030,-109,373,313,60
903,-2047,-2051,4,308,359,-51
904,-2005,-2027,22,340,261,79
905,-1920,-1854,-66,260,230,30
906,-1792,-1820,28,237,273,-36
907,-1787,-1692,-95,288,218,70
908,-1633,-1625,-8,205,285,-80
909,-1575,-1550,-25,230,248,-18
910,-1507,-1365,-142,184,174,10
911,-1276,-1364,88,116,183,-67
912,-1259,-1259,0,147,102,45
913,-1167,-1127,-40,90,144,-54
914,-1050,-1022,-28,136,144,-8
915,-977,-802,-175,104,84,20
916,-717,-722,5,13,90,-77
917,-568,-528,-40,88,18,70
918,-405,-382,-23,71,92,-21
919,-265,-377,112,60,78,-18
920,-184,-142,-42,7,-53,60
921,34,-13,47,-62,22,-84
922,58,107,-49,-3,-11,8
923,175,315,-140,-69,-41,-28
924,422,439,-17,-33,-16,-17
925,490,622,-132,8,-70,78
926,666,637,29,-122,-59,-63
927,787,747,40,-118,-169,51
928,935,1003,-68,-187,-212,25
929,1128,1030,98,-228,-166,-62
930,1111,1159,-48,-175,-218,43
931,1260,1296,-36,-234,-162,-72
932,1424,1420,4,-205,-221,16
933,1530,1623,-93,-222,-293,71
934,1695,1658,37,-218,-228,10
935,1688,1772,-84,-142,-273,131
936,1785,1835,-50,-216,-233,17
937,1878,1850,28,-203,-213,10
938,1909,2041,-132,-233,-259,26
939,2119,2070,49,-304,-242,-62
940,2185,2142,43,-244,-313,69
941,2201,2232,-31,-309,-281,-28
942,2190,2169,21,-308,-260,-48
943,2150,2243,-93,-264,-305,41
944,2310,2235,75,-307,-238,-69
945,2294,2236,58,-269,-307,38
946,2251,2307,-56,-319,-328,9
947,2307,2247,60,-322,-290,-32
948,2212,2283,-71,-275,-365,90
949,2248,2243,5,-320,-287,-33
950,2233,2188,45,-267,-270,3
951,2148,2207,-59,-326,-325,-1
952,2180,2071,109,-383,-324,-59
953,2088,2093,-5,-318,-370,52
954,2046,2069,-23,-351,-272,-79
955,1961,1895,66,-271,-240,-31
956,1832,1862,-30,-248,-282,34
957,1828,1732,96,-299,-228,-71
958,1673,1665,8,-215,-296,81
959,1616,1591,25,-241,-259,18
960,1547,1405,142,-194,-185,-9
961,1316,1405,-89,-125,-195,70
962,1301,1299,2,-157,-113,-44
963,1208,1169,39,-100,-155,55
964,1091,1064,27,-147,-155,8
965,1018,844,174,-115,-94,-21
966,758,764,-6,-25,-100,75
967,608,568,40,-99,-29,-70
968,446,422,24,-81,-104,23
969,307,418,-111,-70,-88,18
970,224,183,41,-17,43,-60
971,7,54,-47,50,-34,84
972,-17,-66,49,-8,0,-8
973,-134,-274,140,59,31,28
974,-382,-398,16,22,7,15
975,-450,-582,132,-19,60,-79
976,-625,-597,-28,111,49,62
977,-745,-706,-39,108,158,-50
978,-893,-960,67,177,202,-25
979,-1086,-989,-97,217,157,60
980,-1070,-1120,50,164,207,-43
981,-1219,-1256,37,223,150,73
982,-1382,-1379,-3,195,211,-16
983,-1489,-1583,94,212,284,-72
984,-1655,-1617,-38,209,219,-10
985,-1647,-1731,84,133,263,-130
986,-1745,-1793,48,205,224,-19
987,-1837,-1809,-28,193,202,-9
988,-1868,-1999,131,224,246,-22
989,-2078,-2029,-49,293,232,61
990,-2144,-2103,-41,233,303,-70
991,-2160,-2191,31,300,270,30
992,-2148,-2127,-21,298,248,50
993,-2109,-2202,93,253,295,-42
994,-2269,-2195,-74,296,228,68
995,-2254,-2195,-59,259,298,-39
996,-2211,-2266,55,309,318,-9
997,-2266,-2206,-60,312,281,31
998,-2172,-2242,70,265,355,-90
999,-2207,-2202,-5,310,278,32
1000,-2192,-2147,-45,257,259,-2
1001,-2107,-2165,58,316,314,2
1002,-2139,-2030,-109,373,313,60
1003,-2047,-2051,4,308,359,-51
1004,-2005,-2027,22,340,261,79
1005,-1920,-1854,-66,260,230,30
1006,-1792,-1820,28,237,273,-36
1007,-1787,-1692,-95,288,218,70
1008,-1633,-1625,-8,205,285,-80
1009,-1575,-1550,-25,230,248,-18
1010,-1507,-1365,-142,184,174,10
1011,-1276,-1364,88,116,183,-67
1012,-1259,-1259,0,147,102,45
1013,-1167,-1127,-40,90,144,-54
1014,-1050,-1022,-28,136,144,-8
1015,-977,-802,-175,104,84,20
1016,-717,-722,5,13,90,-77
1017,-568,-528,-40,88,18,70
1018,-405,-382,-23,71,92,-21
1019,-265,-377,112,60,78,-18
1020,-184,-142,-42,7,-53,60
1021,34,-13,47,-62,22,-84
1022,58,107,-49,-3,-11,8
1023,175,315,-140,-69,-41,-28
1024,422,439,-17,-33,-16,-17
1025,490,622,-132,8,-70,78
1026,666,637,29,-122,-59,-63
1027,787,747,40,-118,-169,51
1028,935,1003,-68,-187,-212,25
1029,1128,1030,98,-228,-166,-62
1030,1111,1159,-48,-175,-218,43
1031,1260,1296,-36,-234,-162,-72
1032,1424,1420,4,-205,-221,16
1033,1530,1623,-93,-222,-293,71
1034,1695,1658,37,-218,-228,10
1035,1688,1772,-84,-142,-273,131
1036,1785,1835,-50,-216,-233,17
1037,1878,1850,28,-203,-213,10
1038,1909,2041,-132,-233,-259,26
1039,2119,2070,49,-304,-242,-62
1040,2185,2142,43,-244,-313,69
1041,2201,2232,-31,-309,-281,-28
1042,2190,2169,21,-308,-260,-48
1043,2150,2243,-93,-264,-305,41
1044,2310,2235,75,-307,-238,-69
1045,2294,2236,58,-269,-307,38
1046,2251,2307,-56,-319,-328,9
1047,2307,2247,60,-322,-290,-32
1048,2212,2283,-71,-275,-365,90
1049,2248,2243,5,-320,-287,-33
1050,2233,2188,45,-267,-270,3
1051,2148,2207,-59,-326,-325,-1
1052,2180,2071,109,-383,-324,-59
1053,2088,2093,-5,-318,-370,52
1054,2046,2069,-23,-351,-272,-79
1055,1961,1895,66,-271,-240,-31
1056,1832,1862,-30,-248,-282,34
1057,1828,1732,96,-299,-228,-71
1058,1673,1665,8,-215,-296,81
1059,1616,1591,25,-241,-259,18
1060,1547,1405,142,-194,-185,-9
1061,1316,1405,-89,-125,-195,70
1062,1301,1299,2,-157,-113,-44
1063,1208,1169,39,-100,-155,55
1064,1091,1064,27,-147,-155,8
1065,1018,844,174,-115,-94,-21
1066,758,764,-6,-25,-100,75
1067,608,568,40,-99,-29,-70
1068,446,422,24,-81,-104,23
1069,307,418,-111,-70,-88,18
1070,224,183,41,-17,43,-60
1071,7,54,-47,50,-34,84
1072,-17,-66,49,-8,0,-8
1073,-134,-274,140,59,31,28
1074,-382,-398,16,22,7,15
1075,-450,-582,132,-19,60,-79
1076,-625,-597,-28,111,49,62
1077,-745,-706,-39,108,158,-50
1078,-893,-960,67,177,202,-25
1079,-1086,-989,-97,217,157,60
1080,-1070,-1120,50,164,207,-43
1081,-1219,-1256,37,223,150,73
1082,-1382,-1379,-3,195,211,-16
1083,-1489,-1583,94,212,284,-72
1084,-1655,-1617,-38,209,219,-10
1085,-1647,-1731,84,133,263,-130
1086,-1745,-1793,48,205,224,-19
1087,-1837,-1809,-28,193,202,-9
1088,-1868,-1999,131,224,246,-22
1089,-2078,-2029,-49,293,232,61
1090,-2144,-2103,-41,233,303,-70
1091,-2160,-2191,31,300,270,30
1092,-2148,-2127,-21,298,248,50
1093,-2109,-2202,93,253,295,-42
1094,-2269,-2195,-74,296,228,68
1095,-2254,-2195,-59,259,298,-39
1096,-2211,-2266,55,309,318,-9
1097,-2266,-2206,-60,312,281,31
1098,-2172,-2242,70,265,355,-90
1099,-2207,-2202,-5,310,278,32
1100,-2192,-2147,-45,257,259,-2
1101,-2107,-2165,58,316,314,2
1102,-2139,-2030,-109,373,313,60
1103,-2047,-2051,4,308,359,-51
1104,-2005,-2027,22,340,261,79
1105,-1920,-1854,-66,260,230,30
1106,-1792,-1820,28,237,273,-36
1107,-1787,-1692,-95,288,218,70
1108,-1633,-1625,-8,205,285,-80
1109,-1575,-1550,-25,230,248,-18
1110,-1507,-1365,-142,184,174,10
1111,-1276,-1364,88,116,183,-67
1112,-1259,-1259,0,147,102,45
1113,-1167,-1127,-40,90,144,-54
1114,-1050,-1022,-28,136,144,-8
1115,-977,-802,-175,104,84,20
1116,-717,-722,5,13,90,-77
1117,-568,-528,-40,88,18,70
1118,-405,-382,-23,71,92,-21
1119,-265,-377,112,60,78,-18
1120,-184,-142,-42,7,-53,60
1121,34,-13,47,-62,22,-84
1122,58,107,-49,-3,-11,8
1123,175,315,-140,-69,-41,-28
1124,422,439,-17,-33,-16,-17
1125,490,622,-132,8,-70,78
1126,666,637,29,-122,-59,-63
1127,787,747,40,-118,-169,51
1128,935,1003,-68,-187,-212,25
1129,1128,1030,98,-228,-166,-62
1130,1111,1159,-48,-175,-218,43
1131,1260,1296,-36,-234,-162,-72
1132,1424,1420,4,-205,-221,16
1133,1530,1623,-93,-222,-293,71
1134,1695,1658,37,-218,-228,10
1135,1688,1772,-84,-142,-273,131
1136,1785,1835,-50,-216,-233,17
1137,1878,1850,28,-203,-213,10
1138,1909,2041,-132,-233,-259,26
1139,2119,2070,49,-304,-242,-62
1140,2185,2142,43,-244,-313,69
1141,2201,2232,-31,-309,-281,-28
1142,2190,2169,21,-308,-260,-48
1143,2150,2243,-93,-264,-305,41
1144,2310,2235,75,-307,-238,-69
1145,2294,2236,58,-269,-307,38
1146,2251,2307,-56,-319,-328,9
1147,2307,2247,60,-322,-290,-32
1148,2212,2283,-71,-275,-365,90
1149,2248,2243,5,-320,-287,-33
1150,2233,2188,45,-267,-270,3
1151,2148,2207,-59,-326,-325,-1
1152,2180,2071,109,-383,-324,-59
1153,2088,2093,-5,-318,-370,52
1154,2046,2069,-23,-351,-272,-79
1155,1961,1895,66,-271,-240,-31
1156,1832,1862,-30,-248,-282,34
1157,1828,1732,96,-299,-228,-71
1158,1673,1665,8,-215,-296,81
1159,1616,1591,25,-241,-259,18
1160,1547,1405,142,-194,-185,-9
1161,1316,1405,-89,-125,-195,70
1162,1301,1299,2,-157,-113,-44
1163,1208,1169,39,-100,-155,55
1164,1091,1064,27,-147,-155,8
1165,1018,844,174,-115,-94,-21
1166,758,764,-6,-25,-100,75
1167,608,568,40,-99,-29,-70
1168,446,422,24,-81,-104,23
1169,307,418,-111,-70,-88,18
1170,224,183,41,-17,43,-60
1171,7,54,-47,50,-34,84
1172,-17,-66,49,-8,0,-8
1173,-134,-274,140,59,31,28
1174,-382,-398,16,22,7,15
1175,-450,-582,132,-19,60,-79
1176,-625,-597,-28,111,49,62
1177,-745,-706,-39,108,158,-50
1178,-893,-960,67,177,202,-25
1179,-1086,-989,-97,217,157,60
1180,-1070,-1120,50,164,207,-43
1181,-1219,-1256,37,223,150,73
1182,-1382,-1379,-3,195,211,-16
1183,-1489,-1583,94,212,284,-72
1184,-1655,-1617,-38,209,219,-10
1185,-1647,-1731,84,133,263,-130
1186,-1745,-1793,48,205,224,-19
1187,-1837,-1809,-28,193,202,-9
1188,-1868,-1999,131,224,246,-22
1189,-2078,-2029,-49,293,232,61
1190,-2144,-2103,-41,233,303,-70
1191,-2160,-2191,31,300,270,30
1192,-2148,-2127,-21,298,248,50
1193,-2109,-2202,93,253,295,-42
1194,-2269,-2195,-74,296,228,68
1195,-2254,-2195,-59,259,298,-39
1196,-2211,-2266,55,309,318,-9
1197,-2266,-2206,-60,312,281,31
1198,-2172,-2242,70,265,355,-90
1199,-2207,-2202,-5,310,278,32
1200,-2192,-2147,-45,257,259,-2
1201,-2107,-2165,58,316,314,2
1202,-2139,-2030,-109,373,313,60
1203,-2047,-2051,4,308,359,-51
1204,-2005,-2027,22,340,261,79
1205,-1920,-1854,-66,260,230,30
1206,-1792,-1820,28,237,273,-36
1207,-1787,-1692,-95,288,218,70
1208,-1633,-1625,-8,205,285,-80
1209,-1575,-1550,-25,230,248,-18
1210,-1507,-1365,-142,184,174,10
1211,-1276,-1364,88,116,183,-67
1212,-1259,-1259,0,147,102,45
1213,-1167,-1127,-40,90,144,-54
1214,-1050,-1022,-28,136,144,-8
1215,-977,-802,-175,104,84,20
1216,-717,-722,5,13,90,-77
1217,-568,-528,-40,88,18,70
1218,-405,-382,-23,71,92,-21
1219,-265,-377,112,60,78,-18
1220,-184,-142,-42,7,-53,60
1221,34,-13,47,-62,22,-84
1222,58,107,-49,-3,-11,8
1223,175,315,-140,-69,-41,-28
1224,422,439,-17,-33,-16,-17
1225,490,622,-132,8,-70,78
1226,666,637,29,-122,-59,-63
1227,787,747,40,-118,-169,51
1228,935,1003,-68,-187,-212,25
1229,1128,1030,98,-228,-166,-62
1230,1111,1159,-48,-175,-218,43
1231,1260,1296,-36,-234,-162,-72
1232,1424,1420,4,-205,-221,16
1233,1530,1623,-93,-222,-293,71
1234,1695,1658,37,-218,-228,10
1235,1688,1772,-84,-142,-273,131
1236,1785,1835,-50,-216,-233,17
1237,1878,1850,28,-203,-213,10
1238,1909,2041,-132,-233,-259,26
1239,2119,2070,49,-304,-242,-62
1240,2185,2142,43,-244,-313,69
1241,2201,2232,-31,-309,-281,-28
1242,2190,2169,21,-308,-260,-48
1243,2150,2243,-93,-264,-305,41
1244,2310,2235,75,-307,-238,-69
1245,2294,2236,58,-269,-307,38
1246,2251,2307,-56,-319,-328,9
1247,2307,2247,60,-322,-290,-32
1248,2212,2283,-71,-275,-365,90
1249,2248,2243,5,-320,-287,-33
1250,2233,2188,45,-267,-270,3
1251,2148,2207,-59,-326,-325,-1
1252,2180,2071,109,-383,-324,-59
1253,2088,2093,-5,-318,-370,52
1254,2046,2069,-23,-351,-272,-79
1255,1961,1895,66,-271,-240,-31
1256,1832,1862,-30,-248,-282,34
1257,1828,1732,96,-299,-228,-71
1258,1673,1665,8,-215,-296,81
1259,1616,1591,25,-241,-259,18
1260,1547,1405,142,-194,-185,-9
1261,1316,1405,-89,-125,-195,70
1262,1301,1299,2,-157,-113,-44
1263,1208,1169,39,-100,-155,55
1264,1091,1064,27,-147,-155,8
1265,1018,844,174,-115,-94,-21
1266,758,764,-6,-25,-100,75
1267,608,568,40,-99,-29,-70
1268,446,422,24,-81,-104,23
1269,307,418,-111,-70,-88,18
1270,224,183,41,-17,43,-60
1271,7,54,-47,50,-34,84
1272,-17,-66,49,-8,0,-8
1273,-134,-274,140,59,31,28
1274,-382,-398,16,22,7,15
1275,-450,-582,132,-19,60,-79
1276,-625,-597,-28,111,49,62
1277,-745,-706,-39,108,158,-50
1278,-893,-960,67,177,202,-25
1279,-1086,-989,-97,217,157,60
1280,-1070,-1120,50,164,207,-43
1281,-1219,-1256,37,223,150,73
1282,-1382,-1379,-3,195,211,-16
1283,-1489,-1583,94,212,284,-72
1284,-1655,-1617,-38,209,219,-10
1285,-1647,-1731,84,133,263,-130
1286,-1745,-1793,48,205,224,-19
1287,-1837,-1809,-28,193,202,-9
1288,-1868,-1999,131,224,246,-22
1289,-2078,-2029,-49,293,232,61
1290,-2144,-2103,-41,233,303,-70
1291,-2160,-2191,31,300,270,30
1292,-2148,-2127,-21,298,248,50
1293,-2109,-2202,93,253,295,-42
1294,-2269,-2195,-74,296,228,68
1295,-2254,-2195,-59,259,298,-39
1296,-2211,-2266,55,309,318,-9
1297,-2266,-2206,-60,312,281,31
1298,-2172,-2242,70,265,355,-90
1299,-2207,-2202,-5,310,278,32
1300,-2192,-2147,-45,257,259,-2
1301,-2107,-2165,58,316,314,2
1302,-2139,-2030,-109,373,313,60
1303,-2047,-2051,4,308,359,-51
1304,-2005,-2027,22,340,261,79
1305,-1920,-1854,-66,260,230,30
1306,-1792,-1820,28,237,273,-36
1307,-1787,-1692,-95,288,218,70
1308,-1633,-1625,-8,205,285,-80
1309,-1575,-1550,-25,230,248,-18
1310,-1507,-1365,-142,184,174,10
1311,-1276,-1364,88,116,183,-67
1312,-1259,-1259,0,147,102,45
1313,-1167,-1127,-40,90,144,-54
1314,-1050,-1022,-28,136,144,-8
1315,-977,-802,-175,104,84,20
1316,-717,-722,5,13,90,-77
1317,-568,-528,-40,88,18,70
1318,-405,-382,-23,71,92,-21
1319,-265,-377,112,60,78,-18
1320,-184,-142,-42,7,-53,60
1321,34,-13,47,-62,22,-84
1322,58,107,-49,-3,-11,8
1323,175,315,-140,-69,-41,-28
1324,422,439,-17,-33,-16,-17
1325,490,622,-132,8,-70,78
1326,666,637,29,-122,-59,-63
1327,787,747,40,-118,-169,51
1328,935,1003,-68,-187,-212,25
1329,1128,1030,98,-228,-166,-62
1330,1111,1159,-48,-175,-218,43
1331,1260,1296,-36,-234,-162,-72
1332,1424,1420,4,-205,-221,16
1333,1530,1623,-93,-222,-293,71
1334,1695,1658,37,-218,-228,10
1335,1688,1772,-84,-142,-273,131
1336,1785,1835,-50,-216,-233,17
1337,1878,1850,28,-203,-213,10
1338,1909,2041,-132,-233,-259,26
1339,2119,2070,49,-304,-242,-62
1340,2185,2142,43,-244,-313,69
1341,2201,2232,-31,-309,-281,-28
1342,2190,2169,21,-308,-260,-48
1343,2150,2243,-93,-264,-305,41
1344,2310,2235,75,-307,-238,-69
1345,2294,2236,58,-269,-307,38
1346,2251,2307,-56,-319,-328,9
1347,2307,2247,60,-322,-290,-32
1348,2212,2283,-71,-275,-365,90
1349,2248,2243,5,-320,-287,-33
1350,2233,2188,45,-267,-270,3
1351,2148,2207,-59,-326,-325,-1
1352,2180,2071,109,-383,-324,-59
1353,2088,2093,-5,-318,-370,52
1354,2046,2069,-23,-351,-272,-79
1355,1961,1895,66,-271,-240,-31
1356,1832,1862,-30,-248,-282,34
1357,1828,1732,96,-299,-228,-71
1358,1673,1665,8,-215,-296,81
1359,1616,1591,25,-241,-259,18
1360,1547,1405,142,-194,-185,-9
1361,1316,1405,-89,-125,-195,70
1362,1301,1299,2,-157,-113,-44
1363,1208,1169,39,-100,-155,55
1364,1091,1064,27,-147,-155,8
1365,1018,844,174,-115,-94,-21
1366,758,764,-6,-25,-100,75
1367,608,568,40,-99,-29,-70
1368,446,422,24,-81,-104,23
1369,307,418,-111,-70,-88,18
1370,224,183,41,-17,43,-60
1371,7,54,-47,50,-34,84
1372,-17,-66,49,-8,0,-8
1373,-134,-274,140,59,31,28
1374,-382,-398,16,22,7,15
1375,-450,-582,132,-19,60,-79
1376,-625,-597,-28,111,49,62
1377,-745,-706,-39,108,158,-50
1378,-893,-960,67,177,202,-25
1379,-1086,-989,-97,217,157,60
1380,-1070,-1120,50,164,207,-43
1381,-1219,-1256,37,223,150,73
1382,-1382,-1379,-3,195,211,-16
1383,-1489,-1583,94,212,284,-72
1384,-1655,-1617,-38,209,219,-10
1385,-1647,-1731,84,133,263,-130
1386,-1745,-1793,48,205,224,-19
1387,-1837,-1809,-28,193,202,-9
1388,-1868,-1999,131,224,246,-22
1389,-2078,-2029,-49,293,232,61
1390,-2144,-2103,-41,233,303,-70
1391,-2160,-2191,31,300,270,30
1392,-2148,-2127,-21,298,248,50
1393,-2109,-2202,93,253,295,-42
1394,-2269,-2195,-74,296,228,68
1395,-2254,-2195,-59,259,298,-39
1396,-2211,-2266,55,309,318,-9
1397,-2266,-2206,-60,312,281,31
1398,-2172,-2242,70,265,355,-90
1399,-2207,-2202,-5,310,278,32
1400,-2192,-2147,-45,257,259,-2
1401,-2107,-2165,58,316,314,2
1402,-2139,-2030,-109,373,313,60
1403,-2047,-2051,4,308,359,-51
1404,-2005,-2027,22,340,261,79
1405,-1920,-1854,-66,260,230,30
1406,-1792,-1820,28,237,273,-36
1407,-1787,-1692,-95,288,218,70
1408,-1633,-1625,-8,205,285,-80
1409,-1575,-1550,-25,230,248,-18
1410,-1507,-1365,-142,184,174,10
1411,-1276,-1364,88,116,183,-67
1412,-1259,-1259,0,147,102,45
1413,-1167,-1127,-40,90,144,-54
1414,-1050,-1022,-28,136,144,-8
1415,-977,-802,-175,104,84,20
1416,-717,-722,5,13,90,-77
1417,-568,-528,-40,88,18,70
1418,-405,-382,-23,71,92,-21
1419,-265,-377,112,60,78,-18
1420,-184,-142,-42,7,-53,60
1421,34,-13,47,-62,22,-84
1422,58,107,-49,-3,-11,8
1423,175,315,-140,-69,-41,-28
1424,422,439,-17,-33,-16,-17
1425,490,622,-132,8,-70,78
1426,666,637,29,-122,-59,-63
1427,787,747,40,-118,-169,51
1428,935,1003,-68,-187,-212,25
1429,1128,1030,98,-228,-166,-62
1430,1111,1159,-48,-175,-218,43
1431,1260,1296,-36,-234,-162,-72
1432,1424,1420,4,-205,-221,16
1433,1530,1623,-93,-222,-293,71
1434,1695,1658,37,-218,-228,10
1435,1688,1772,-84,-142,-273,131
1436,1785,1835,-50,-216,-233,17
1437,1878,1850,28,-203,-213,10
1438,1909,2041,-132,-233,-259,26
1439,2119,2070,49,-304,-242,-62
1440,2185,2142,43,-244,-313,69
1441,2201,2232,-31,-309,-281,-28
1442,2190,2169,21,-308,-260,-48
1443,2150,2243,-93,-264,-305,41
1444,2310,2235,75,-307,-238,-69
1445,2294,2236,58,-269,-307,38
1446,2251,2307,-56,-319,-328,9
1447,2307,2247,60,-322,-290,-32
1448,2212,2283,-71,-275,-365,90
1449,2248,2243,5,-320,-287,-33
1450,2233,2188,45,-267,-270,3
1451,2148,2207,-59,-326,-325,-1
1452,2180,2071,109,-383,-324,-59
1453,2088,2093,-5,-318,-370,52
1454,2046,2069,-23,-351,-272,-79
1455,1961,1895,66,-271,-240,-31
1456,1832,1862,-30,-248,-282,34
1457,1828,1732,96,-299,-228,-71
1458,1673,1665,8,-215,-296,81
1459,1616,1591,25,-241,-259,18
1460,1547,1405,142,-194,-185,-9
1461,1316,1405,-89,-125,-195,70
1462,1301,1299,2,-157,-113,-44
1463,1208,1169,39,-100,-155,55
1464,1091,1064,27,-147,-155,8
1465,1018,844,174,-115,-94,-21
1466,758,764,-6,-25,-100,75
1467,608,568,40,-99,-29,-70
1468,446,422,24,-81,-104,23
1469,307,418,-111,-70,-88,18
1470,224,183,41,-17,43,-60
1471,7,54,-47,50,-34,84
1472,-17,-66,49,-8,0,-8
1473,-134,-274,140,59,31,28
1474,-382,-398,16,22,7,15
1475,-450,-582,132,-19,60,-79
1476,-625,-597,-28,111,49,62
1477,-745,-706,-39,108,158,-50
1478,-893,-960,67,177,202,-25
1479,-1086,-989,-97,217,157,60
1480,-1070,-1120,50,164,207,-43
1481,-1219,-1256,37,223,150,73
1482,-1382,-1379,-3,195,211,-16
1483,-1489,-1583,94,212,284,-72
1484,-1655,-1617,-38,209,219,-10
1485,-1647,-1731,84,133,263,-130
1486,-1745,-1793,48,205,224,-19
1487,-1837,-1809,-28,193,202,-9
1488,-1868,-1999,131,224,246,-22
