idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
630,26726,33690,-6964,19031,4759,14272
631,31723,29873,1850,12901,4382,8519
632,34646,24903,9743,3324,-4038,7362
633,30052,20506,9546,925,-10247,11172
634,23557,15132,8425,-2690,-16040,13350
635,19532,9050,10482,-9182,-23334,14152
636,14297,1092,13205,-14222,-22992,8770
637,10480,-2108,12588,-23236,-28588,5352
638,4188,-2160,6348,-26190,-37155,10965
639,-4590,-8997,4407,-26354,-31979,5625
640,-6095,-16498,10403,-34556,-24682,-9874
641,-8790,-19979,11189,-33315,-19065,-14250
642,-17330,-25831,8501,-24602,-13203,-11399
643,-21060,-33277,12217,-20292,-11749,-8543
644,-24764,-35954,11190,-12040,-4731,-7309
645,-31793,-30860,-933,-7715,4239,-11954
646,-33319,-23826,-9493,-6745,6868,-13613
647,-29627,-18818,-10809,2477,11974,-9497
648,-24554,-10992,-13562,8366,17081,-8715
649,-19148,-5941,-13207,12565,22893,-10328
650,-11928,-5825,-6103,19882,32560,-12678
651,-3485,937,-4422,21751,34342,-12591
652,-1264,9275,-10539,28590,31640,-3050
653,-721,12879,-13600,37517,28981,8536
654,6918,19612,-12694,33757,22397,11360
655,14317,26824,-12507,27126,18996,8130
656,18661,31664,-13003,20864,13230,7634
657,25344,34467,-9123,14915,2931,11984
658,33115,29849,3266,13081,179,12902
659,36972,23496,13476,5329,-3067,8396
660,32286,18938,13348,-3094,-9801,6707
661,24211,12613,11598,-5522,-15266,9744
662,18751,9164,9587,-11809,-24966,13157
663,11078,3859,7219,-17268,-29237,11969
664,5900,-5363,11263,-22739,-28941,6202
665,5856,-8227,14083,-32853,-34074,1221
666,-827,-12045,11218,-34642,-30600,-4042
667,-9768,-20962,11194,-31121,-22248,-8873
668,-13631,-25517,11886,-28099,-18606,-9493
669,-19936,-29946,10010,-21238,-9434,-11804
670,-27916,-33125,5209,-17684,-3845,-13839
671,-33774,-28604,-5170,-12345,-3208,-9137
672,-35341,-23211,-12130,-1728,4841,-6569
673,-29221,-18151,-11070,1644,11273,-9629
674,-22677,-13052,-9625,4922,17756,-12834
675,-17172,-8402,-8770,12194,25578,-13384
676,-9750,870,-10620,17588,25415,-7827
677,-7307,6689,-13996,26791,30136,-3345
678,-3875,7028,-10903,31996,35557,-3561
679,5465,13912,-8447,30557,28078,2479
680,10405,21236,-10831,31827,21869,9958
681,14951,24645,-9694,27221,15368,11853
682,23324,30775,-7451,20431,6430,14001
683,29182,32629,-3447,17758,5957,11801
684,33689,27815,5874,7879,1304,6575
685,33041,22505,10536,344,-7943,8287
686,26192,17109,9083,-480,-12883,12403
687,21138,12302,8836,-7059,-21139,14080
688,14953,4446,10507,-13246,-24271,11025
689,9250,-3986,13236,-20411,-24994,4583
690,6909,-5107,12016,-30074,-34224,4150
691,-788,-8878,8090,-30699,-33301,2602
692,-8472,-17908,9436,-30990,-24368,-6622
693,-11607,-22097,10490,-31288,-19806,-11482
694,-19006,-27059,8053,-23379,-10417,-12962
695,-26432,-32736,6304,-19364,-5435,-13929
696,-30774,-30949,175,-14008,-5211,-8797
697,-33872,-25970,-7902,-2726,3590,-6316
698,-29851,-20001,-9850,157,10504,-10347
699,-23122,-14320,-8802,3591,16804,-13213
700,-17389,-8925,-8464,11923,24802,-12879
701,-10026,931,-10957,17249,24929,-7680
702,-7167,6728,-13895,26951,29880,-2929
703,-3940,7368,-11308,33222,35403,-2181
704,5603,14712,-9109,30880,27481,3399
705,11507,22375,-10868,30809,21217,9592
706,15734,26370,-10636,25611,15090,10521
707,24096,31787,-7691,18341,5294,13047
708,31531,31381,150,16258,3908,12350
709,35832,25455,10377,6352,-274,6626
710,32846,19968,12878,-2502,-9266,6764
711,24479,13931,10548,-4018,-14535,10517
712,18658,9881,8777,-11985,-24247,12262
713,10877,3886,6991,-17762,-29808,12046
714,4171,-5378,9549,-22400,-28965,6565
715,4270,-9556,13826,-34695,-32600,-2095
716,-1169,-14272,13103,-36936,-28448,-8488
717,-11294,-23097,11803,-30126,-20386,-9740
718,-15991,-29228,13237,-24682,-17972,-6710
719,-22031,-33678,11647,-16147,-7675,-8472
720,-30215,-32808,2593,-12538,908,-13446
721,-33600,-25550,-8050,-9064,1800,-10864
722,-31744,-19625,-12119,2398,9804,-7406
723,-25267,-12209,-13058,7867,16334,-8467
724,-18829,-6200,-12629,12813,21955,-9142
725,-11818,-5883,-5935,20875,33736,-12861
726,-1311,666,-1977,21984,35258,-13274
727,2552,10853,-8301,28939,30080,-1141
728,3217,15142,-11925,36374,26145,10229
729,12314,21328,-9014,29431,17327,12104
730,19664,29956,-10292,22824,13521,9303
731,23185,34303,-11118,15831,9915,5916
732,30373,33149,-2776,6511,-2065,8576
733,32268,26219,6049,5977,-7553,13530
734,27027,19352,7675,1109,-12154,13263
735,21202,12398,8804,-8736,-20225,11489
736,15143,1990,13153,-13851,-21661,7810
737,10759,-1605,12364,-23357,-28909,5552
738,3979,-2277,6256,-28870,-36606,7736
739,-5397,-11711,6314,-28337,-29868,1531
740,-9331,-19139,9808,-32815,-23179,-9636
741,-14188,-22710,8522,-28698,-15988,-12710
742,-23373,-30142,6769,-20140,-6552,-13588
743,-29851,-32300,2449,-17912,-6018,-11894
744,-34344,-27271,-7073,-7276,-1209,-6067
745,-32778,-21278,-11500,2149,8816,-6667
746,-24732,-14659,-10073,3212,14154,-10942
747,-18956,-10236,-8720,11493,23765,-12272
748,-11096,-4041,-7055,17581,29414,-11833
749,-3564,5481,-9045,22148,28437,-6289
750,-3659,10076,-13735,34985,32051,2934
751,1605,14613,-13008,36970,27832,9138
752,12403,23629,-11226,28855,19702,9153
753,17302,31179,-13877,22675,17470,5205
754,23454,35830,-12376,13501,6460,7041
755,30961,32832,-1871,9509,-3258,12767
756,31545,23905,7640,7110,-4777,11887
757,27638,17994,9644,-3596,-13606,10010
758,20833,9429,11404,-10017,-19235,9218
759,14501,1206,13295,-16504,-22748,6244
760,8981,1251,7730,-25827,-34814,8987
761,-1075,-4308,3233,-26275,-35443,9168
762,-7868,-15138,7270,-29991,-26627,-3364
763,-10115,-19363,9248,-33507,-21123,-12384
764,-18178,-25516,7338,-24183,-10949,-13234
765,-27021,-32226,5205,-19161,-5945,-13216
766,-32377,-29914,-2463,-13875,-5431,-8444
767,-34713,-24342,-10371,-568,4549,-5117
768,-28634,-17424,-11210,3524,11967,-8443
769,-20847,-11012,-9835,7890,18733,-10843
770,-14524,-7581,-6943,17317,29906,-12589
771,-4449,743,-5192,19830,30728,-10898
772,-342,9709,-10051,28612,29545,-933
773,599,13257,-12658,37273,29083,8190
774,10597,20291,-9694,30388,19614,10774
775,18873,29451,-10578,23560,15170,8390
776,23204,33925,-10721,16007,10867,5140
777,30694,33066,-2372,5922,-2263,8185
778,31476,25820,5656,5319,-7793,13112
779,25346,18326,7020,364,-13115,13479
780,19294,11160,8134,-10126,-22047,11921
781,12026,-75,12101,-15223,-22537,7314
782,8239,-5283,13522,-26330,-28975,2645
783,4189,-6482,10671,-34582,-35576,994
784,-6264,-15568,9304,-30925,-26589,-4336
785,-13002,-24287,11285,-29001,-20500,-8501
786,-17377,-29214,11837,-22336,-14701,-7635
787,-26390,-33377,6987,-13235,-2221,-11014
788,-32105,-29427,-2678,-11939,862,-12801
789,-31713,-21911,-9802,-3222,5586,-8808
790,-26570,-15381,-11189,7444,15888,-8444
791,-18518,-5864,-12654,11319,19012,-7693
792,-12922,-2198,-10724,21171,28483,-7312
793,-4601,-889,-3712,26360,37692,-11332
794,5647,9656,-4009,26364,31040,-4676
795,8966,17788,-8822,33219,24182,9037
796,13640,21873,-8233,29324,16392,12932
797,23703,30061,-6358,19708,6312,13396
798,31593,31596,-3,17584,5912,11672
799,36222,25417,10805,6163,697,5466
800,32654,19097,13557,-4793,-10319,5526
801,23020,11561,11459,-6787,-15462,8675
802,16816,7866,8950,-15959,-26666,10707
803,7424,4255,3169,-21181,-35266,14085
804,-2637,-6558,3921,-23445,-30890,7445
805,-3801,-13930,10129,-34466,-27799,-6667
806,-8721,-18304,9583,-32985,-20788,-12197
807,-19561,-27155,7594,-23050,-11476,-11574
808,-25891,-31915,6024,-19386,-10590,-8796
809,-31482,-30159,-1323,-8217,-2636,-5581
810,-32446,-24562,-7884,538,8426,-7888
811,-25300,-16082,-9218,1723,12602,-10879
812,-19021,-11079,-7942,11536,23263,-11727
813,-10407,-4643,-5764,17942,30059,-12117
814,-1739,6236,-7975,22258,28007,-5749
815,-728,11345,-12073,34934,30621,4313
816,5308,15869,-10561,34626,25026,9600
817,16832,25785,-8953,25229,14880,10349
818,22716,31900,-9184,20454,13504,6950
819,29053,32439,-3386,9166,3853,5313
820,32492,27654,4838,2270,-7538,9808
821,26634,18929,7705,1552,-10691,12243
822,20121,13171,6950,-9328,-21157,11829
823,11774,4910,6864,-16518,-27678,11160
824,3835,-6140,9975,-21626,-26719,5093
825,3009,-10055,13064,-35220,-31920,-3300
826,-3418,-14702,11284,-35655,-27249,-8406
827,-15100,-24970,9870,-26494,-16926,-9568
828,-20617,-31876,11259,-21265,-15293,-5972
829,-27319,-34195,6876,-9712,-4726,-4986
830,-32127,-29506,-2621,-2929,7128,-10057
831,-27059,-19563,-7496,-2206,10247,-12453
832,-20532,-13489,-7043,8559,20664,-12105
833,-12335,-5068,-7267,15804,26710,-10906
834,-4609,6132,-10741,21429,26052,-4623
835,-3670,9656,-13326,35302,32394,2908
836,3048,14282,-11234,35745,27876,7869
837,14923,24894,-9971,26667,17144,9523
838,20459,31859,-11400,21331,15517,5814
839,27228,34223,-6995,9718,4813,4905
840,32192,29695,2497,3223,-7145,10368
841,27135,19810,7325,2506,-10006,12512
842,20474,13694,6780,-8664,-20549,11885
843,12139,5129,7010,-15996,-26981,10985
844,4265,-6258,10523,-21464,-26127,4663
845,3162,-9853,13015,-35284,-32105,-3179
846,-3613,-14548,10935,-35435,-27446,-7989
847,-15484,-25193,9709,-26180,-16440,-9740
848,-21084,-31830,10746,-21216,-14924,-6292
849,-27655,-33833,6178,-9454,-4680,-4774
850,-32028,-29017,-3011,-2087,7496,-9583
851,-26612,-18606,-8006,-1116,10744,-11860
852,-20009,-12744,-7265,9628,21428,-11800
853,-11512,-5134,-6378,16577,28077,-11500
854,-2992,6459,-9451,21739,26506,-4767
855,-1512,10676,-12188,35162,31169,3993
856,4842,15287,-10445,34709,26035,8674
857,16747,25908,-9161,25212,14919,10293
858,23355,31553,-8198,20571,13649,6922
859,29685,31798,-2113,8569,3912,4657
860,32207,26774,5433,528,-8401,8929
861,25682,16856,8826,-817,-11642,10825
862,18828,11570,7258,-11909,-22928,11019
863,9754,5063,4691,-18436,-31002,12566
864,498,-6843,7341,-22395,-27991,5596
865,-1466,-12130,10664,-34872,-29532,-5340
866,-7690,-16811,9121,-33110,-23246,-9864
867,-19573,-27344,7771,-23004,-11535,-11469
868,-26966,-31382,4416,-19532,-10748,-8784
869,-32623,-28925,-3698,-7250,-2736,-4514
870,-32238,-23173,-9065,2869,9820,-6951
871,-23826,-13245,-10581,4949,13762,-8813
872,-16879,-8899,-7980,15783,25846,-10063
873,-6949,-4928,-2021,21429,35763,-14334
874,4144,7396,-3252,23444,30330,-6886
875,6663,14928,-8265,34387,26442,7945
876,11931,19465,-7534,30878,18388,12490
877,23694,29248,-5554,19420,6689,12731
878,31545,31111,434,17485,6354,11131
879,35380,24604,10776,5533,21,5512
880,30970,17643,13327,-7259,-12388,5129
881,19594,8312,11282,-9730,-16667,6937
882,13429,3658,9771,-20986,-28394,7408
883,5459,883,4576,-28481,-37849,9368
884,-6883,-10528,3645,-26378,-29594,3216
885,-11018,-20521,9503,-30683,-23318,-7365
886,-15839,-26142,10303,-24887,-15620,-9267
887,-27150,-31886,4736,-12048,-2097,-9951
888,-31342,-29159,-2183,-11265,1075,-12340
889,-29266,-21282,-7984,-3114,7249,-10363
890,-23518,-13732,-9786,10047,18346,-8299
891,-12899,-2307,-10592,13813,20292,-6479
892,-8444,4384,-12828,26385,28809,-2424
893,-5019,6839,-11858,37523,35592,1931
894,7504,16961,-9457,31202,24817,6385
895,16286,27927,-11641,25346,19063,6283
896,21295,34091,-12796,16855,13556,3299
897,29914,35090,-5176,4917,-2459,7376
898,30574,25626,4948,3902,-8299,12201
899,23513,15942,7571,-2551,-13927,11376
900,16014,10612,5402,-14715,-26633,11918
901,5933,-1129,7062,-18102,-27191,9089
902,389,-10214,10603,-28587,-27861,-726
903,-2463,-12485,10022,-36875,-29681,-7194
904,-13364,-21818,8454,-27326,-17043,-10283
905,-24167,-30663,6496,-21423,-10471,-10952
906,-30406,-29981,-425,-14659,-8877,-5782
907,-33937,-26175,-7762,562,4982,-4420
908,-27995,-17081,-10914,5207,12717,-7510
909,-18797,-8513,-10284,11467,19207,-7740
910,-11278,-7089,-4189,23624,35424,-11800
911,1203,1134,69,23845,36549,-12704
912,9187,14088,-4901,27593,27386,207
913,11010,20554,-9544,32084,21760,10324
914,20510,27919,-7409,19801,8953,10848
915,29866,32023,-2157,13252,1566,11686
916,30755,25895,4860,10581,-3,10584
917,28244,18549,9695,-4520,-12491,7971
918,19075,8815,10260,-11832,-19277,7445
919,9996,-1559,11555,-17819,-22609,4790
920,8031,-4431,12462,-34028,-34650,622
921,-621,-10650,10029,-35405,-31492,-3913
922,-13216,-23055,9839,-27311,-20230,-7081
923,-18965,-31055,12090,-22387,-18146,-4241
924,-26585,-35003,8418,-9437,-5457,-3980
925,-31787,-30457,-1330,-2135,7866,-10001
926,-26216,-18217,-7999,-672,10153,-10825
927,-18812,-12352,-6460,12007,22458,-10451
928,-9083,-5695,-3388,18960,31720,-12760
929,1383,7608,-6225,22464,27746,-5282
930,4338,13328,-8990,34685,28054,6631
931,10555,18033,-7478,31554,20601,10953
932,23092,29141,-6049,20192,7720,12472
933,30804,31037,-233,18121,7662,10459
934,34192,24276,9916,5286,98,5188
935,29490,16922,12568,-8446,-13863,5417
936,17088,6638,10450,-10703,-17330,6627
937,11457,723,10734,-23397,-28333,4936
938,5685,-2517,8202,-33513,-37128,3615
939,-7851,-13783,5932,-28320,-26749,-1571
940,-14669,-25468,10799,-26594,-20707,-5887
941,-19257,-32785,13528,-18675,-14490,-4185
942,-29438,-35305,5867,-4932,2156,-7088
943,-30520,-26013,-4507,-3848,7995,-11843
944,-23094,-15653,-7441,3033,13904,-10871
945,-15266,-10748,-4518,16168,27946,-11778
946,-3898,1099,-4997,18953,28645,-9692
947,3039,11602,-8563,28518,27069,1449
948,5922,14230,-8308,36060,26776,9284
949,16771,23615,-6844,24875,13188,11687
950,27795,31957,-4162,18975,6811,12164
951,32747,27681,5066,13644,6095,7549
952,33008,20849,12159,-3559,-8231,4672
953,22601,11665,10936,-10098,-16352,6254
954,12097,1585,10512,-15954,-21195,5241
955,9287,-1534,10821,-31896,-35184,3288
956,-785,-8239,7454,-32733,-32750,17
957,-13107,-21198,8091,-26513,-21364,-5149
958,-17475,-30357,12882,-23451,-18898,-4553
959,-25444,-35714,10270,-9815,-5830,-3985
960,-31559,-31200,-359,-1763,7739,-9502
961,-25901,-17896,-8005,-271,10155,-10426
962,-18440,-11908,-6532,12971,23018,-10047
963,-8295,-5830,-2465,19787,33018,-13231
964,3218,7893,-4675,22570,28067,-5497
965,6106,14417,-8311,34841,26904,7937
966,12352,19026,-6674,30070,18982,11088
967,25543,29426,-3883,15831,4593,11238
968,31083,30241,842,14750,3150,11600
969,30878,22728,8150,4322,-3812,8134
970,25193,14927,10266,-10247,-16916,6669
971,13050,2872,10178,-13354,-19248,5894
972,8067,-4452,12519,-26870,-28668,1798
973,4382,-7308,11690,-38729,-35703,-3026
974,-9124,-18797,9673,-30531,-22442,-8089
975,-19739,-29269,9530,-24186,-15889,-8297
976,-25928,-31600,5672,-15880,-12428,-3452
977,-32283,-30101,-2182,-535,4346,-4881
978,-28462,-19841,-8621,3086,11661,-8575
979,-19053,-9724,-9329,10309,17736,-7427
980,-11459,-7517,-3942,24758,35293,-10535
981,1299,1652,-353,24944,36068,-11124
982,10457,15580,-5123,26732,26102,630
983,12567,23274,-10707,29437,21541,7896
984,22734,30489,-7755,15006,7402,7604
985,31626,32012,-386,7855,-3345,11200
986,27463,23164,4299,6845,-5099,11944
987,20978,15485,5493,-8310,-18843,10533
988,11612,5816,5796,-16370,-27347,10977
989,804,-7521,8325,-21108,-24694,3586
990,-2525,-12051,9526,-35181,-29260,-5921
991,-9879,-17065,7186,-31664,-22346,-9318
992,-23371,-29103,5732,-19460,-7547,-11913
993,-30347,-30779,432,-17795,-7420,-10375
994,-32461,-23627,-8834,-4849,858,-5707
995,-26911,-16002,-10909,9905,15838,-5933
996,-14022,-3954,-10068,12385,18294,-5909
997,-8776,3220,-11996,26404,28502,-2098
998,-4373,6493,-10866,38697,35959,2738
999,9552,19010,-9458,30116,22034,8082
1000,20615,29385,-8770,23725,15328,8397
1001,27591,30678,-3087,15764,12026,3738
1002,33098,28531,4567,-902,-4848,3946
1003,27475,17880,9595,-5396,-12654,7258
1004,17882,7757,10125,-11625,-19002,7377
1005,11439,5735,5704,-27407,-35652,8245
1006,-1225,-3811,2586,-28315,-34645,6330
1007,-11957,-18377,6420,-26291,-23706,-2585
1008,-14735,-26950,12215,-26457,-20502,-5955
1009,-24057,-33784,9727,-11236,-6611,-4625
1010,-31914,-31528,-386,-2302,7194,-9496
1011,-25997,-18961,-7036,-1492,9432,-10924
1012,-18399,-12419,-5980,12996,22558,-9562
1013,-8132,-6077,-2055,20478,33643,-13165
1014,5644,8059,-2415,22024,27934,-5910
1015,9140,16612,-7472,33543,25050,8493
1016,13892,21946,-8054,27825,17146,10679
1017,27218,30478,-3260,12204,2287,9917
1018,30413,29190,1223,11363,-166,11529
1019,25632,20121,5511,2088,-8118,10206
1020,19515,12067,7448,-12360,-22801,10441
1021,7345,-816,8161,-15851,-22567,6716
1022,183,-10245,10428,-28368,-26241,-2127
1023,-3335,-12265,8930,-36879,-30267,-6612
1024,-16043,-22608,6565,-25066,-14739,-10327
1025,-27340,-31938,4598,-19337,-7490,-11847
1026,-31766,-27223,-4543,-13674,-6748,-6926
1027,-31355,-20364,-10991,4434,9639,-5205
1028,-19825,-10422,-9403,11572,17683,-6111
1029,-9363,1999,-11362,17989,21375,-3386
1030,-7152,5124,-12276,35425,35294,131
1031,2984,11990,-9006,35195,29885,5310
1032,17537,26299,-8762,24338,14830,9508
1033,26395,30297,-3902,20746,13874,6872
1034,33690,28051,5639,6690,3353,3337
1035,31275,22088,9187,-7381,-11395,4014
1036,18572,8453,10119,-9611,-15217,5606
1037,11943,1750,10193,-23155,-28456,5301
1038,5955,-1771,7726,-35582,-37092,1510
1039,-7716,-15571,7855,-29219,-25413,-3806
1040,-17978,-27046,9068,-24708,-19681,-5027
1041,-25097,-31542,6445,-16649,-13613,-3036
1042,-31882,-31309,-573,53,4518,-4465
1043,-28203,-19598,-8605,3708,11584,-7876
1044,-18868,-9281,-9587,10165,18159,-7994
1045,-11494,-7021,-4473,27481,35382,-7901
1046,1116,3743,-2627,28506,34665,-6159
1047,12510,18656,-6146,25178,23575,1603
1048,16382,27781,-11399,25442,20104,5338
1049,24794,34836,-10042,10140,6175,3965
1050,31546,30573,973,-197,-8164,7967
1051,24858,16492,8366,-1119,-10747,9628
1052,16031,10523,5508,-17028,-24855,7827
1053,6278,4951,1327,-26153,-37758,11605
1054,-7239,-9223,1984,-23011,-29821,6810
1055,-12444,-20335,7891,-29305,-23543,-5762
1056,-17114,-28419,11305,-22171,-16065,-6106
1057,-29380,-33334,3954,-4058,1901,-5959
1058,-30584,-25486,-5098,-3308,8231,-11539
1059,-21350,-15078,-6272,4459,13847,-9388
1060,-13486,-10125,-3361,20697,31348,-10651
1061,-234,529,-763,20505,33482,-12977
1062,10143,13665,-3522,25937,25618,319
1063,11893,21716,-9823,31425,22537,8888
1064,22362,29637,-7275,13930,7796,6134
1065,32388,31093,1295,5463,-5169,10632
1066,26597,22037,4560,5363,-6430,11793
1067,18852,14339,4513,-12034,-20552,8518
1068,8906,6015,2891,-20232,-32940,12708
1069,-5876,-7881,2005,-20980,-27051,6071
1070,-10025,-17188,7163,-33034,-24583,-8451
1071,-14428,-23503,9075,-26161,-17403,-8758
1072,-28510,-30900,2390,-9136,-393,-8743
1073,-30822,-28471,-2351,-9668,3048,-12716
1074,-23050,-19099,-3951,289,9568,-9279
1075,-16253,-11335,-4918,16965,27534,-10569
1076,-2516,993,-3509,18018,28505,-10487
1077,7153,12773,-5620,27970,24510,3460
1078,8505,17478,-8973,35065,24947,10118
1079,20670,25477,-4807,17630,9629,8001
1080,31593,31339,254,9924,-1779,11703
1081,26633,24342,2291,8294,-2403,10697
1082,20532,15326,5206,-9818,-18457,8639
1083,10919,5917,5002,-17417,-29693,12276
1084,-3213,-7756,4543,-20780,-24405,3625
1085,-6378,-14762,8384,-35505,-26440,-9065
1086,-12259,-19442,7183,-28576,-19945,-8631
1087,-27897,-29273,1376,-11524,-1836,-9688
1088,-30237,-29398,-839,-11499,694,-12193
1089,-23224,-19596,-3628,-428,7967,-8395
1090,-17202,-11189,-6013,15943,26776,-10833
1091,-3431,953,-4384,17106,27025,-9919
1092,5943,12348,-6405,28352,24212,4140
1093,7408,16418,-9010,35745,26195,9550
1094,20431,24544,-4113,17916,10206,7710
1095,31663,31309,354,10259,-1729,11988
1096,26418,24564,1854,8484,-1937,10421
1097,20309,15222,5087,-10266,-18408,8142
1098,10669,5937,4732,-17952,-30511,12559
1099,-4324,-7713,3389,-20477,-24583,4106
1100,-8026,-15884,7858,-34651,-25481,-9170
1101,-13138,-21295,8157,-27297,-19194,-8103
1102,-28464,-29821,1357,-9618,-664,-8954
1103,-30775,-28822,-1953,-10279,2555,-12834
1104,-22530,-19261,-3269,486,8811,-8325
1105,-15795,-11120,-4675,18301,28479,-10178
1106,-1522,786,-2308,18398,30000,-11602
1107,9626,13377,-3751,26702,23735,2967
1108,10859,20394,-9535,33386,23441,9945
1109,21704,28026,-6322,14188,8382,5806
1110,32641,30489,2152,5034,-5518,10552
1111,26424,22085,4339,5262,-6342,11604
1112,17717,14067,3650,-13329,-20985,7656
1113,8143,5842,2301,-22244,-35089,12845
1114,-6646,-7546,900,-20079,-28529,8450
1115,-12338,-18650,6312,-30060,-23985,-6075
1116,-16555,-27909,11354,-23205,-16700,-6505
1117,-29118,-32889,3771,-3018,2082,-5100
1118,-30556,-24616,-5940,-2269,8551,-10820
1119,-20234,-14400,-5834,5542,14508,-8966
1120,-11804,-9360,-2444,25014,33303,-8289
1121,572,1874,-1302,24473,35481,-11008
1122,12025,15709,-3684,23544,25199,-1655
1123,15531,26036,-10505,27518,20823,6695
1124,23779,34707,-10928,10581,6574,4007
1125,31127,30042,1085,-2400,-8099,5699
1126,24510,15155,9355,-2135,-11775,9640
1127,15090,9491,5599,-18719,-26139,7420
1128,5966,3432,2534,-32060,-37637,5577
1129,-7724,-12740,5016,-25367,-28184,2817
1130,-17378,-24712,7334,-24210,-21237,-2973
1131,-24205,-31884,7679,-17995,-13668,-4327
1132,-30776,-33181,2405,1100,4196,-3096
1133,-26705,-18740,-7965,6182,11744,-5562
1134,-17062,-6022,-11040,11841,19547,-7706
1135,-10289,-4399,-5890,31428,35537,-4109
1136,870,7278,-6408,34140,31853,2287
1137,14201,23988,-9787,25135,20286,4849
1138,24809,28110,-3301,21618,17899,3719
1139,33809,28672,5137,6890,3389,3501
1140,30150,23500,6650,-7863,-11510,3647
1141,16239,6667,9572,-11020,-14486,3466
1142,10234,-1574,11808,-25549,-29080,3531
1143,3712,-3985,7697,-37721,-36419,-1302
1144,-12427,-20067,7640,-28506,-19360,-9146
1145,-24405,-31193,6788,-21377,-12654,-8723
1146,-31593,-25753,-5840,-13653,-9578,-4075
1147,-32972,-20944,-12028,4388,9989,-5601
1148,-17752,-11163,-6589,12186,17497,-5311
1149,-3544,5542,-9086,20284,19642,642
1150,-2176,10235,-12411,35983,33554,2429
1151,8760,14446,-5686,30507,25574,4933
1152,26029,28980,-2951,17713,5548,12165
1153,28450,31166,-2716,16416,5930,10486
1154,25793,20854,4939,2101,-3279,5380
1155,20792,12587,8205,-13733,-23913,10180
1156,4556,-117,4673,-15329,-23354,8025
1157,-5229,-12078,6849,-28615,-23049,-5566
1158,-6712,-16007,9295,-35979,-27702,-8277
1159,-20682,-24219,3537,-16494,-10261,-6233
1160,-32523,-30818,-1705,-8233,3719,-11952
1161,-26235,-23960,-2275,-7463,3238,-10701
1162,-18091,-14837,-3254,12858,19798,-6940
1163,-8454,-5916,-2538,22389,34969,-12580
1164,6885,7510,-625,19280,28053,-8773
1165,13432,19286,-5854,28478,23669,4809
1166,17642,29984,-12342,22433,16250,6183
1167,28585,34244,-5659,855,-2620,3475
1168,29300,22359,6941,-1649,-9757,8108
1169,19340,10911,8429,-8052,-17237,9185
1170,10950,7623,3327,-30081,-34712,4631
1171,-572,-5608,5036,-32448,-33031,583
1172,-13726,-22409,8683,-24348,-21827,-2521
1173,-23825,-27693,3868,-22315,-18668,-3647
1174,-32889,-29807,-3082,-7131,-3691,-3440
1175,-29784,-24373,-5411,8024,11360,-3336
1176,-15560,-6313,-9247,11372,14300,-2928
1177,-9521,2592,-12113,26164,29146,-2982
1178,-3130,4605,-7735,37182,36530,652
1179,14657,20337,-5680,26836,17776,9060
1180,26016,32123,-6107,20496,10131,10365
1181,28550,25930,2620,13078,8400,4678
1182,28939,18687,10252,-5918,-12374,6456
1183,15744,8915,6829,-12794,-21639,8845
1184,-653,-6761,6108,-19865,-19170,-695
1185,-3079,-13066,9987,-36664,-29079,-7585
1186,-11075,-17348,6273,-28390,-22823,-5567
1187,-28748,-28537,-211,-10140,-753,-9387
1188,-30651,-29234,-1417,-10666,1904,-12570
1189,-21627,-19276,-2351,921,8204,-7283
1190,-14372,-10939,-3433,21046,30373,-9327
1191,-498,509,-1007,20045,32984,-12939
1192,11629,13837,-2208,22846,24529,-1683
1193,14651,24748,-10097,29209,21952,7257
1194,23205,34189,-10984,10630,6799,3831
1195,30752,29794,958,-3721,-8313,4592
1196,24088,14102,9986,-2893,-12196,9303
1197,14846,8386,6460,-20168,-27092,6924
1198,5704,2301,3403,-36187,-36665,478
1199,-8418,-17034,8616,-28671,-24574,-4097
1200,-20705,-27960,7255,-23091,-18491,-4600
1201,-31228,-26436,-4792,-15350,-12177,-3173
1202,-34487,-25231,-9256,3484,7648,-4164
1203,-19804,-13663,-6141,11056,14735,-3679
1204,-5858,3847,-9705,19217,19118,99
1205,-3651,7918,-11569,35736,34811,925
1206,8976,13564,-4588,29813,26173,3640
1207,27524,29113,-1589,15607,3999,11608
1208,28599,30920,-2321,14846,3721,11125
1209,22651,19948,2703,679,-4843,5522
1210,17146,11198,5948,-17722,-28027,10305
1211,1729,-720,2449,-17463,-28623,11160
1212,-10473,-13627,3154,-24874,-22496,-2378
1213,-12651,-22257,9606,-31935,-23353,-8582
1214,-22393,-30998,8605,-11621,-7546,-4075
1215,-31544,-29512,-2032,1948,8025,-6077
1216,-24763,-16221,-8542,799,10804,-10005
1217,-14930,-9764,-5166,19410,25990,-6580
1218,-6008,-2810,-3198,35701,36825,-1124
1219,8067,16242,-8175,28159,25404,2755
1220,20575,27423,-6848,23141,19219,3922
1221,30740,26118,4622,15252,12329,2923
1222,33707,24489,9218,-4064,-8437,4373
1223,18599,12840,5759,-11550,-15897,4347
1224,3532,-5078,8610,-19720,-18826,-894
1225,1481,-9952,11433,-36287,-33347,-2940
1226,-9800,-14851,5051,-28929,-25209,-3720
1227,-28477,-28808,331,-12754,-2182,-10572
1228,-29669,-30244,575,-12674,-738,-11936
1229,-21805,-19518,-2287,253,6516,-6263
1230,-15269,-11043,-4226,20303,29760,-9457
1231,-734,422,-1156,19440,31920,-12480
