idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
808,-793,-393,-400,142,254,-112
809,-532,-362,-170,283,619,-336
810,14,207,-193,318,240,78
811,-423,443,-866,266,29,237
812,-868,566,-1434,504,497,7
813,-427,670,-1097,961,624,337
814,-177,488,-665,883,148,735
815,-152,469,-621,587,36,551
816,-20,581,-601,727,100,627
817,-456,152,-608,773,-10,783
818,-860,-595,-265,461,216,245
819,-393,-923,530,217,484,-267
820,35,-649,684,425,487,-62
821,-222,77,-299,1175,640,535
822,-562,546,-1108,1366,608,758
823,-231,-85,-146,318,-62,380
824,534,-842,1376,-284,-546,262
825,486,-562,1048,155,-228,383
826,-430,-616,186,-392,-333,-59
827,-999,-1470,471,-1574,-1403,-171
828,-789,-1129,340,-823,-1398,575
829,18,182,-164,875,140,735
830,562,598,-36,1078,848,230
831,-157,308,-465,617,518,99
832,-1005,18,-1023,704,630,74
833,-694,-83,-611,882,582,300
834,-241,248,-489,759,-165,924
835,-248,412,-660,128,-490,618
836,-113,-28,-85,-531,-345,-186
837,36,-283,319,-489,-517,28
838,109,152,-43,-285,-719,434
839,272,603,-331,-241,-686,445
840,89,273,-184,-67,-365,298
841,-215,-248,33,-78,377,-455
842,56,16,40,-127,638,-765
843,338,316,22,182,206,-24
844,24,73,-49,309,110,199
845,-91,242,-333,117,84,33
846,387,613,-226,193,-49,242
847,508,398,110,274,35,239
848,67,213,-146,-102,-404,302
849,-45,250,-295,-69,-542,473
850,299,432,-133,1105,645,460
851,566,892,-326,2123,1295,828
852,315,576,-261,1644,756,888
853,-484,-41,-443,835,488,347
854,-708,722,-1430,1136,614,522
855,119,1070,-951,1312,569,743
856,303,-326,629,301,213,88
857,-555,-1116,561,-333,-19,-314
858,-676,-977,301,-15,272,-287
859,-66,-1110,1044,-62,236,-298
860,216,-675,891,-412,-275,-137
861,434,23,411,-368,-214,-154
862,269,-75,344,38,274,-236
863,-388,-80,-308,669,526,143
864,-74,193,-267,681,405,276
865,876,390,486,17,-9,26
866,973,1196,-223,130,-255,385
867,650,1559,-909,649,-226,875
868,322,479,-157,449,-170,619
869,97,-11,108,412,55,357
870,569,518,51,657,318,339
871,789,248,541,260,133,127
872,-3,-315,312,-198,-280,82
873,-642,-321,-321,-264,-53,-211
874,-853,-364,-489,-353,601,-954
875,-1013,-146,-867,-286,381,-667
876,-703,378,-1081,-68,-356,288
877,-292,349,-641,-22,-437,415
878,-253,-139,-114,-119,-501,382
879,28,-542,570,-468,-794,326
880,431,-519,950,-718,-494,-224
881,66,-174,240,-392,-340,-52
882,-698,-192,-506,-21,-723,702
883,-874,-318,-556,319,-299,618
884,-631,11,-642,715,381,334
885,-438,169,-607,28,-356,384
886,-29,37,-66,-1203,-1095,-108
887,470,282,188,-806,7,-813
888,495,598,-103,437,1175,-738
889,310,516,-206,290,360,-70
890,399,278,121,-534,-1085,551
891,491,-58,549,-432,-1132,700
892,285,-245,530,-74,-446,372
893,91,275,-184,-157,-447,290
894,186,918,-732,198,-472,670
895,264,778,-514,694,66,628
896,49,227,-178,193,160,33
897,-221,-318,97,-374,-203,-171
898,-345,-698,353,-83,-182,99
899,-481,-405,-76,249,225,24
900,-608,49,-657,313,689,-376
901,-293,-142,-151,206,461,-255
902,359,-399,758,-227,-512,285
903,345,-332,677,-514,-811,297
904,-433,-282,-151,-361,-401,40
905,-628,-100,-528,-53,-219,166
906,192,199,-7,288,251,37
907,900,195,705,527,987,-460
908,746,197,549,602,1097,-495
909,80,603,-523,691,872,-181
910,-382,580,-962,700,584,116
911,-346,-216,-130,351,120,231
912,-24,-263,239,-204,-74,-130
913,458,593,-135,-445,-118,-327
914,651,520,131,-228,-253,25
915,97,-299,396,-40,-63,23
916,-313,-506,193,-263,19,-282
917,-79,-298,219,-452,-337,-115
918,-86,90,-176,-27,-276,249
919,-70,623,-693,451,117,334
920,561,678,-117,198,174,24
921,827,439,388,-160,78,-238
922,491,569,-78,77,-236,313
923,609,871,-262,262,-457,719
924,1043,905,138,103,214,-111
925,793,683,110,277,760,-483
926,240,485,-245,560,162,398
927,389,645,-256,519,-124,643
928,846,1139,-293,885,537,348
929,930,1375,-445,1319,475,844
930,854,1167,-313,696,-439,1135
931,617,1104,-487,200,-256,456
932,52,1104,-1052,879,1207,-328
933,-388,583,-971,1083,1792,-709
934,-215,0,-215,120,642,-522
935,250,199,51,-344,-373,29
936,175,943,-768,273,-20,293
937,-244,1140,-1384,553,222,331
938,-126,478,-604,-141,-597,456
939,156,-111,267,-662,-1092,430
940,-17,-298,281,-285,-501,216
941,-278,-498,220,382,228,154
942,-398,-498,100,371,368,3
943,-241,-219,-22,-513,129,-642
944,305,21,284,-870,126,-996
945,594,120,474,-247,383,-630
946,634,-57,691,-281,225,-506
947,1117,-128,1245,-760,-243,-517
948,1265,333,932,-345,-311,-34
949,443,604,-161,293,96,197
950,-187,407,-594,681,671,10
951,-29,467,-496,905,937,-32
952,201,499,-298,561,653,-92
953,-332,-95,-237,130,248,-118
954,-1277,-528,-749,33,15,18
955,-1013,-327,-686,188,45,143
956,-68,-218,150,829,328,501
957,-210,-326,116,1014,258,756
958,-291,-428,137,-163,-274,111
959,184,-778,962,-1117,-369,-748
960,-420,-1020,600,-462,203,-665
961,-1186,-636,-550,426,457,-31
962,-518,52,-570,305,-66,371
963,582,382,200,164,-363,527
964,542,-62,604,342,-47,389
965,-740,-531,-209,60,-227,287
966,-1231,-33,-1198,-47,-868,821
967,81,488,-407,221,-876,1097
968,874,252,622,-192,-567,375
969,338,260,78,-686,-546,-140
970,205,436,-231,-525,-440,-85
971,442,30,412,-364,-260,-104
972,306,-205,511,-184,-324,140
973,147,-58,205,-110,-336,226
974,47,-202,249,-569,-138,-431
975,194,-219,413,-437,-48,-389
976,871,56,815,604,-82,686
977,1137,-61,1198,905,-51,956
978,192,-233,425,220,-53,273
979,-669,319,-988,-188,-191,3
980,-49,1031,-1080,-95,-329,234
981,745,671,74,61,-45,106
982,60,-310,370,318,784,-466
983,-711,-266,-445,583,1086,-503
984,20,422,-402,440,220,220
985,756,472,284,95,-458,553
986,179,301,-122,152,-17,169
987,-380,205,-585,383,637,-254
988,-135,133,-268,309,749,-440
989,-42,345,-387,185,551,-366
990,-226,12,-238,-4,205,-209
991,-177,-866,689,-622,-614,-8
992,-199,-1048,849,-1044,-1405,361
993,-276,-1024,748,-612,-974,362
994,-105,-1200,1095,-167,-169,2
995,-298,-815,517,-439,-553,114
996,-728,-359,-369,-687,-1040,353
997,-333,-237,-96,-388,-503,115
998,357,136,221,32,-112,144
999,407,485,-78,279,-397,676
1000,193,210,-17,172,-375,547
1001,-98,-457,359,-387,-14,-373
1002,-292,-795,503,-909,-192,-717
1003,-242,-520,278,-809,-508,-301
1004,-553,-175,-378,-154,120,-274
1005,-811,18,-829,520,1145,-625
1006,-500,375,-875,827,1132,-305
1007,-455,505,-960,405,26,379
1008,-580,-177,-403,-750,-656,-94
1009,-381,-868,487,-1263,23,-1286
1010,-117,-432,315,-402,861,-1263
1011,368,343,25,317,645,-328
1012,570,217,353,206,78,128
1013,-7,-281,274,-44,77,-121
1014,-283,-328,45,-276,514,-790
1015,-65,25,-90,236,863,-627
1016,-239,325,-564,1517,848,669
1017,-538,236,-774,1534,654,880
1018,-558,328,-886,422,499,-77
1019,-553,590,-1143,330,395,-65
1020,-462,-113,-349,476,338,138
1021,-222,-1010,788,-438,484,-922
1022,-193,-692,499,-586,868,-1454
1023,-363,-163,-200,489,759,-270
1024,-264,-227,-37,468,-50,518
1025,85,-82,167,-288,-484,196
1026,155,348,-193,46,-467,513
1027,-127,507,-634,340,-753,1093
1028,-186,223,-409,-197,-1089,892
1029,-4,-254,250,-260,-1103,843
1030,-180,-371,191,122,-657,779
1031,-415,-266,-149,188,45,143
1032,-256,-223,-33,148,198,-50
1033,-183,137,-320,-50,-17,-33
1034,-223,287,-510,-585,46,-631
1035,-184,13,-197,-744,224,-968
1036,-290,578,-868,-97,395,-492
1037,-132,1252,-1384,334,184,150
1038,259,497,-238,-160,-361,201
1039,240,-325,565,-708,-176,-532
1040,232,-143,375,-690,247,-937
1041,300,186,114,-301,52,-353
1042,-106,395,-501,215,325,-110
1043,-129,404,-533,360,777,-417
1044,761,262,499,-137,-186,49
1045,1347,385,962,-887,-1345,458
1046,1032,267,765,-1255,-958,-297
1047,378,-155,533,-888,-198,-690
1048,-157,-36,-121,-244,-234,-10
1049,-114,381,-495,89,-371,460
1050,457,481,-24,-9,-328,319
1051,427,239,188,-409,-290,-119
1052,-440,-352,-88,-652,68,-720
1053,-868,-997,129,-685,388,-1073
1054,-716,-1255,539,-853,237,-1090
1055,-769,-865,96,-829,167,-996
1056,-594,-110,-484,-543,99,-642
1057,29,49,-20,-598,-323,-275
1058,427,-51,478,-906,-476,-430
1059,650,641,9,-734,-295,-439
1060,825,1023,-198,72,-259,331
1061,856,230,626,542,-336,878
1062,1083,-325,1408,39,-604,643
1063,1140,-109,1249,-325,-670,345
1064,424,17,407,44,-222,266
1065,-320,-137,-183,-11,-329,318
1066,-268,-265,-3,-439,-728,289
1067,76,-181,257,-160,-7,-153
1068,199,214,-15,140,509,-369
1069,423,631,-208,-145,-388,243
1070,595,353,242,-164,-941,777
1071,700,-234,934,-43,-819,776
1072,1532,188,1344,-262,-1050,788
1073,1928,694,1234,-208,-542,334
1074,452,-161,613,-54,622,-676
1075,-807,-677,-130,-332,517,-849
1076,-462,120,-582,-297,130,-427
1077,-67,347,-414,284,945,-661
1078,-5,-316,311,530,1282,-752
1079,69,-679,748,237,447,-210
1080,-206,-653,447,-133,135,-268
1081,-450,-222,-228,-170,684,-854
1082,-212,496,-708,66,1065,-999
1083,328,538,-210,-142,743,-885
1084,651,-94,745,-702,24,-726
1085,338,-481,819,-641,-30,-611
1086,166,-674,840,-371,609,-980
1087,547,-684,1231,-699,569,-1268
1088,398,89,309,-611,-18,-593
1089,-117,873,-990,291,-134,425
1090,151,745,-594,571,-129,700
1091,588,562,26,179,-100,279
1092,271,541,-270,83,154,-71
1093,-15,109,-124,24,99,-75
1094,334,-15,349,-7,24,-31
1095,427,138,289,213,358,-145
1096,148,-262,410,85,530,-445
1097,475,-375,850,-233,355,-588
1098,482,-35,517,-224,288,-512
1099,-905,-264,-641,-151,680,-831
1100,-1563,-511,-1052,6,977,-971
1101,-323,-336,13,298,562,-264
1102,479,-205,684,297,332,-35
1103,26,64,-38,-153,440,-593
1104,-55,292,-347,-498,214,-712
1105,276,447,-171,-97,347,-444
1106,-40,709,-749,237,384,-147
1107,-779,128,-907,-162,-168,6
1108,-1220,-762,-458,-50,60,-110
1109,-1053,-436,-617,185,-177,362
1110,-399,-9,-390,-738,-1699,961
1111,-104,-385,281,-967,-1456,489
1112,-484,-541,57,28,-3,31
1113,-740,-594,-146,-284,-163,-121
1114,-968,-951,-17,-1251,-461,-790
1115,-1462,-981,-481,-592,105,-697
1116,-1141,-666,-475,447,370,77
1117,-200,-345,145,258,656,-398
1118,-190,84,-274,-302,861,-1163
1119,-462,483,-945,-314,392,-706
1120,197,473,-276,45,115,-70
1121,454,-103,557,145,221,-76
1122,-625,-899,274,-420,-147,-273
1123,-1313,-1119,-194,-954,-631,-323
1124,-718,-540,-178,-483,-310,-173
1125,-148,-87,-61,400,220,180
1126,-109,-389,280,571,-45,616
1127,46,-673,719,295,-398,693
1128,267,-344,611,-17,-135,118
1129,54,-84,138,-596,-110,-486
1130,-335,-142,-193,-739,-486,-253
1131,-78,65,-143,110,-434,544
1132,496,177,319,577,-291,868
1133,246,-333,579,-172,-589,417
1134,-469,-677,208,-800,-543,-257
1135,-550,-558,8,-522,97,-619
1136,140,-529,669,-247,293,-540
1137,966,-153,1119,-363,-121,-242
1138,1011,514,497,-244,-278,34
1139,527,447,80,131,29,102
1140,617,389,228,306,205,101
1141,843,1068,-225,291,-139,430
1142,407,1063,-656,246,-347,593
1143,-174,117,-291,168,-124,292
1144,-315,-344,29,-281,-559,278
1145,-10,23,-33,-1131,-1325,194
1146,18,510,-492,-1304,-1258,-46
1147,-637,328,-965,-761,-1320,559
1148,-687,-342,-345,-921,-1592,671
1149,219,-485,704,-1341,-972,-369
1150,389,-333,722,-789,-718,-71
1151,-311,-355,44,13,-1014,1027
1152,-503,-87,-416,358,-57,415
1153,5,-7,12,400,749,-349
1154,573,-432,1005,13,-324,337
1155,551,-475,1026,-596,-1209,613
1156,26,-233,259,-954,-739,-215
1157,-29,-149,120,-795,-187,-608
1158,341,-13,354,-97,184,-281
1159,377,-48,425,368,399,-31
1160,130,-131,261,146,132,14
1161,-274,273,-547,-33,-79,46
1162,-512,724,-1236,-63,-383,320
1163,-227,490,-717,-463,-1078,615
1164,-167,-192,25,-665,-721,56
1165,-674,-354,-320,-125,507,-632
1166,-920,125,-1045,349,294,55
1167,-555,277,-832,38,-708,746
1168,79,208,-129,-375,-369,-6
1169,466,506,-40,-77,320,-397
1170,316,386,-70,155,-1,156
1171,80,-103,183,-404,-415,11
1172,50,-13,63,-580,-213,-367
1173,-7,-206,199,-136,161,-297
1174,171,-757,928,-265,267,-532
1175,731,72,659,-97,84,-181
1176,850,1222,-372,918,-129,1047
1177,319,778,-459,931,-364,1295
1178,-1,348,-349,411,-578,989
1179,29,771,-742,817,-415,1232
1180,-167,372,-539,563,-136,699
1181,-698,-463,-235,-631,-317,-314
1182,-936,-414,-522,-802,-509,-293
1183,-256,-184,-72,-330,-8,-322
1184,260,-386,646,-464,383,-847
1185,-332,-470,138,-772,-207,-565
1186,-190,37,-227,-388,-531,143
1187,1087,735,352,505,-29,534
1188,975,464,511,435,-93,528
1189,-318,-525,207,-522,-279,-243
1190,-585,-526,-59,-242,484,-726
1191,-86,172,-258,735,808,-73
1192,1,167,-166,415,85,330
1193,-348,205,-553,-37,-490,453
1194,-353,1001,-1354,468,-771,1239
1195,351,1456,-1105,550,-879,1429
1196,585,1239,-654,164,-353,517
1197,-153,817,-970,293,322,-29
1198,-518,8,-526,313,324,-11
1199,-180,-694,514,-132,66,-198
1200,-42,-417,375,-156,242,-398
1201,-363,248,-611,370,296,74
1202,-744,139,-883,504,-349,853
1203,-592,-947,355,-218,-661,443
1204,-51,-1860,1809,-1025,-94,-931
1205,95,-1318,1413,-1162,-39,-1123
1206,-306,-156,-150,-892,-595,-297
1207,-700,244,-944,-387,-227,-160
1208,-172,279,-451,447,549,-102
1209,744,110,634,949,522,427
1210,101,-504,605,501,196,305
1211,-653,-639,-14,-419,-320,-99
1212,904,0,904,-963,-906,-57
1213,1920,782,1138,-621,-503,-118
1214,409,1246,-837,355,167,188
1215,-648,508,-1156,483,-148,631
1216,-668,-1103,435,-835,-414,-421
1217,-1161,-1620,459,-1392,157,-1549
1218,-1205,-786,-419,-130,533,-663
1219,-670,73,-743,727,69,658
1220,-357,350,-707,358,-441,799
1221,44,-16,60,-22,-159,137
1222,-40,-465,425,-135,290,-425
1223,-468,-259,-209,263,171,92
1224,96,234,-138,895,-107,1002
1225,533,285,248,358,-458,816
1226,-204,-150,-54,-705,-844,139
1227,-750,-342,-408,-635,-675,40
1228,-685,310,-995,36,-334,370
1229,-367,944,-1311,522,-235,757
1230,69,800,-731,848,73,775
1231,-29,659,-688,693,306,387
1232,-172,731,-903,317,289,28
1233,194,565,-371,376,578,-202
1234,122,472,-350,516,557,-41
1235,-128,340,-468,170,-246,416
1236,128,-176,304,-219,-453,234
1237,25,-390,415,135,386,-251
1238,-479,-269,-210,621,854,-233
1239,-808,-730,-78,84,504,-420
1240,-1121,-1170,49,-450,79,-529
1241,-908,-594,-314,318,-138,456
1242,-40,-119,79,904,-299,1203
1243,166,-542,708,172,-429,601
1244,-545,-626,81,-249,-92,-157
1245,-886,-174,-712,342,723,-381
1246,-527,-379,-148,484,884,-400
1247,-494,-955,461,72,274,-202
1248,-923,-843,-80,262,123,139
1249,-894,-430,-464,517,315,202
1250,-523,-535,12,-65,58,-123
1251,-338,-558,220,-534,-207,-327
1252,-126,86,-212,-207,-125,-82
1253,-13,186,-199,-205,-211,6
1254,127,-490,617,-873,-592,-281
1255,701,-136,837,-712,-691,-21
1256,786,931,-145,449,-335,784
1257,136,995,-859,870,-105,975
1258,93,584,-491,462,-257,719
1259,509,256,253,378,-470,848
1260,119,-203,322,394,-511,905
1261,-879,28,-907,360,-302,662
1262,-1172,518,-1690,495,-14,509
1263,-396,-88,-308,180,133,47
1264,-66,-820,754,-301,333,-634
1265,-697,-611,-86,-62,723,-785
1266,-485,-372,-113,327,949,-622
1267,374,-551,925,153,474,-321
1268,8,-628,636,-305,-305,0
1269,-618,-463,-155,-301,166,-467
1270,-212,-114,-98,500,1531,-1031
1271,25,211,-186,1001,1473,-472
1272,-334,29,-363,504,447,57
1273,-211,-417,206,86,393,-307
1274,342,-392,734,146,646,-500
1275,356,-164,520,283,464,-181
1276,-120,-122,2,537,333,204
1277,-75,189,-264,261,-148,409
1278,673,625,48,-650,-864,214
1279,1118,594,524,-769,-767,-2
1280,693,208,485,-204,-280,76
1281,-113,-258,145,-322,-434,112
1282,-664,-492,-172,-645,-836,191
1283,-647,-312,-335,-384,-775,391
1284,40,-95,135,-120,-337,217
1285,687,-164,851,-46,327,-373
1286,207,-488,695,151,967,-816
1287,-564,-506,-58,246,1062,-816
1288,-307,41,-348,21,678,-657
1289,-249,-68,-181,-460,245,-705
1290,-1012,-890,-122,-664,22,-686
1291,-947,-565,-382,85,293,-208
1292,-103,235,-338,784,672,112
1293,301,-318,619,165,337,-172
1294,340,-784,1124,-305,-67,-238
1295,158,-155,313,194,281,-87
1296,54,-231,285,-428,110,-538
1297,488,-806,1294,-1534,-842,-692
1298,735,-99,834,-351,-551,200
1299,259,753,-494,1217,518,699
1300,-212,370,-582,519,302,217
1301,-62,197,-259,-366,-227,-139
1302,292,668,-376,47,238,-191
1303,80,369,-289,436,660,-224
1304,-266,-255,-11,376,339,37
1305,103,-156,259,90,-50,140
1306,434,199,235,-77,118,-195
1307,90,487,-397,233,439,-206
1308,-148,480,-628,163,362,-199
1309,-221,23,-244,-317,328,-645
1310,-475,-316,-159,-365,315,-680
1311,-584,-779,195,-719,-33,-686
1312,-710,-1433,723,-1199,58,-1257
1313,-628,-1339,711,-439,531,-970
1314,428,-726,1154,394,364,30
1315,1473,118,1355,-77,-90,13
1316,1236,1008,228,-667,-266,-401
1317,551,854,-303,-276,-97,-179
1318,513,650,-137,849,705,144
1319,555,1204,-649,1563,1230,333
1320,-135,560,-695,865,634,231
1321,-513,-436,-77,-77,161,-238
1322,276,57,219,-14,266,-280
1323,665,48,617,-24,29,-53
1324,248,-784,1032,-389,-7,-382
1325,221,-553,774,-63,704,-767
1326,-161,66,-227,312,948,-636
1327,-914,268,-1182,89,404,-315
1328,-542,156,-698,-10,278,-288
1329,366,-363,729,-204,419,-623
1330,1008,-148,1156,-627,-21,-606
1331,1027,698,329,-414,-181,-233
1332,-363,262,-625,-14,253,-267
1333,-1346,-707,-639,15,61,-46
1334,-493,-572,79,263,-500,763
1335,61,-176,237,277,-479,756
1336,-166,-95,-71,-237,-224,-13
1337,-28,-109,81,-260,-201,-59
1338,-160,-602,442,138,-407,545
1339,-397,-777,380,399,-391,790
1340,16,62,-46,421,65,356
1341,232,401,-169,-146,226,-372
1342,12,-167,179,-559,13,-572
1343,77,-333,410,-283,44,-327
1344,185,-304,489,-247,427,-674
1345,25,-468,493,65,980,-915
1346,64,-117,181,1040,870,170
1347,295,216,79,911,32,879
1348,248,-156,404,-183,-216,33
1349,232,-280,512,-545,-94,-451
1350,432,-179,611,-385,-144,-241
1351,142,-771,913,-327,185,-512
1352,-428,-1097,669,-570,-122,-448
1353,-348,-408,60,-1169,-1215,46
1354,108,187,-79,-1056,-866,-190
1355,416,276,140,111,373,-262
1356,637,208,429,785,407,378
1357,462,-113,575,406,109,297
1358,20,-337,357,79,264,-185
1359,121,-36,157,163,-151,314
1360,411,301,110,-173,-924,751
1361,46,159,-113,-1036,-1081,45
1362,-557,-70,-487,-1243,-790,-453
1363,-716,-88,-628,-470,-574,104
1364,-360,-243,-117,48,-548,596
1365,210,-66,276,-13,-473,460
1366,219,838,-619,172,-246,418
1367,-586,822,-1408,316,-251,567
1368,-1292,-710,-582,-277,-434,157
1369,-1273,-1451,178,-988,-326,-662
1370,-682,-506,-176,-1095,-177,-918
1371,241,242,-1,-914,-226,-688
1372,840,87,753,-623,-79,-544
1373,586,315,271,56,274,-218
1374,173,943,-770,561,386,175
1375,169,586,-417,84,142,-58
1376,240,-345,585,-756,-261,-495
1377,386,-321,707,-931,-710,-221
1378,571,422,149,-406,-884,478
1379,580,982,-402,343,-350,693
1380,822,1125,-303,560,340,220
1381,1014,626,388,24,406,-382
1382,392,-163,555,-303,77,-380
1383,-381,-484,103,-20,-283,263
1384,-396,-269,-127,257,-267,524
1385,38,90,-52,394,176,218
1386,18,167,-149,626,117,509
1387,-625,18,-643,780,-78,858
1388,-802,-28,-774,480,482,-2
1389,-120,-83,-37,-77,503,-580
1390,382,5,377,-255,-450,195
1391,125,170,-45,-135,-592,457
1392,-663,-319,-344,-56,359,-415
1393,-1191,-735,-456,-10,777,-787
1394,-692,-113,-579,-284,43,-327
1395,56,183,-127,-662,-724,62
1396,236,-466,702,-513,-977,464
1397,300,-669,969,-160,-1000,840
1398,-120,-575,455,-28,-361,333
1399,-1158,-896,-262,-306,238,-544
1400,-1121,-617,-504,-796,-102,-694
1401,-50,143,-193,-502,-85,-417
1402,83,35,48,-125,122,-247
1403,-673,-299,-374,-824,-334,-490
1404,-1152,-152,-1000,-1003,-129,-874
1405,-1053,-410,-643,-468,287,-755
1406,-459,-769,310,-894,111,-1005
1407,-68,-438,370,-1002,626,-1628
1408,-59,-125,66,59,1042,-983
1409,459,-18,477,486,534,-48
1410,1141,111,1030,142,414,-272
1411,1106,-245,1351,-49,382,-431
1412,843,-506,1349,-21,21,-42
1413,740,-113,853,177,144,33
1414,481,-101,582,95,300,-205
1415,202,-364,566,-74,108,-182
1416,67,-92,159,286,115,171
1417,-257,95,-352,392,193,199
1418,-629,75,-704,41,-25,66
1419,-472,474,-946,106,-367,473
1420,-39,1107,-1146,144,-388,532
1421,155,1466,-1311,-178,-38,-140
1422,388,1152,-764,-4,269,-273
1423,702,231,471,295,576,-281
1424,435,-539,974,-116,1012,-1128
1425,-294,-388,94,-251,1007,-1258
1426,-405,524,-929,355,358,-3
1427,274,838,-564,590,46,544
1428,636,324,312,727,583,144
1429,283,284,-1,1050,793,257
1430,-7,371,-378,192,34,158
1431,147,129,18,-980,-627,-353
1432,582,614,-32,-589,-673,84
1433,1091,980,111,8,-393,401
1434,915,83,832,-207,200,-407
1435,-163,-662,499,-161,513,-674
1436,-602,-597,-5,-223,-9,-214
1437,181,-475,656,-667,-521,-146
1438,525,-407,932,-318,-345,27
1439,73,-384,457,267,-245,512
1440,-150,-292,142,-60,-565,505
1441,-512,38,-550,-207,-327,120
1442,-795,434,-1229,479,450,29
1443,-173,678,-851,625,588,37
1444,-173,269,-442,109,448,-339
1445,-1158,-423,-735,240,819,-579
1446,-937,-150,-787,683,717,-34
1447,46,415,-369,502,-206,708
1448,218,-162,380,-30,-611,581
1449,185,-1113,1298,-627,-210,-417
1450,58,-941,999,-634,124,-758
1451,-164,209,-373,463,63,400
1452,247,619,-372,949,-295,1244
1453,459,-481,940,-235,-654,419
1454,50,-1288,1338,-1185,-785,-400
1455,59,-579,638,-728,-756,28
1456,-21,373,-394,114,-401,515
1457,-558,717,-1275,549,38,511
1458,-98,799,-897,713,61,652
1459,748,570,178,783,144,639
1460,267,294,-27,684,250,434
1461,-131,572,-703,580,-136,716
1462,543,886,-343,759,36,723
1463,686,773,-87,969,743,226
1464,456,736,-280,609,161,448
1465,717,658,59,-418,-992,574
1466,831,514,317,-1013,-817,-196
1467,1039,903,136,-278,72,-350
1468,1139,968,171,512,602,-90
1469,135,119,16,127,562,-435
1470,-704,-282,-422,-377,-65,-312
1471,-293,-108,-185,-258,-476,218
1472,301,-153,454,-181,-261,80
1473,503,170,333,32,75,-43
1474,576,847,-271,710,527,183
1475,640,870,-230,801,681,120
1476,198,72,126,99,172,-73
1477,-991,-725,-266,-238,-30,-208
1478,-1359,-549,-810,-339,-6,-333
1479,-397,145,-542,-508,-371,-137
1480,181,320,-139,121,-168,289
1481,362,438,-76,880,530,350
1482,826,706,120,725,667,58
1483,907,665,242,852,580,272
1484,898,758,140,1454,526,928
1485,1010,753,257,1115,409,706
1486,479,152,327,368,578,-210
1487,-53,-150,97,284,701,-417
1488,-107,-127,20,271,364,-93
1489,-434,-520,86,-253,-231,-22
1490,-575,-508,-67,-1091,-912,-179
1491,-282,138,-420,-1547,-992,-555
1492,-564,205,-769,-846,-107,-739
1493,-753,0,-753,282,348,-66
1494,110,217,-107,280,-484,764
1495,623,-57,680,-532,-1247,715
1496,194,-623,817,-563,-993,430
1497,45,-396,441,3,-390,393
1498,156,-205,361,-312,-17,-295
1499,36,-484,520,-1001,56,-1057
1500,146,-184,330,-635,-202,-433
1501,514,320,194,-120,-621,501
1502,661,174,487,-243,-764,521
1503,432,-92,524,272,-357,629
1504,183,63,120,995,82,913
1505,327,347,-20,465,17,448
1506,300,91,209,-319,-174,-145
1507,-203,-395,192,-553,-298,-255
1508,-232,104,-336,-566,-301,-265
1509,67,1010,-943,159,203,-44
1510,-86,1002,-1088,800,404,396
1511,65,766,-701,120,-386,506
1512,552,695,-143,-381,-801,420
1513,283,126,157,100,-413,513
1514,-65,-265,200,103,-568,671
1515,180,-65,245,-622,-1148,526
1516,-56,-185,129,-1171,-1013,-158
1517,-723,-368,-355,-927,-287,-640
1518,-619,99,-718,-5,182,-187
1519,93,579,-486,273,-53,326
1520,622,668,-46,-347,-693,346
1521,777,545,232,-418,-823,405
1522,426,239,187,179,-44,223
1523,-55,437,-492,650,600,50
1524,184,1065,-881,937,177,760
1525,484,721,-237,809,-192,1001
1526,-142,101,-243,425,473,-48
1527,-365,584,-949,195,808,-613
1528,405,632,-227,-637,281,-918
1529,513,-187,700,-1637,334,-1971
1530,251,153,98,-888,652,-1540
1531,719,901,-182,685,-118,803
1532,761,333,428,744,-860,1604
1533,109,-390,499,50,-329,379
1534,-181,-465,284,-48,209,-257
1535,-166,-172,6,-224,-100,-124
1536,208,663,-455,-548,-427,-121
1537,761,1011,-250,-382,-534,152
1538,481,465,16,-21,-517,496
1539,-46,422,-468,335,-102,437
1540,199,465,-266,457,178,279
1541,446,-280,726,-116,-129,13
1542,208,-474,682,-598,-356,-242
1543,-1,418,-419,-384,-324,-60
1544,-174,1007,-1181,-263,-447,184
1545,-379,395,-774,-130,-345,215
1546,-193,-524,331,415,173,242
1547,327,-403,730,428,366,62
1548,361,58,303,-30,62,-92
1549,-184,-199,15,-9,-213,204
1550,-319,-265,-54,-68,-199,131
1551,24,29,-5,-511,175,-686
1552,-29,-160,131,-566,509,-1075
1553,-360,-252,-108,-327,271,-598
1554,-421,-35,-386,-271,-245,-26
1555,-513,-231,-282,-360,-530,170
1556,-807,-189,-618,-214,-299,85
1557,-747,348,-1095,253,379,-126
1558,-306,115,-421,86,558,-472
1559,-135,-361,226,-659,-72,-587
1560,-211,51,-262,-721,-482,-239
1561,-179,64,-243,-606,-269,-337
1562,-365,-707,342,-830,110,-940
1563,-723,-792,69,-664,195,-859
1564,-322,-201,-121,-515,-164,-351
1565,586,472,114,-246,-157,-89
1566,471,906,-435,864,478,386
1567,-420,489,-909,1228,507,721
1568,-696,-185,-511,102,-165,267
1569,-572,-234,-338,-648,-474,-174
1570,-327,171,-498,-462,-453,-9
1571,181,828,-647,-200,-360,160
1572,352,1254,-902,-6,-131,125
1573,433,883,-450,88,-116,204
1574,385,-18,403,-140,-290,150
1575,-498,-742,244,-313,-244,-69
