input_n,adc_data,bb_i,bb_q,bb_valid_i
1195,128,17128,9873,1
1196,33,17162,9843,1
1197,186,17162,9843,1
1198,186,17162,9843,1
1199,33,17162,9843,1
1200,128,17117,9884,1
1201,223,17117,9884,1
1202,70,17117,9884,1
1203,70,17117,9884,1
1204,223,17141,9868,1
1205,128,17141,9868,1
1206,33,17141,9868,1
1207,186,17141,9868,1
1208,186,17142,9858,1
1209,33,17142,9858,1
1210,128,17142,9858,1
1211,223,17142,9858,1
1212,70,17128,9873,1
1213,70,17128,9873,1
1214,223,17128,9873,1
1215,128,17128,9873,1
1216,33,17162,9843,1
1217,186,17162,9843,1
1218,186,17162,9843,1
1219,33,17162,9843,1
1220,128,17117,9884,1
1221,223,17117,9884,1
1222,70,17117,9884,1
1223,70,17117,9884,1
1224,223,17141,9868,1
1225,128,17141,9868,1
1226,33,17141,9868,1
1227,186,17141,9868,1
1228,186,17142,9858,1
1229,33,17142,9858,1
1230,128,17142,9858,1
1231,223,17142,9858,1
1232,70,17128,9873,1
1233,70,17128,9873,1
1234,223,17128,9873,1
1235,128,17128,9873,1
1236,33,17162,9843,1
1237,186,17162,9843,1
1238,186,17162,9843,1
1239,33,17162,9843,1
1240,128,17117,9884,1
1241,223,17117,9884,1
1242,70,17117,9884,1
1243,70,17117,9884,1
1244,223,17141,9868,1
1245,128,17141,9868,1
1246,33,17141,9868,1
1247,186,17141,9868,1
1248,186,17142,9858,1
1249,33,17142,9858,1
1250,128,17142,9858,1
1251,223,17142,9858,1
1252,70,17128,9873,1
1253,70,17128,9873,1
1254,223,17128,9873,1
1255,128,17128,9873,1
1256,33,17162,9843,1
1257,186,17162,9843,1
1258,186,17162,9843,1
1259,33,17162,9843,1
1260,128,17117,9884,1
1261,223,17117,9884,1
1262,70,17117,9884,1
1263,70,17117,9884,1
1264,223,17141,9868,1
1265,128,17141,9868,1
1266,33,17141,9868,1
1267,186,17141,9868,1
1268,186,17142,9858,1
1269,33,17142,9858,1
1270,128,17142,9858,1
1271,223,17142,9858,1
1272,70,17128,9873,1
1273,70,17128,9873,1
1274,223,17128,9873,1
1275,128,17128,9873,1
1276,33,17162,9843,1
1277,186,17162,9843,1
1278,186,17162,9843,1
1279,33,17162,9843,1
1280,128,17117,9884,1
1281,223,17117,9884,1
1282,70,17117,9884,1
1283,70,17117,9884,1
1284,223,17141,9868,1
1285,128,17141,9868,1
1286,33,17141,9868,1
1287,186,17141,9868,1
1288,186,17142,9858,1
1289,33,17142,9858,1
1290,128,17142,9858,1
1291,223,17142,9858,1
1292,70,17128,9873,1
1293,70,17128,9873,1
1294,223,17128,9873,1
1295,128,17128,9873,1
1296,33,17162,9843,1
1297,186,17162,9843,1
1298,186,17162,9843,1
1299,33,17162,9843,1
1300,128,17117,9884,1
1301,223,17117,9884,1
1302,70,17117,9884,1
1303,70,17117,9884,1
1304,223,17141,9868,1
1305,128,17141,9868,1
1306,33,17141,9868,1
1307,186,17141,9868,1
1308,186,17142,9858,1
1309,33,17142,9858,1
1310,128,17142,9858,1
1311,223,17142,9858,1
1312,70,17128,9873,1
1313,70,17128,9873,1
1314,223,17128,9873,1
1315,128,17128,9873,1
1316,33,17162,9843,1
1317,186,17162,9843,1
1318,186,17162,9843,1
1319,33,17162,9843,1
1320,128,17117,9884,1
1321,223,17117,9884,1
1322,70,17117,9884,1
1323,70,17117,9884,1
1324,223,17141,9868,1
1325,128,17141,9868,1
1326,33,17141,9868,1
1327,186,17141,9868,1
1328,186,17142,9858,1
1329,33,17142,9858,1
1330,128,17142,9858,1
1331,223,17142,9858,1
1332,70,17128,9873,1
1333,70,17128,9873,1
1334,223,17128,9873,1
1335,128,17128,9873,1
1336,33,17162,9843,1
1337,186,17162,9843,1
1338,186,17162,9843,1
1339,33,17162,9843,1
1340,128,17117,9884,1
1341,223,17117,9884,1
1342,70,17117,9884,1
1343,70,17117,9884,1
1344,223,17141,9868,1
1345,128,17141,9868,1
1346,33,17141,9868,1
1347,186,17141,9868,1
1348,186,17142,9858,1
1349,33,17142,9858,1
1350,128,17142,9858,1
1351,223,17142,9858,1
1352,70,17128,9873,1
1353,70,17128,9873,1
1354,223,17128,9873,1
1355,128,17128,9873,1
1356,33,17162,9843,1
1357,186,17162,9843,1
1358,186,17162,9843,1
1359,33,17162,9843,1
1360,128,17117,9884,1
1361,223,17117,9884,1
1362,70,17117,9884,1
1363,70,17117,9884,1
1364,223,17141,9868,1
1365,128,17141,9868,1
1366,33,17141,9868,1
1367,186,17141,9868,1
1368,186,17142,9858,1
1369,33,17142,9858,1
1370,128,17142,9858,1
1371,223,17142,9858,1
1372,70,17128,9873,1
1373,70,17128,9873,1
1374,223,17128,9873,1
1375,128,17128,9873,1
1376,33,17162,9843,1
1377,186,17162,9843,1
1378,186,17162,9843,1
1379,33,17162,9843,1
1380,128,17117,9884,1
1381,223,17117,9884,1
1382,70,17117,9884,1
1383,70,17117,9884,1
1384,223,17141,9868,1
1385,128,17141,9868,1
1386,33,17141,9868,1
1387,186,17141,9868,1
1388,186,17142,9858,1
1389,33,17142,9858,1
1390,128,17142,9858,1
1391,223,17142,9858,1
1392,70,17128,9873,1
1393,70,17128,9873,1
1394,223,17128,9873,1
1395,128,17128,9873,1
1396,33,17162,9843,1
1397,186,17162,9843,1
1398,186,17162,9843,1
1399,33,17162,9843,1
1400,128,17117,9884,1
1401,223,17117,9884,1
1402,70,17117,9884,1
1403,70,17117,9884,1
1404,223,17141,9868,1
1405,128,17141,9868,1
1406,33,17141,9868,1
1407,186,17141,9868,1
1408,186,17142,9858,1
1409,33,17142,9858,1
1410,128,17142,9858,1
1411,223,17142,9858,1
1412,70,17128,9873,1
1413,70,17128,9873,1
1414,223,17128,9873,1
1415,128,17128,9873,1
1416,33,17162,9843,1
1417,186,17162,9843,1
1418,186,17162,9843,1
1419,33,17162,9843,1
1420,128,17117,9884,1
1421,223,17117,9884,1
1422,70,17117,9884,1
1423,70,17117,9884,1
1424,223,17141,9868,1
1425,128,17141,9868,1
1426,33,17141,9868,1
1427,186,17141,9868,1
1428,186,17142,9858,1
1429,33,17142,9858,1
1430,128,17142,9858,1
1431,223,17142,9858,1
1432,70,17128,9873,1
1433,70,17128,9873,1
1434,223,17128,9873,1
1435,128,17128,9873,1
1436,33,17162,9843,1
1437,186,17162,9843,1
1438,186,17162,9843,1
1439,33,17162,9843,1
1440,128,17117,9884,1
1441,223,17117,9884,1
1442,70,17117,9884,1
1443,70,17117,9884,1
1444,223,17141,9868,1
1445,128,17141,9868,1
1446,33,17141,9868,1
1447,186,17141,9868,1
1448,186,17142,9858,1
1449,33,17142,9858,1
1450,128,17142,9858,1
1451,223,17142,9858,1
1452,70,17128,9873,1
1453,70,17128,9873,1
1454,223,17128,9873,1
1455,128,17128,9873,1
1456,33,17162,9843,1
1457,186,17162,9843,1
1458,186,17162,9843,1
1459,33,17162,9843,1
1460,128,17117,9884,1
1461,223,17117,9884,1
1462,70,17117,9884,1
1463,70,17117,9884,1
1464,223,17141,9868,1
1465,128,17141,9868,1
1466,33,17141,9868,1
1467,186,17141,9868,1
1468,186,17142,9858,1
1469,33,17142,9858,1
1470,128,17142,9858,1
1471,223,17142,9858,1
1472,70,17128,9873,1
1473,70,17128,9873,1
1474,223,17128,9873,1
1475,128,17128,9873,1
1476,33,17162,9843,1
1477,186,17162,9843,1
1478,186,17162,9843,1
1479,33,17162,9843,1
1480,128,17117,9884,1
1481,223,17117,9884,1
1482,70,17117,9884,1
1483,70,17117,9884,1
1484,223,17141,9868,1
1485,128,17141,9868,1
1486,33,17141,9868,1
1487,186,17141,9868,1
1488,186,17142,9858,1
1489,33,17142,9858,1
1490,128,17142,9858,1
1491,223,17142,9858,1
1492,70,17128,9873,1
1493,70,17128,9873,1
1494,223,17128,9873,1
1495,128,17128,9873,1
1496,33,17162,9843,1
1497,186,17162,9843,1
1498,186,17162,9843,1
1499,33,17162,9843,1
1500,128,17117,9884,1
1501,223,17117,9884,1
1502,70,17117,9884,1
1503,70,17117,9884,1
1504,223,17141,9868,1
1505,128,17141,9868,1
1506,33,17141,9868,1
1507,186,17141,9868,1
1508,186,17142,9858,1
1509,33,17142,9858,1
1510,128,17142,9858,1
1511,223,17142,9858,1
1512,70,17128,9873,1
1513,70,17128,9873,1
1514,223,17128,9873,1
1515,128,17128,9873,1
1516,33,17162,9843,1
1517,186,17162,9843,1
1518,186,17162,9843,1
1519,33,17162,9843,1
1520,128,17117,9884,1
1521,223,17117,9884,1
1522,70,17117,9884,1
1523,70,17117,9884,1
1524,223,17141,9868,1
1525,128,17141,9868,1
1526,33,17141,9868,1
1527,186,17141,9868,1
1528,186,17142,9858,1
1529,33,17142,9858,1
1530,128,17142,9858,1
1531,223,17142,9858,1
1532,70,17128,9873,1
1533,70,17128,9873,1
1534,223,17128,9873,1
1535,128,17128,9873,1
1536,33,17162,9843,1
1537,186,17162,9843,1
1538,186,17162,9843,1
1539,33,17162,9843,1
1540,128,17117,9884,1
1541,223,17117,9884,1
1542,70,17117,9884,1
1543,70,17117,9884,1
1544,223,17141,9868,1
1545,128,17141,9868,1
1546,33,17141,9868,1
1547,186,17141,9868,1
1548,186,17142,9858,1
1549,33,17142,9858,1
1550,128,17142,9858,1
1551,223,17142,9858,1
1552,70,17128,9873,1
1553,70,17128,9873,1
1554,223,17128,9873,1
1555,128,17128,9873,1
1556,33,17162,9843,1
1557,186,17162,9843,1
1558,186,17162,9843,1
1559,33,17162,9843,1
1560,128,17117,9884,1
1561,223,17117,9884,1
1562,70,17117,9884,1
1563,70,17117,9884,1
1564,223,17141,9868,1
1565,128,17141,9868,1
1566,33,17141,9868,1
1567,186,17141,9868,1
1568,186,17142,9858,1
1569,33,17142,9858,1
1570,128,17142,9858,1
1571,223,17142,9858,1
1572,70,17128,9873,1
1573,70,17128,9873,1
1574,223,17128,9873,1
1575,128,17128,9873,1
1576,33,17162,9843,1
1577,186,17162,9843,1
1578,186,17162,9843,1
1579,33,17162,9843,1
1580,128,17117,9884,1
1581,223,17117,9884,1
1582,70,17117,9884,1
1583,70,17117,9884,1
1584,223,17141,9868,1
1585,128,17141,9868,1
1586,33,17141,9868,1
1587,186,17141,9868,1
1588,186,17142,9858,1
1589,33,17142,9858,1
1590,128,17142,9858,1
1591,223,17142,9858,1
1592,70,17128,9873,1
1593,70,17128,9873,1
1594,223,17128,9873,1
1595,128,17128,9873,1
1596,33,17162,9843,1
1597,186,17162,9843,1
1598,186,17162,9843,1
1599,33,17162,9843,1
1600,128,17117,9884,1
1601,223,17117,9884,1
1602,70,17117,9884,1
1603,70,17117,9884,1
1604,223,17141,9868,1
1605,128,17141,9868,1
1606,33,17141,9868,1
1607,186,17141,9868,1
1608,186,17142,9858,1
1609,33,17142,9858,1
1610,128,17142,9858,1
1611,223,17142,9858,1
1612,70,17128,9873,1
1613,70,17128,9873,1
1614,223,17128,9873,1
1615,128,17128,9873,1
1616,33,17162,9843,1
1617,186,17162,9843,1
1618,186,17162,9843,1
1619,33,17162,9843,1
1620,128,17117,9884,1
1621,223,17117,9884,1
1622,70,17117,9884,1
1623,70,17117,9884,1
1624,223,17141,9868,1
1625,128,17141,9868,1
1626,33,17141,9868,1
1627,186,17141,9868,1
1628,186,17142,9858,1
1629,33,17142,9858,1
1630,128,17142,9858,1
1631,223,17142,9858,1
1632,70,17128,9873,1
1633,70,17128,9873,1
1634,223,17128,9873,1
1635,128,17128,9873,1
1636,33,17162,9843,1
1637,186,17162,9843,1
1638,186,17162,9843,1
1639,33,17162,9843,1
1640,128,17117,9884,1
1641,223,17117,9884,1
1642,70,17117,9884,1
1643,70,17117,9884,1
1644,223,17141,9868,1
1645,128,17141,9868,1
1646,33,17141,9868,1
1647,186,17141,9868,1
1648,186,17142,9858,1
1649,33,17142,9858,1
1650,128,17142,9858,1
1651,223,17142,9858,1
1652,70,17128,9873,1
1653,70,17128,9873,1
1654,223,17128,9873,1
1655,128,17128,9873,1
1656,33,17162,9843,1
1657,186,17162,9843,1
1658,186,17162,9843,1
1659,33,17162,9843,1
1660,128,17117,9884,1
1661,223,17117,9884,1
1662,70,17117,9884,1
1663,70,17117,9884,1
1664,223,17141,9868,1
1665,128,17141,9868,1
1666,33,17141,9868,1
1667,186,17141,9868,1
1668,186,17142,9858,1
1669,33,17142,9858,1
1670,128,17142,9858,1
1671,223,17142,9858,1
1672,70,17128,9873,1
1673,70,17128,9873,1
1674,223,17128,9873,1
1675,128,17128,9873,1
1676,33,17162,9843,1
1677,186,17162,9843,1
1678,186,17162,9843,1
1679,33,17162,9843,1
1680,128,17117,9884,1
1681,223,17117,9884,1
1682,70,17117,9884,1
1683,70,17117,9884,1
1684,223,17141,9868,1
1685,128,17141,9868,1
1686,33,17141,9868,1
1687,186,17141,9868,1
1688,186,17142,9858,1
1689,33,17142,9858,1
1690,128,17142,9858,1
1691,223,17142,9858,1
1692,70,17128,9873,1
1693,70,17128,9873,1
1694,223,17128,9873,1
1695,128,17128,9873,1
1696,33,17162,9843,1
1697,186,17162,9843,1
1698,186,17162,9843,1
1699,33,17162,9843,1
1700,128,17117,9884,1
1701,223,17117,9884,1
1702,70,17117,9884,1
1703,70,17117,9884,1
1704,223,17141,9868,1
1705,128,17141,9868,1
1706,33,17141,9868,1
1707,186,17141,9868,1
1708,186,17142,9858,1
1709,33,17142,9858,1
1710,128,17142,9858,1
1711,223,17142,9858,1
1712,70,17128,9873,1
1713,70,17128,9873,1
1714,223,17128,9873,1
1715,128,17128,9873,1
1716,33,17162,9843,1
1717,186,17162,9843,1
1718,186,17162,9843,1
1719,33,17162,9843,1
1720,128,17117,9884,1
1721,223,17117,9884,1
1722,70,17117,9884,1
1723,70,17117,9884,1
1724,223,17141,9868,1
1725,128,17141,9868,1
1726,33,17141,9868,1
1727,186,17141,9868,1
1728,186,17142,9858,1
1729,33,17142,9858,1
1730,128,17142,9858,1
1731,223,17142,9858,1
1732,70,17128,9873,1
1733,70,17128,9873,1
1734,223,17128,9873,1
1735,128,17128,9873,1
1736,33,17162,9843,1
1737,186,17162,9843,1
1738,186,17162,9843,1
1739,33,17162,9843,1
1740,128,17117,9884,1
1741,223,17117,9884,1
1742,70,17117,9884,1
1743,70,17117,9884,1
1744,223,17141,9868,1
1745,128,17141,9868,1
1746,33,17141,9868,1
1747,186,17141,9868,1
1748,186,17142,9858,1
1749,33,17142,9858,1
1750,128,17142,9858,1
1751,223,17142,9858,1
1752,70,17128,9873,1
1753,70,17128,9873,1
1754,223,17128,9873,1
1755,128,17128,9873,1
1756,33,17162,9843,1
1757,186,17162,9843,1
1758,186,17162,9843,1
1759,33,17162,9843,1
1760,128,17117,9884,1
1761,223,17117,9884,1
1762,70,17117,9884,1
1763,70,17117,9884,1
1764,223,17141,9868,1
1765,128,17141,9868,1
1766,33,17141,9868,1
1767,186,17141,9868,1
1768,186,17142,9858,1
1769,33,17142,9858,1
1770,128,17142,9858,1
1771,223,17142,9858,1
1772,70,17128,9873,1
1773,70,17128,9873,1
1774,223,17128,9873,1
1775,128,17128,9873,1
1776,33,17162,9843,1
1777,186,17162,9843,1
1778,186,17162,9843,1
1779,33,17162,9843,1
1780,128,17117,9884,1
1781,223,17117,9884,1
1782,70,17117,9884,1
1783,70,17117,9884,1
1784,223,17141,9868,1
1785,128,17141,9868,1
1786,33,17141,9868,1
1787,186,17141,9868,1
1788,186,17142,9858,1
1789,33,17142,9858,1
1790,128,17142,9858,1
1791,223,17142,9858,1
1792,70,17128,9873,1
1793,70,17128,9873,1
1794,223,17128,9873,1
1795,128,17128,9873,1
1796,33,17162,9843,1
1797,186,17162,9843,1
1798,186,17162,9843,1
1799,33,17162,9843,1
1800,128,17117,9884,1
1801,223,17117,9884,1
1802,70,17117,9884,1
1803,70,17117,9884,1
1804,223,17141,9868,1
1805,128,17141,9868,1
1806,33,17141,9868,1
1807,186,17141,9868,1
1808,186,17142,9858,1
1809,33,17142,9858,1
1810,128,17142,9858,1
1811,223,17142,9858,1
1812,70,17128,9873,1
1813,70,17128,9873,1
1814,223,17128,9873,1
1815,128,17128,9873,1
1816,33,17162,9843,1
1817,186,17162,9843,1
1818,186,17162,9843,1
1819,33,17162,9843,1
1820,128,17117,9884,1
1821,223,17117,9884,1
1822,70,17117,9884,1
1823,70,17117,9884,1
1824,223,17141,9868,1
1825,128,17141,9868,1
1826,33,17141,9868,1
1827,186,17141,9868,1
1828,186,17142,9858,1
1829,33,17142,9858,1
1830,128,17142,9858,1
1831,223,17142,9858,1
1832,70,17128,9873,1
1833,70,17128,9873,1
1834,223,17128,9873,1
1835,128,17128,9873,1
1836,33,17162,9843,1
1837,186,17162,9843,1
1838,186,17162,9843,1
1839,33,17162,9843,1
1840,128,17117,9884,1
1841,223,17117,9884,1
1842,70,17117,9884,1
1843,70,17117,9884,1
1844,223,17141,9868,1
1845,128,17141,9868,1
1846,33,17141,9868,1
1847,186,17141,9868,1
1848,186,17142,9858,1
1849,33,17142,9858,1
1850,128,17142,9858,1
1851,223,17142,9858,1
1852,70,17128,9873,1
1853,70,17128,9873,1
1854,223,17128,9873,1
1855,128,17128,9873,1
1856,33,17162,9843,1
1857,186,17162,9843,1
1858,186,17162,9843,1
1859,33,17162,9843,1
1860,128,17117,9884,1
1861,223,17117,9884,1
1862,70,17117,9884,1
1863,70,17117,9884,1
1864,223,17141,9868,1
1865,128,17141,9868,1
1866,33,17141,9868,1
1867,186,17141,9868,1
1868,186,17142,9858,1
1869,33,17142,9858,1
1870,128,17142,9858,1
1871,223,17142,9858,1
1872,70,17128,9873,1
1873,70,17128,9873,1
1874,223,17128,9873,1
1875,128,17128,9873,1
1876,33,17162,9843,1
1877,186,17162,9843,1
1878,186,17162,9843,1
1879,33,17162,9843,1
1880,128,17117,9884,1
1881,223,17117,9884,1
1882,70,17117,9884,1
1883,70,17117,9884,1
1884,223,17141,9868,1
1885,128,17141,9868,1
1886,33,17141,9868,1
1887,186,17141,9868,1
1888,186,17142,9858,1
1889,33,17142,9858,1
1890,128,17142,9858,1
1891,223,17142,9858,1
1892,70,17128,9873,1
1893,70,17128,9873,1
1894,223,17128,9873,1
1895,128,17128,9873,1
1896,33,17162,9843,1
1897,186,17162,9843,1
1898,186,17162,9843,1
1899,33,17162,9843,1
1900,128,17117,9884,1
1901,223,17117,9884,1
1902,70,17117,9884,1
1903,70,17117,9884,1
1904,223,17141,9868,1
1905,128,17141,9868,1
1906,33,17141,9868,1
1907,186,17141,9868,1
1908,186,17142,9858,1
1909,33,17142,9858,1
1910,128,17142,9858,1
1911,223,17142,9858,1
1912,70,17128,9873,1
1913,70,17128,9873,1
1914,223,17128,9873,1
1915,128,17128,9873,1
1916,33,17162,9843,1
1917,186,17162,9843,1
1918,186,17162,9843,1
1919,33,17162,9843,1
1920,128,17117,9884,1
1921,223,17117,9884,1
1922,70,17117,9884,1
1923,70,17117,9884,1
1924,223,17141,9868,1
1925,128,17141,9868,1
1926,33,17141,9868,1
1927,186,17141,9868,1
1928,186,17142,9858,1
1929,33,17142,9858,1
1930,128,17142,9858,1
1931,223,17142,9858,1
1932,70,17128,9873,1
1933,70,17128,9873,1
1934,223,17128,9873,1
1935,128,17128,9873,1
1936,33,17162,9843,1
1937,186,17162,9843,1
1938,186,17162,9843,1
1939,33,17162,9843,1
1940,128,17117,9884,1
1941,223,17117,9884,1
1942,70,17117,9884,1
1943,70,17117,9884,1
1944,223,17141,9868,1
1945,128,17141,9868,1
1946,33,17141,9868,1
1947,186,17141,9868,1
1948,186,17142,9858,1
1949,33,17142,9858,1
1950,128,17142,9858,1
1951,223,17142,9858,1
1952,70,17128,9873,1
1953,70,17128,9873,1
1954,223,17128,9873,1
1955,128,17128,9873,1
1956,33,17162,9843,1
1957,186,17162,9843,1
1958,186,17162,9843,1
1959,33,17162,9843,1
1960,128,17117,9884,1
1961,223,17117,9884,1
1962,70,17117,9884,1
1963,70,17117,9884,1
1964,223,17141,9868,1
1965,128,17141,9868,1
1966,33,17141,9868,1
1967,186,17141,9868,1
1968,186,17142,9858,1
1969,33,17142,9858,1
1970,128,17142,9858,1
1971,223,17142,9858,1
1972,70,17128,9873,1
1973,70,17128,9873,1
1974,223,17128,9873,1
1975,128,17128,9873,1
1976,33,17162,9843,1
1977,186,17162,9843,1
1978,186,17162,9843,1
1979,33,17162,9843,1
1980,128,17117,9884,1
1981,223,17117,9884,1
1982,70,17117,9884,1
1983,70,17117,9884,1
1984,223,17141,9868,1
1985,128,17141,9868,1
1986,33,17141,9868,1
1987,186,17141,9868,1
1988,186,17142,9858,1
1989,33,17142,9858,1
1990,128,17142,9858,1
1991,223,17142,9858,1
1992,70,17128,9873,1
1993,70,17128,9873,1
1994,223,17128,9873,1
1995,128,17128,9873,1
1996,33,17162,9843,1
1997,186,17162,9843,1
1998,186,17162,9843,1
1999,33,17162,9843,1
2000,128,17117,9884,1
2001,223,17117,9884,1
2002,70,17117,9884,1
2003,70,17117,9884,1
2004,223,17141,9868,1
2005,128,17141,9868,1
2006,33,17141,9868,1
2007,186,17141,9868,1
2008,186,17142,9858,1
2009,33,17142,9858,1
2010,128,17142,9858,1
2011,223,17142,9858,1
2012,70,17128,9873,1
2013,70,17128,9873,1
2014,223,17128,9873,1
2015,128,17128,9873,1
2016,33,17162,9843,1
2017,186,17162,9843,1
2018,186,17162,9843,1
2019,33,17162,9843,1
2020,128,17117,9884,1
2021,223,17117,9884,1
2022,70,17117,9884,1
2023,70,17117,9884,1
2024,223,17141,9868,1
2025,128,17141,9868,1
2026,33,17141,9868,1
2027,186,17141,9868,1
2028,186,17142,9858,1
2029,33,17142,9858,1
2030,128,17142,9858,1
2031,223,17142,9858,1
2032,70,17128,9873,1
2033,70,17128,9873,1
2034,223,17128,9873,1
2035,128,17128,9873,1
2036,33,17162,9843,1
2037,186,17162,9843,1
2038,186,17162,9843,1
2039,33,17162,9843,1
2040,128,17117,9884,1
2041,223,17117,9884,1
2042,70,17117,9884,1
2043,70,17117,9884,1
2044,223,17141,9868,1
2045,128,17141,9868,1
2046,33,17141,9868,1
2047,186,17141,9868,1
2048,186,17142,9858,1
2049,33,17142,9858,1
2050,128,17142,9858,1
2051,223,17142,9858,1
2052,70,17128,9873,1
2053,70,17128,9873,1
2054,223,17128,9873,1
2055,128,17128,9873,1
2056,33,17162,9843,1
2057,186,17162,9843,1
2058,186,17162,9843,1
2059,33,17162,9843,1
2060,128,17117,9884,1
2061,223,17117,9884,1
2062,70,17117,9884,1
2063,70,17117,9884,1
2064,223,17141,9868,1
2065,128,17141,9868,1
2066,33,17141,9868,1
2067,186,17141,9868,1
2068,186,17142,9858,1
2069,33,17142,9858,1
2070,128,17142,9858,1
2071,223,17142,9858,1
2072,70,17128,9873,1
2073,70,17128,9873,1
2074,223,17128,9873,1
2075,128,17128,9873,1
2076,33,17162,9843,1
2077,186,17162,9843,1
2078,186,17162,9843,1
2079,33,17162,9843,1
2080,128,17117,9884,1
2081,223,17117,9884,1
2082,70,17117,9884,1
2083,70,17117,9884,1
2084,223,17141,9868,1
2085,128,17141,9868,1
2086,33,17141,9868,1
2087,186,17141,9868,1
2088,186,17142,9858,1
2089,33,17142,9858,1
2090,128,17142,9858,1
2091,223,17142,9858,1
2092,70,17128,9873,1
2093,70,17128,9873,1
2094,223,17128,9873,1
2095,128,17128,9873,1
2096,33,17162,9843,1
2097,186,17162,9843,1
2098,186,17162,9843,1
2099,33,17162,9843,1
2100,128,17117,9884,1
2101,223,17117,9884,1
2102,70,17117,9884,1
2103,70,17117,9884,1
2104,223,17141,9868,1
2105,128,17141,9868,1
2106,33,17141,9868,1
2107,186,17141,9868,1
2108,186,17142,9858,1
2109,33,17142,9858,1
2110,128,17142,9858,1
2111,223,17142,9858,1
2112,70,17128,9873,1
2113,70,17128,9873,1
2114,223,17128,9873,1
2115,128,17128,9873,1
2116,33,17162,9843,1
2117,186,17162,9843,1
2118,186,17162,9843,1
2119,33,17162,9843,1
2120,128,17117,9884,1
2121,223,17117,9884,1
2122,70,17117,9884,1
2123,70,17117,9884,1
2124,223,17141,9868,1
2125,128,17141,9868,1
2126,33,17141,9868,1
2127,186,17141,9868,1
2128,186,17142,9858,1
2129,33,17142,9858,1
2130,128,17142,9858,1
2131,223,17142,9858,1
2132,70,17128,9873,1
2133,70,17128,9873,1
2134,223,17128,9873,1
2135,128,17128,9873,1
2136,33,17162,9843,1
2137,186,17162,9843,1
2138,186,17162,9843,1
2139,33,17162,9843,1
2140,128,17117,9884,1
2141,223,17117,9884,1
2142,70,17117,9884,1
2143,70,17117,9884,1
2144,223,17141,9868,1
2145,128,17141,9868,1
2146,33,17141,9868,1
2147,186,17141,9868,1
2148,186,17142,9858,1
2149,33,17142,9858,1
2150,128,17142,9858,1
2151,223,17142,9858,1
2152,70,17128,9873,1
2153,70,17128,9873,1
2154,223,17128,9873,1
2155,128,17128,9873,1
2156,33,17162,9843,1
2157,186,17162,9843,1
2158,186,17162,9843,1
2159,33,17162,9843,1
2160,128,17117,9884,1
2161,223,17117,9884,1
2162,70,17117,9884,1
2163,70,17117,9884,1
2164,223,17141,9868,1
2165,128,17141,9868,1
2166,33,17141,9868,1
2167,186,17141,9868,1
2168,186,17142,9858,1
2169,33,17142,9858,1
2170,128,17142,9858,1
2171,223,17142,9858,1
2172,70,17128,9873,1
2173,70,17128,9873,1
2174,223,17128,9873,1
2175,128,17128,9873,1
2176,33,17162,9843,1
2177,186,17162,9843,1
2178,186,17162,9843,1
2179,33,17162,9843,1
2180,128,17117,9884,1
2181,223,17117,9884,1
2182,70,17117,9884,1
2183,70,17117,9884,1
2184,223,17141,9868,1
2185,128,17141,9868,1
2186,33,17141,9868,1
2187,186,17141,9868,1
2188,186,17142,9858,1
2189,33,17142,9858,1
2190,128,17142,9858,1
2191,223,17142,9858,1
2192,70,17128,9873,1
2193,70,17128,9873,1
2194,223,17128,9873,1
2195,128,17128,9873,1
2196,33,17162,9843,1
2197,186,17162,9843,1
2198,186,17162,9843,1
2199,33,17162,9843,1
2200,128,17117,9884,1
2201,223,17117,9884,1
2202,70,17117,9884,1
2203,70,17117,9884,1
2204,223,17141,9868,1
2205,128,17141,9868,1
2206,33,17141,9868,1
2207,186,17141,9868,1
2208,186,17142,9858,1
2209,33,17142,9858,1
2210,128,17142,9858,1
2211,223,17142,9858,1
2212,70,17128,9873,1
2213,70,17128,9873,1
2214,223,17128,9873,1
2215,128,17128,9873,1
2216,33,17162,9843,1
2217,186,17162,9843,1
2218,186,17162,9843,1
2219,33,17162,9843,1
2220,128,17117,9884,1
2221,223,17117,9884,1
2222,70,17117,9884,1
2223,70,17117,9884,1
2224,223,17141,9868,1
2225,128,17141,9868,1
2226,33,17141,9868,1
2227,186,17141,9868,1
2228,186,17142,9858,1
2229,33,17142,9858,1
2230,128,17142,9858,1
2231,223,17142,9858,1
2232,70,17128,9873,1
2233,70,17128,9873,1
2234,223,17128,9873,1
2235,128,17128,9873,1
2236,33,17162,9843,1
2237,186,17162,9843,1
2238,186,17162,9843,1
2239,33,17162,9843,1
2240,128,17117,9884,1
2241,223,17117,9884,1
2242,70,17117,9884,1
2243,70,17117,9884,1
2244,223,17141,9868,1
2245,128,17141,9868,1
2246,33,17141,9868,1
2247,186,17141,9868,1
2248,186,17142,9858,1
2249,33,17142,9858,1
2250,128,17142,9858,1
2251,223,17142,9858,1
2252,70,17128,9873,1
2253,70,17128,9873,1
2254,223,17128,9873,1
2255,128,17128,9873,1
2256,33,17162,9843,1
2257,186,17162,9843,1
2258,186,17162,9843,1
2259,33,17162,9843,1
2260,128,17117,9884,1
2261,223,17117,9884,1
2262,70,17117,9884,1
2263,70,17117,9884,1
2264,223,17141,9868,1
2265,128,17141,9868,1
2266,33,17141,9868,1
2267,186,17141,9868,1
2268,186,17142,9858,1
